SiO2 Na2O Al2O3 CaO B2O3 K2O MgO Li2O BaO PbO
68.17 9.08 9.08 13.67 0.0 0.0 0.0 0.0 0.0 0.0
69.45 9.76 9.8 10.99 0.0 0.0 0.0 0.0 0.0 0.0
70.85 10.43 10.42 8.3 0.0 0.0 0.0 0.0 0.0 0.0
71.67 10.83 10.83 6.66 0.0 0.0 0.0 0.0 0.0 0.0
61.91 0.5 11.55 7.74 4.45 0.0 13.84 0.0 0.0 0.0
72.46 15.98 0.58 5.31 0.85 0.38 4.43 0.0 0.0 0.0
71.52 11.78 1.2 4.37 2.64 3.91 4.56 0.0 0.0 0.0
76.25 7.39 3.74 1.13 10.05 0.6 0.0 0.0 0.83 0.0
82.11 4.28 1.21 0.0 12.4 0.0 0.0 0.0 0.0 0.0
68.5 18.85 0.0 9.77 0.0 0.0 0.0 0.0 0.0 0.0
77.54 0.0 0.0 0.0 0.0 9.96 0.0 0.0 12.5 0.0
77.23 0.0 0.0 0.0 0.0 8.72 0.0 0.0 12.81 0.0
77.96 0.0 0.0 0.0 0.0 7.24 0.0 0.0 12.91 0.0
59.24 1.54 9.23 23.57 4.74 0.0 0.0 0.0 0.0 0.0
71.1 0.47 16.18 0.0 0.36 0.06 0.0 11.02 0.0 0.0
61.37 0.21 9.41 25.38 0.0 0.07 3.26 0.0 0.21 0.0
61.35 0.21 9.4 25.37 0.0 0.07 3.26 0.0 0.21 0.0
61.19 0.21 9.38 25.31 0.0 0.07 3.25 0.0 0.21 0.0
70.47 14.92 0.75 8.14 0.0 0.12 5.59 0.0 0.0 0.0
73.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60.0 20.0 0.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0
75.0 6.25 0.0 0.0 0.0 18.75 0.0 0.0 0.0 0.0
75.0 9.0 0.0 0.0 0.0 16.0 0.0 0.0 0.0 0.0
75.0 18.75 0.0 0.0 0.0 6.25 0.0 0.0 0.0 0.0
67.0 0.0 0.0 0.0 0.0 25.0 0.0 8.0 0.0 0.0
67.0 0.0 0.0 0.0 0.0 16.5 0.0 16.5 0.0 0.0
67.0 0.0 0.0 0.0 0.0 8.0 0.0 25.0 0.0 0.0
60.0 15.0 10.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0
60.0 15.0 0.0 0.0 10.0 0.0 0.0 0.0 15.0 0.0
54.36 1.28 12.68 10.49 7.26 0.0 13.92 0.0 0.0 0.0
62.77 0.0 15.24 15.67 4.95 0.0 0.0 0.0 1.36 0.0
61.63 0.0 15.76 8.48 0.0 1.36 12.76 0.0 0.0 0.0
59.49 0.0 17.29 10.31 1.0 0.0 7.25 0.0 2.4 0.0
64.38 1.0 10.4 8.9 4.48 0.0 10.83 0.0 0.0 0.0
57.22 0.0 2.15 17.16 3.56 5.84 14.06 0.0 0.0 0.0
80.93 0.0 18.39 0.01 0.01 0.21 0.37 0.0 0.0 0.0
76.53 0.0 0.74 1.12 19.61 1.99 0.0 0.0 0.0 0.0
78.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0 0.0
77.96 9.46 0.22 1.32 0.0 4.33 0.0 0.0 0.0 6.71
76.01 15.31 0.21 0.25 0.0 0.7 0.0 0.0 0.0 7.51
76.07 5.3 1.17 0.28 0.0 6.21 0.39 0.0 0.0 10.56
72.02 16.33 0.57 5.67 0.0 0.0 5.4 0.0 0.0 0.0
83.47 4.04 1.23 0.33 10.8 0.13 0.0 0.0 0.0 0.0
77.2 2.67 1.3 0.0 15.23 1.75 0.0 0.0 0.0 1.84
70.89 2.11 4.5 0.0 16.94 2.09 0.0 2.19 1.28 0.0
72.7 1.5 0.61 0.33 23.3 0.92 0.0 0.63 0.0 0.0
80.7 4.79 1.52 0.0 11.79 0.0 0.0 0.0 0.0 0.98
55.05 0.0 0.63 9.54 23.43 0.0 6.71 0.0 2.23 0.0
72.32 7.61 3.5 3.0 0.0 4.57 0.0 3.38 5.62 0.0
86.25 0.0 0.0 0.0 0.0 13.75 0.0 0.0 0.0 0.0
78.53 0.0 0.0 0.0 0.0 21.46 0.0 0.0 0.0 0.0
74.43 0.0 0.0 0.0 0.0 25.56 0.0 0.0 0.0 0.0
70.16 0.0 0.0 0.0 0.0 29.84 0.0 0.0 0.0 0.0
65.7 0.0 0.0 0.0 0.0 34.29 0.0 0.0 0.0 0.0
75.0 10.8 14.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70.0 13.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.63 16.68 16.68 0.0 0.0 0.0 0.0 0.0 0.0 0.0
62.5 25.0 12.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.0 25.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.67 0.0 0.0 0.0 0.0 0.0 0.0 20.0 13.33 0.0
66.67 0.0 0.0 0.0 0.0 0.0 0.0 13.33 20.0 0.0
66.67 20.0 0.0 0.0 0.0 0.0 13.33 0.0 0.0 0.0
66.67 13.33 0.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0
59.02 0.0 0.0 0.0 29.55 0.0 0.0 9.81 0.0 0.0
59.09 10.31 0.0 0.0 30.59 0.0 0.0 0.0 0.0 0.0
59.17 9.58 0.0 0.0 29.59 0.0 0.0 0.0 0.0 0.0
75.86 9.59 0.35 11.69 0.0 2.5 0.0 0.0 0.0 0.0
70.04 0.0 4.65 8.45 2.55 0.0 8.82 3.97 0.0 0.0
77.83 9.53 3.11 2.11 6.96 0.46 0.0 0.0 0.0 0.0
72.88 8.35 2.71 4.59 5.6 0.65 3.1 0.0 0.0 0.0
80.0 6.49 2.89 0.33 7.29 0.16 0.42 0.0 1.39 0.0
81.53 6.73 2.67 0.79 6.43 0.0 0.0 0.0 1.72 0.0
79.5 6.64 3.72 1.26 6.92 0.0 0.0 0.0 1.84 0.0
82.82 4.19 1.63 0.33 11.02 0.0 0.0 0.0 0.0 0.0
81.89 4.95 1.57 0.01 11.56 0.0 0.0 0.0 0.01 0.0
79.11 4.63 2.19 0.0 12.83 0.0 0.0 0.0 1.24 0.0
83.34 5.08 2.01 0.33 5.88 0.0 1.56 0.0 1.79 0.0
71.39 20.77 0.67 6.79 0.0 0.0 0.34 0.0 0.0 0.0
75.03 11.11 3.07 0.0 10.79 0.0 0.0 0.0 0.0 0.0
56.23 0.0 13.13 5.68 9.15 0.0 15.81 0.0 0.0 0.0
77.39 13.0 1.21 2.21 3.56 2.63 0.0 0.0 0.0 0.0
76.03 6.31 1.17 0.0 0.0 5.95 0.0 0.0 0.0 10.53
71.15 5.22 0.0 0.0 5.83 6.88 0.0 0.0 0.0 10.9
74.49 4.96 1.34 0.43 0.0 7.9 0.0 0.0 0.0 10.88
70.78 16.06 0.59 5.91 0.0 0.64 5.24 0.0 0.78 0.0
71.88 15.6 0.0 5.89 0.0 0.64 5.21 0.0 0.78 0.0
76.02 15.32 0.25 0.19 0.0 0.7 0.0 0.0 0.0 7.51
71.28 10.39 2.88 9.47 2.6 3.38 0.0 0.0 0.0 0.0
77.25 9.37 0.21 1.31 0.0 4.37 0.0 0.0 0.0 6.65
75.9 15.29 0.29 0.19 0.0 0.7 0.0 0.0 0.0 7.49
68.92 14.9 0.69 5.84 0.0 2.53 5.17 0.0 1.94 0.0
74.02 9.83 0.23 0.13 1.13 4.19 0.0 0.0 0.0 10.46
73.66 10.41 0.79 0.92 0.0 3.82 0.78 0.0 0.0 9.62
77.05 7.96 3.15 0.0 0.0 5.02 0.0 1.36 5.36 0.0
73.81 9.2 4.13 0.61 0.0 4.75 0.5 1.37 5.62 0.0
76.33 9.42 2.07 0.71 0.0 4.86 0.33 1.34 4.93 0.0
75.96 8.8 3.69 0.0 0.0 5.07 0.0 1.34 5.13 0.0
77.33 7.77 3.23 0.0 0.0 5.04 0.0 1.6 5.02 0.0
61.66 23.06 4.24 3.95 1.54 3.29 1.49 0.0 0.0 0.0
70.88 4.65 1.07 0.0 22.36 0.64 0.31 0.0 0.0 0.0
70.35 6.61 3.09 0.0 19.94 0.0 0.0 0.0 0.0 0.0
75.66 3.55 1.85 3.36 13.57 2.0 0.0 0.0 0.0 0.0
75.42 3.55 2.47 3.36 11.75 2.67 0.78 0.0 0.0 0.0
69.83 6.94 0.12 0.0 22.45 0.0 0.0 0.0 0.0 0.11
72.27 3.0 0.0 0.0 20.24 3.82 0.0 0.0 0.0 0.11
81.1 6.28 0.0 1.15 7.46 0.89 0.0 0.0 1.39 0.0
78.61 6.66 4.17 0.0 8.71 0.0 0.0 0.0 1.84 0.0
79.73 6.19 3.63 1.48 7.44 0.0 0.15 0.0 1.37 0.0
70.65 3.8 1.88 0.0 21.09 2.57 0.0 0.0 0.0 0.0
78.52 5.0 0.93 0.89 12.55 1.27 0.0 0.0 0.82 0.0
71.47 3.93 2.2 0.0 18.71 3.68 0.0 0.0 0.0 0.0
78.19 7.07 3.07 1.67 9.0 1.0 0.0 0.0 0.0 0.0
69.41 7.17 3.72 0.0 19.69 0.0 0.0 0.0 0.0 0.0
70.43 3.1 0.88 0.0 21.63 3.95 0.0 0.0 0.0 0.0
69.08 3.66 0.88 0.0 21.71 4.65 0.0 0.0 0.0 0.0
68.73 7.07 3.11 0.0 21.08 0.0 0.0 0.0 0.0 0.0
69.55 4.22 1.37 0.0 22.08 2.77 0.0 0.0 0.0 0.0
70.87 3.52 3.53 0.68 18.66 2.73 0.0 0.0 0.0 0.0
79.46 4.63 1.08 0.0 13.15 0.0 0.0 0.0 0.0 1.67
80.77 4.8 1.52 0.0 11.8 0.0 0.0 0.0 0.0 0.98
77.44 4.53 1.23 0.22 15.25 1.33 0.0 0.0 0.0 0.0
77.34 5.62 1.24 0.0 14.56 0.0 0.0 0.0 1.24 0.0
76.09 4.21 1.96 0.65 14.76 0.64 0.0 0.0 0.19 0.0
76.94 4.28 0.74 0.56 15.0 0.0 0.0 0.0 2.48 0.0
77.57 4.22 0.73 0.0 16.36 1.12 0.0 0.0 0.0 0.0
76.21 4.85 0.73 0.54 15.55 1.69 0.41 0.0 0.0 0.0
78.37 4.03 1.22 0.0 15.18 1.19 0.0 0.0 0.0 0.0
76.1 1.79 1.53 1.16 15.94 2.0 0.0 0.0 0.0 1.46
73.74 5.42 0.0 0.0 2.41 7.13 0.0 0.0 0.0 11.29
73.08 1.52 0.7 0.34 23.01 0.94 0.0 0.39 0.0 0.0
74.07 1.51 0.55 0.33 22.32 0.79 0.0 0.41 0.0 0.0
59.5 0.0 17.46 10.33 1.1 0.0 6.93 0.0 2.46 0.0
74.97 3.34 0.81 0.21 18.47 2.2 0.0 0.0 0.0 0.0
95.0 0.0 0.0 0.0 0.0 0.0 0.0 5.0 0.0 0.0
97.21 0.02 0.23 0.0 2.52 0.01 0.0 0.0 0.0 0.0
85.49 4.47 1.2 0.0 8.83 0.0 0.0 0.0 0.0 0.0
63.68 11.77 9.09 0.2 7.73 3.58 0.31 2.01 0.0 0.0
76.6 0.92 2.51 0.02 13.77 3.38 0.0 0.0 0.0 0.0
62.18 6.62 10.23 0.24 7.09 0.35 1.43 9.88 0.0 0.0
75.71 7.79 2.22 0.82 10.45 0.67 0.0 0.0 0.3 0.0
73.5 7.28 3.04 0.45 12.82 1.77 0.0 0.0 0.48 0.0
73.22 20.14 0.0 2.21 0.0 0.0 4.43 0.0 0.0 0.0
73.44 15.28 0.0 3.98 0.0 0.0 7.29 0.0 0.0 0.0
71.92 20.76 0.0 0.0 0.0 0.0 7.32 0.0 0.0 0.0
81.75 5.35 0.0 0.0 0.0 9.86 0.0 0.0 3.03 0.0
70.34 0.77 0.0 0.0 0.0 8.66 0.0 0.0 0.0 20.22
74.54 0.0 0.0 0.0 0.0 9.03 0.0 0.0 0.58 15.85
74.41 0.0 0.0 0.0 0.0 3.09 0.0 0.0 0.94 21.55
71.54 16.36 1.06 4.84 0.0 0.25 5.84 0.0 0.0 0.0
68.66 16.89 1.1 5.0 0.0 0.26 6.03 0.0 0.0 0.0
71.94 15.02 0.41 12.28 0.0 0.0 0.0 0.0 0.0 0.0
71.92 0.0 0.0 0.0 0.0 9.17 0.0 0.0 0.0 18.86
76.64 3.29 0.0 0.0 0.0 6.39 0.0 0.0 0.0 13.01
71.0 14.84 1.11 6.06 3.61 1.19 0.0 0.0 1.35 0.0
74.9 7.75 0.06 6.19 2.63 5.97 0.0 0.0 0.0 0.0
78.1 4.17 0.25 0.0 7.13 9.94 0.0 0.0 0.0 0.0
81.81 5.29 1.27 0.0 11.63 0.0 0.0 0.0 0.0 0.0
83.12 4.18 1.33 0.0 11.36 0.0 0.0 0.0 0.0 0.0
66.27 11.21 1.63 0.0 0.0 0.0 0.0 0.0 0.0 18.96
67.03 12.7 1.72 0.0 0.0 0.0 0.0 0.0 0.0 15.57
51.0 0.0 29.0 0.0 0.0 0.0 0.0 20.0 0.0 0.0
57.0 0.0 25.0 0.0 0.0 0.0 0.0 18.0 0.0 0.0
58.0 0.0 25.0 0.0 0.0 0.0 0.0 17.0 0.0 0.0
62.0 0.0 22.0 0.0 0.0 0.0 0.0 16.0 0.0 0.0
64.0 0.0 21.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0
66.0 0.0 19.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0
66.0 0.0 18.0 0.0 0.0 0.0 0.0 16.0 0.0 0.0
66.0 0.0 20.0 0.0 0.0 0.0 0.0 14.0 0.0 0.0
69.0 0.0 19.0 0.0 0.0 0.0 0.0 12.0 0.0 0.0
70.0 0.0 20.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0
70.0 0.0 18.0 0.0 0.0 0.0 0.0 12.0 0.0 0.0
71.0 0.0 17.0 0.0 0.0 0.0 0.0 12.0 0.0 0.0
71.0 0.0 15.0 0.0 0.0 0.0 0.0 14.0 0.0 0.0
72.0 0.0 16.0 0.0 0.0 0.0 0.0 12.0 0.0 0.0
72.0 0.0 14.0 0.0 0.0 0.0 0.0 14.0 0.0 0.0
73.0 0.0 16.0 0.0 0.0 0.0 0.0 11.0 0.0 0.0
79.8 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.03 13.21 0.0 13.75 0.0 0.0 0.0 0.0 0.0 0.0
79.38 5.2 2.08 3.25 4.54 0.0 3.17 0.0 0.0 0.0
80.48 5.26 2.11 2.63 5.75 0.0 2.45 0.0 0.8 0.0
83.1 6.06 2.22 0.0 3.82 0.0 0.0 0.0 4.05 0.0
68.06 0.38 0.0 0.0 15.84 15.16 0.0 0.0 0.0 0.0
68.66 0.004 0.0 0.0 15.99 15.29 0.0 0.0 0.0 0.0
68.65 0.0 0.0 0.0 15.98 15.29 0.0 0.0 0.0 0.0
68.65 0.0 0.0 0.0 15.98 15.29 0.0 0.0 0.0 0.0
59.61 0.0 2.48 9.93 0.0 0.0 0.0 27.32 0.0 0.0
64.66 16.22 5.03 3.15 3.14 1.06 6.27 0.0 0.0 0.0
65.09 16.2 5.02 3.14 3.14 1.06 6.27 0.0 0.0 0.0
69.62 7.43 5.21 5.29 8.21 3.75 0.0 0.0 0.0 0.0
70.04 7.42 5.21 5.29 8.2 3.75 0.0 0.0 0.0 0.0
68.94 8.94 5.75 5.17 7.58 3.14 0.0 0.0 0.0 0.0
69.44 6.91 5.79 5.2 7.64 4.54 0.0 0.0 0.0 0.0
61.28 11.2 7.13 7.59 7.72 4.59 0.0 0.0 0.0 0.0
65.17 11.12 5.8 5.21 7.66 4.56 0.0 0.0 0.0 0.0
67.76 10.83 4.41 7.34 7.45 1.75 0.0 0.0 0.0 0.0
68.45 10.94 5.71 5.13 7.53 1.77 0.0 0.0 0.0 0.0
69.77 7.45 4.9 5.08 8.09 3.36 0.0 0.0 0.0 0.0
67.36 9.03 7.08 5.21 7.67 3.17 0.0 0.0 0.0 0.0
71.16 8.96 5.76 2.87 7.61 3.15 0.0 0.0 0.0 0.0
70.46 7.55 4.96 5.14 8.2 3.4 0.0 0.0 0.0 0.0
72.63 8.88 4.52 2.85 7.53 3.12 0.0 0.0 0.0 0.0
70.46 9.68 5.76 2.87 7.6 3.15 0.0 0.0 0.0 0.0
68.23 8.85 4.44 7.39 7.51 3.11 0.0 0.0 0.0 0.0
72.86 15.1 1.19 10.77 0.0 0.0 0.0 0.0 0.0 0.0
72.52 17.57 1.19 8.63 0.0 0.0 0.0 0.0 0.0 0.0
63.84 1.79 6.09 0.0 17.21 6.81 0.0 4.16 0.0 0.0
69.44 10.83 0.29 18.54 0.0 0.0 0.81 0.0 0.0 0.0
66.23 12.24 0.82 19.33 0.0 0.0 1.25 0.0 0.0 0.0
74.33 12.52 0.22 12.41 0.0 0.0 0.45 0.0 0.0 0.0
74.38 13.75 0.26 11.08 0.0 0.0 0.44 0.0 0.0 0.0
74.85 14.4 0.25 10.02 0.0 0.0 0.41 0.0 0.0 0.0
75.11 15.54 0.18 8.76 0.0 0.0 0.38 0.0 0.0 0.0
74.6 16.72 0.17 8.0 0.0 0.0 0.35 0.0 0.0 0.0
73.5 18.87 0.34 6.74 0.0 0.0 0.31 0.0 0.0 0.0
74.26 20.37 0.22 4.86 0.0 0.0 0.22 0.0 0.0 0.0
74.66 21.01 0.16 4.12 0.0 0.0 0.0 0.0 0.0 0.0
74.56 22.45 0.12 2.81 0.0 0.0 0.0 0.0 0.0 0.0
74.84 23.36 0.11 1.63 0.0 0.0 0.0 0.0 0.0 0.0
80.42 19.01 0.41 0.13 0.0 0.0 0.0 0.0 0.0 0.0
74.77 24.81 0.14 0.22 0.0 0.0 0.0 0.0 0.0 0.0
75.21 10.95 0.51 0.0 0.0 0.0 13.32 0.0 0.0 0.0
75.01 12.53 0.31 0.0 0.0 0.0 12.14 0.0 0.0 0.0
74.89 13.74 0.53 0.0 0.0 0.0 10.83 0.0 0.0 0.0
74.63 14.87 0.53 0.0 0.0 0.0 9.96 0.0 0.0 0.0
75.48 15.23 0.39 0.0 0.0 0.0 8.89 0.0 0.0 0.0
74.79 17.35 0.42 0.0 0.0 0.0 7.43 0.0 0.0 0.0
74.46 19.03 0.3 0.0 0.0 0.0 6.2 0.0 0.0 0.0
74.66 19.93 0.27 0.0 0.0 0.0 5.14 0.0 0.0 0.0
74.78 21.38 0.15 0.0 0.0 0.0 3.69 0.0 0.0 0.0
74.14 22.67 0.44 0.0 0.0 0.0 2.74 0.0 0.0 0.0
74.62 23.66 0.22 0.0 0.0 0.0 1.5 0.0 0.0 0.0
74.76 14.28 0.52 3.3 0.0 0.0 7.11 0.0 0.0 0.0
75.42 13.97 0.5 4.04 0.0 0.0 6.04 0.0 0.0 0.0
74.48 13.84 0.5 5.78 0.0 0.0 5.37 0.0 0.0 0.0
74.29 14.43 0.6 6.84 0.0 0.0 3.81 0.0 0.0 0.0
74.6 14.35 0.54 8.04 0.0 0.0 2.43 0.0 0.0 0.0
76.04 15.73 7.94 0.23 0.0 0.0 0.0 0.0 0.0 0.0
75.36 19.01 5.51 0.09 0.0 0.0 0.0 0.0 0.0 0.0
74.86 20.77 4.19 0.13 0.0 0.0 0.0 0.0 0.0 0.0
75.3 22.11 2.57 0.02 0.0 0.0 0.0 0.0 0.0 0.0
75.82 22.43 1.63 0.08 0.0 0.0 0.0 0.0 0.0 0.0
72.68 13.15 1.71 0.0 0.0 0.0 0.0 0.0 12.42 0.0
74.16 14.25 1.27 0.0 0.0 0.0 0.0 0.0 10.28 0.0
74.37 13.48 0.85 0.0 0.0 0.0 0.0 0.0 11.27 0.0
74.14 16.58 0.58 0.0 0.0 0.0 0.0 0.0 8.67 0.0
74.67 17.34 0.34 0.0 0.0 0.0 0.0 0.0 7.62 0.0
75.11 18.53 0.24 0.0 0.0 0.0 0.0 0.0 6.09 0.0
74.47 20.48 0.32 0.0 0.0 0.0 0.0 0.0 4.7 0.0
75.33 20.73 0.34 0.0 0.0 0.0 0.0 0.0 3.58 0.0
73.85 23.34 0.37 0.0 0.0 0.0 0.0 0.0 2.42 0.0
75.09 23.28 0.39 0.0 0.0 0.0 0.0 0.0 1.22 0.0
51.92 48.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70.91 29.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
85.52 14.48 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
50.32 5.6 1.0 9.96 27.52 5.54 0.0 0.0 0.0 0.0
52.96 7.25 0.5 10.4 23.73 5.12 0.0 0.0 0.0 0.0
56.55 6.94 0.73 10.35 20.65 4.73 0.0 0.0 0.0 0.0
59.78 7.53 0.56 9.64 17.66 4.79 0.0 0.0 0.0 0.0
65.48 6.36 0.38 10.0 12.35 5.39 0.0 0.0 0.0 0.0
67.51 7.6 0.56 9.63 9.72 4.94 0.0 0.0 0.0 0.0
69.23 7.1 0.39 9.72 8.61 4.91 0.0 0.0 0.0 0.0
71.6 7.66 0.56 9.71 4.92 5.5 0.0 0.0 0.0 0.0
71.84 7.6 0.55 9.63 4.88 5.45 0.0 0.0 0.0 0.0
75.12 21.8 0.36 0.06 0.0 0.0 0.0 0.0 0.0 0.0
74.37 23.78 0.25 0.21 0.0 0.0 0.0 0.0 0.0 0.0
75.07 15.0 9.8 0.1 0.0 0.0 0.0 0.0 0.0 0.0
78.35 14.95 6.57 0.11 0.0 0.0 0.0 0.0 0.0 0.0
81.65 14.24 3.96 0.1 0.0 0.0 0.0 0.0 0.0 0.0
68.14 19.05 12.7 0.06 0.0 0.0 0.0 0.0 0.0 0.0
74.44 18.92 6.5 0.1 0.0 0.0 0.0 0.0 0.0 0.0
77.61 18.25 3.93 0.17 0.0 0.0 0.0 0.0 0.0 0.0
75.77 22.02 0.57 0.04 0.0 0.0 0.0 0.0 0.0 0.0
74.43 20.8 0.42 0.0 0.0 0.0 2.67 0.0 0.0 0.0
75.14 19.53 0.36 0.0 0.0 0.0 3.85 0.0 0.0 0.0
75.77 18.97 0.44 0.0 0.0 0.0 4.79 0.0 0.0 0.0
74.05 18.06 0.72 0.0 0.0 0.0 5.22 0.0 0.0 0.0
72.39 17.92 1.33 0.0 0.0 0.0 7.38 0.0 0.0 0.0
74.28 20.2 0.55 0.0 0.0 0.0 4.94 0.0 0.0 0.0
75.86 20.37 0.83 0.05 0.0 0.0 0.0 0.0 0.0 0.0
76.97 22.66 0.28 0.05 0.0 0.0 0.0 0.0 0.0 0.0
75.11 15.1 0.31 0.0 0.0 0.0 0.0 0.0 0.0 9.46
74.88 16.7 0.3 0.0 0.0 0.0 0.0 0.0 0.0 8.09
74.75 17.81 0.24 0.0 0.0 0.0 0.0 0.0 0.0 7.19
75.9 17.72 0.29 0.0 0.0 0.0 0.0 0.0 0.0 6.05
75.22 19.64 0.29 0.0 0.0 0.0 0.0 0.0 0.0 4.83
75.7 20.19 0.3 0.0 0.0 0.0 0.0 0.0 0.0 3.77
76.11 21.3 0.28 0.0 0.0 0.0 0.0 0.0 0.0 2.27
75.81 22.82 0.29 0.0 0.0 0.0 0.0 0.0 0.0 1.05
60.24 0.0 0.0 0.0 39.75 0.0 0.0 0.0 0.0 0.0
55.82 0.0 0.0 0.0 44.18 0.0 0.0 0.0 0.0 0.0
55.43 10.66 0.55 0.11 33.2 0.0 0.0 0.0 0.0 0.0
61.04 9.77 0.61 0.1 28.45 0.0 0.0 0.0 0.0 0.0
64.69 11.33 0.51 0.15 23.27 0.0 0.0 0.0 0.0 0.0
69.61 10.17 0.54 0.14 19.5 0.0 0.0 0.0 0.0 0.0
77.06 11.23 0.53 0.1 11.05 0.0 0.0 0.0 0.0 0.0
72.94 9.79 0.5 0.1 16.65 0.0 0.0 0.0 0.0 0.0
52.74 20.81 0.04 0.15 26.23 0.0 0.0 0.0 0.0 0.0
63.52 19.02 0.45 0.12 16.85 0.0 0.0 0.0 0.0 0.0
66.64 19.91 0.43 0.15 12.84 0.0 0.0 0.0 0.0 0.0
70.91 18.21 0.62 0.13 10.1 0.0 0.0 0.0 0.0 0.0
75.06 20.11 0.62 0.15 4.03 0.0 0.0 0.0 0.0 0.0
75.75 19.57 0.56 0.15 3.92 0.0 0.0 0.0 0.0 0.0
76.54 6.05 0.39 9.14 1.79 6.07 0.0 0.0 0.0 0.0
77.6 6.82 0.26 9.44 0.58 5.26 0.0 0.0 0.0 0.0
78.13 6.85 0.35 9.45 0.0 5.19 0.0 0.0 0.0 0.0
74.96 23.61 0.4 0.05 0.0 0.0 0.0 0.0 0.0 0.0
75.11 21.69 0.46 0.06 0.0 0.0 0.0 0.0 0.0 0.0
51.56 23.36 0.0 0.0 25.08 0.0 0.0 0.0 0.0 0.0
53.2 25.46 0.0 0.0 21.34 0.0 0.0 0.0 0.0 0.0
80.94 9.21 0.0 0.0 9.85 0.0 0.0 0.0 0.0 0.0
74.26 11.29 0.0 0.0 14.44 0.0 0.0 0.0 0.0 0.0
66.16 17.01 0.0 0.0 16.83 0.0 0.0 0.0 0.0 0.0
52.82 20.58 0.0 0.0 26.59 0.0 0.0 0.0 0.0 0.0
74.84 14.25 0.0 10.91 0.0 0.0 0.0 0.0 0.0 0.0
73.85 13.36 0.0 10.81 0.0 0.0 0.0 1.98 0.0 0.0
73.38 12.31 0.0 10.38 0.0 0.0 0.0 3.93 0.0 0.0
70.51 8.18 0.0 9.98 0.0 0.0 0.0 11.33 0.0 0.0
68.41 5.3 0.0 9.77 0.0 0.0 0.0 16.51 0.0 0.0
67.07 3.47 0.0 9.66 0.0 0.0 0.0 19.8 0.0 0.0
64.61 0.0 0.0 9.34 0.0 0.0 0.0 26.04 0.0 0.0
78.69 0.0 0.0 11.3 0.0 10.01 0.0 0.0 0.0 0.0
78.1 0.0 0.0 11.23 0.0 9.62 0.0 1.04 0.0 0.0
77.67 0.0 0.0 11.01 0.0 9.24 0.0 2.08 0.0 0.0
77.06 0.0 0.0 10.99 0.0 8.85 0.0 3.1 0.0 0.0
74.52 0.0 0.0 10.54 0.0 6.96 0.0 7.98 0.0 0.0
72.57 0.0 0.0 10.23 0.0 5.54 0.0 11.66 0.0 0.0
69.73 0.0 0.0 9.9 0.0 3.55 0.0 16.81 0.0 0.0
67.12 0.0 0.0 9.59 0.0 1.71 0.0 21.57 0.0 0.0
76.41 9.89 0.0 9.82 0.0 3.88 0.0 0.0 0.0 0.0
77.34 10.02 0.0 6.74 0.0 5.9 0.0 0.0 0.0 0.0
78.11 9.95 0.0 4.59 0.0 7.34 0.0 0.0 0.0 0.0
78.96 10.18 0.0 2.18 0.0 8.68 0.0 0.0 0.0 0.0
80.89 0.0 0.0 11.54 0.0 4.81 0.0 0.0 0.0 0.0
79.89 0.0 0.0 11.59 0.0 6.8 0.0 0.0 0.0 0.0
79.12 0.0 0.0 11.43 0.0 8.77 0.0 0.0 0.0 0.0
58.9 34.69 0.0 6.4 0.0 0.0 0.0 0.0 0.0 0.0
86.77 13.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83.2 16.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.23 19.77 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
75.86 24.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.94 27.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70.85 29.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.82 32.18 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.35 34.64 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60.43 39.56 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59.73 40.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
57.32 42.68 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
54.91 45.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
52.38 47.62 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
