SiO2 Al2O3 Na2O CaO MgO B2O3 Li2O GeO2 P2O5 K2O "Young's Modulus at RT ( GPa )" "Density at RT ( g/cm3 )"
79.12 3.03 5.27 3.31 3.21 4.52 0.0 0.0 0.0 0.0 72.13 2.39
73.64 6.22 5.63 4.18 4.41 4.38 0.0 0.0 0.0 0.0 73.7 2.45
12.01 11.84 0.0 0.0 0.0 0.0 24.61 0.0 49.31 0.0 69.0 2.59
3.09 12.2 0.0 0.0 0.0 0.0 22.26 0.0 60.16 0.0 70.0 2.62
3.0 11.84 0.0 0.0 0.0 0.0 21.61 0.0 61.33 0.0 70.0 2.62
6.0 6.0 0.0 0.0 0.0 0.0 24.58 0.0 61.25 0.0 65.0 2.61
2.97 8.75 0.0 0.0 0.0 0.0 24.37 0.0 61.71 0.0 67.0 2.6
3.0 11.84 0.0 0.0 0.0 9.01 24.61 0.0 49.31 0.0 71.0 2.6
6.01 11.84 0.0 0.0 0.0 8.01 24.61 0.0 47.31 0.0 71.0 2.6
3.0 11.83 0.0 0.0 0.0 4.0 24.59 0.0 54.36 0.0 71.0 2.62
9.01 11.84 0.0 0.0 0.0 3.0 24.61 0.0 49.31 0.0 69.0 2.6
99.57 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52.0 2.22
81.8 1.8 5.0 1.1 1.5 8.8 0.0 0.0 0.0 0.0 59.0 2.226
70.11 0.35 13.3 10.1 5.9 0.0 0.0 0.0 0.0 0.02 73.0 2.495
74.0 1.5 12.0 12.0 0.0 0.0 0.0 0.0 0.0 0.5 75.0 2.52
74.0 1.5 12.0 8.0 4.0 0.0 0.0 0.0 0.0 0.5 72.0 2.479
74.0 1.5 12.0 4.0 8.0 0.0 0.0 0.0 0.0 0.5 71.0 2.45
55.56 22.22 0.0 0.0 22.22 0.0 0.0 0.0 0.0 0.0 101.5 2.628
82.91 1.21 3.99 0.0 0.0 11.55 0.0 0.0 0.0 0.33 63.0 2.23
63.16 5.26 0.0 0.0 0.0 0.0 31.58 0.0 0.0 0.0 85.1 2.4
13.38 7.77 0.0 0.0 0.0 0.0 55.14 0.0 23.26 0.0 69.0 2.59
3.55 8.25 0.0 0.0 0.0 0.0 58.5 0.0 29.22 0.0 70.0 2.62
3.76 8.74 0.0 0.0 0.0 0.0 54.46 0.0 32.53 0.0 70.0 2.62
7.03 4.14 0.0 0.0 0.0 0.0 57.96 0.0 30.4 0.0 65.0 2.61
3.57 6.2 0.0 0.0 0.0 0.0 58.87 0.0 30.88 0.0 67.0 2.6
3.39 7.88 0.0 0.0 0.0 8.78 55.9 0.0 23.58 0.0 71.0 2.6
6.69 7.77 0.0 0.0 0.0 7.69 55.1 0.0 22.3 0.0 71.0 2.6
3.47 8.08 0.0 0.0 0.0 4.0 57.31 0.0 26.67 0.0 71.0 2.62
10.08 7.81 0.0 0.0 0.0 2.89 55.39 0.0 23.36 0.0 69.0 2.6
76.05 4.35 6.14 1.13 0.0 10.94 0.0 0.0 0.0 1.35 72.0 2.3
74.35 0.0 15.33 0.0 0.0 0.0 0.0 0.0 0.0 10.32 51.74 2.44
78.69 0.0 12.66 0.0 0.0 0.0 0.0 0.0 0.0 8.65 57.27 2.41
69.0 0.0 16.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 75.2 2.43
59.61 14.64 0.0 2.12 19.3 4.32 0.0 0.0 0.0 0.0 110.0 2.49
45.0 15.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 99.0 2.765
74.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 16.0 62.4 2.463
71.72 1.23 14.95 6.73 4.18 0.0 0.0 0.0 0.0 0.38 71.9 2.487
4.5 27.5 0.0 0.0 0.0 0.0 0.0 0.0 67.2 0.0 89.0 2.635
1.7 28.9 0.0 0.0 0.0 0.0 0.0 0.0 65.3 2.9 82.6 2.6
1.6 25.5 0.0 0.0 0.0 0.0 0.0 0.0 65.5 6.4 79.3 2.62
0.9 19.8 0.0 0.0 0.0 0.0 0.0 0.0 65.8 12.6 68.2 2.59
1.0 16.2 0.0 0.0 0.0 0.0 0.0 0.0 65.1 16.8 58.8 2.59
0.6 14.3 0.0 0.0 0.0 0.0 0.0 0.0 63.5 20.8 50.1 2.56
100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 70.0 2.202
99.83 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0 2.202
99.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 63.0 2.202
99.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 71.4 2.203
82.63 2.85 6.87 0.33 0.0 6.21 1.03 0.0 0.0 0.0 67.0 2.31
80.76 2.69 6.44 0.33 0.0 7.88 1.04 0.0 0.0 0.0 67.0 2.31
81.4 2.79 6.69 0.33 0.0 6.85 1.45 0.0 0.0 0.0 67.0 2.31
80.98 2.69 6.63 0.33 0.0 7.43 1.04 0.0 0.0 0.0 67.0 2.31
83.15 2.88 2.62 0.33 0.0 4.75 2.72 0.0 0.0 2.65 67.0 2.33
83.26 2.93 6.82 0.33 0.0 4.73 1.04 0.0 0.0 0.0 67.0 2.32
81.02 2.79 6.74 0.32 0.0 2.78 5.47 0.0 0.0 0.0 70.0 2.35
59.77 9.11 0.0 16.56 9.22 5.34 0.0 0.0 0.0 0.0 85.44 2.57
58.62 14.4 0.32 8.65 12.03 1.74 0.0 0.0 3.32 0.07 90.0 2.56
64.37 10.4 1.01 8.9 10.83 4.48 0.0 0.0 0.0 0.0 87.0 2.52
75.02 3.07 11.11 0.0 0.0 10.79 0.0 0.0 0.0 0.0 71.15 2.37
56.22 13.13 0.0 5.68 15.81 9.15 0.0 0.0 0.0 0.0 88.69 2.52
55.47 8.47 0.2 22.02 4.6 8.86 0.0 0.0 0.0 0.13 72.52 2.54
68.68 15.57 0.0 0.0 15.75 0.0 0.0 0.0 0.0 0.0 86.24 2.49
75.0 0.0 20.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 2.46
70.0 0.0 20.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 69.0 2.524
80.69 2.69 6.44 0.33 0.0 7.97 1.04 0.0 0.0 0.0 67.0 2.31
49.0 21.0 0.0 5.0 25.0 0.0 0.0 0.0 0.0 0.0 108.8 2.72
50.0 15.0 0.0 20.0 15.0 0.0 0.0 0.0 0.0 0.0 101.9 2.75
66.71 8.49 9.99 1.0 0.0 0.0 12.08 0.0 0.0 0.0 82.0 2.47
66.91 8.99 9.99 0.0 0.0 0.0 11.98 0.0 0.0 0.0 84.0 2.47
67.31 9.49 8.99 0.0 0.0 0.0 12.08 0.0 0.0 0.0 82.0 2.47
67.9 9.99 9.49 0.5 0.0 0.0 9.99 0.0 0.0 0.0 81.0 2.46
67.27 9.5 10.5 0.0 0.0 0.0 10.2 0.0 0.0 0.0 83.0 2.49
64.91 8.99 10.49 1.5 1.3 0.0 12.08 0.0 0.0 0.0 80.0 2.44
66.04 8.71 10.21 0.0 0.0 0.0 12.11 0.0 0.0 0.0 83.0 2.51
64.91 8.99 10.49 1.5 1.5 0.0 12.48 0.0 0.0 0.0 80.0 2.44
58.33 25.0 0.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 105.0 2.61
50.0 0.0 10.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 53.02 2.211
60.0 0.0 10.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 61.84 2.264
70.0 0.0 10.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0 74.87 2.326
80.0 0.0 10.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0 79.87 2.37
20.0 0.0 20.0 0.0 0.0 60.0 0.0 0.0 0.0 0.0 59.88 2.282
30.0 0.0 20.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 68.6 2.331
50.0 0.0 20.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 81.83 2.478
70.0 0.0 20.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0 65.56 2.502
10.0 0.0 30.0 0.0 0.0 60.0 0.0 0.0 0.0 0.0 69.48 2.393
20.0 0.0 30.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 73.6 2.448
30.0 0.0 30.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 72.03 2.492
40.0 0.0 30.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 80.75 2.529
50.0 0.0 30.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0 74.28 2.539
60.0 0.0 30.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0 67.23 2.52
74.0 0.0 22.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 64.5 2.466
74.0 0.0 19.0 7.0 0.0 0.0 0.0 0.0 0.0 0.0 67.5 2.482
74.0 0.0 13.0 13.0 0.0 0.0 0.0 0.0 0.0 0.0 73.4 2.505
97.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0 2.24
92.0 8.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 78.0 2.3
30.0 30.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 103.6 2.84
78.22 0.0 12.87 0.0 0.0 0.0 0.0 0.0 0.0 8.91 57.3 2.41
41.8 9.5 0.0 18.4 12.5 0.0 16.8 0.0 0.0 0.0 108.0 2.77
41.91 9.5 0.0 18.31 12.51 0.0 16.71 0.0 0.0 0.0 108.0 2.77
62.62 10.3 0.0 4.5 2.5 0.0 19.0 0.0 0.0 0.0 90.0 2.45
63.0 10.0 0.0 4.5 2.5 0.0 19.0 0.0 0.0 0.0 90.0 2.45
45.01 20.01 8.0 4.0 19.81 0.0 2.0 0.0 0.0 0.0 91.0 2.73
42.14 15.41 10.34 0.0 23.03 0.0 0.0 0.0 0.0 9.08 82.32 2.58
39.85 15.11 10.26 25.16 0.0 0.0 0.0 0.0 0.0 9.62 82.96 2.69
40.07 14.93 15.07 14.86 0.0 0.0 0.0 0.0 0.0 14.83 77.66 2.64
51.53 10.25 10.0 0.0 18.39 0.0 0.0 0.0 0.0 9.83 75.35 2.53
51.35 15.02 10.08 0.0 13.5 0.0 0.0 0.0 0.0 10.05 76.02 2.53
50.12 14.74 10.05 14.94 0.0 0.0 0.0 0.0 0.0 9.95 77.98 2.6
60.44 9.9 10.24 0.0 9.14 0.0 0.0 0.0 0.0 10.28 69.6 2.48
60.07 9.89 9.83 10.03 0.0 0.0 0.0 0.0 0.0 10.0 73.02 2.54
61.69 11.28 10.45 0.0 5.17 0.0 11.41 0.0 0.0 0.0 79.98 2.45
75.02 3.01 0.0 0.0 0.0 0.0 19.98 0.0 0.0 1.99 74.88 2.34
59.68 4.37 13.98 0.0 14.58 0.0 0.0 0.0 0.0 5.23 71.49 2.54
60.68 4.23 22.39 11.25 0.0 0.0 0.0 0.0 0.0 0.0 74.05 2.61
62.54 4.36 14.98 11.64 0.0 0.0 0.0 0.0 0.0 4.96 71.49 2.6
57.38 11.01 0.0 19.16 5.59 6.86 0.0 0.0 0.0 0.0 85.04 2.57
78.73 0.0 3.87 0.0 0.0 14.46 0.0 0.0 0.0 0.87 62.12 2.25
75.72 5.12 6.62 1.02 0.0 10.52 0.0 0.0 0.0 0.0 66.63 2.35
50.5 0.0 10.34 9.83 0.0 19.15 0.0 0.0 0.0 10.18 77.33 2.56
45.92 0.27 4.62 43.89 0.0 0.0 0.0 0.0 5.04 0.0 83.07 2.82
46.13 0.0 23.74 27.06 0.0 0.0 0.0 0.0 3.07 0.0 77.07 2.72
31.19 0.0 24.03 27.91 0.0 13.82 0.0 0.0 3.05 0.0 75.53 2.69
53.37 0.0 20.41 23.15 0.0 0.0 0.0 0.0 3.07 0.0 74.46 2.67
63.2 9.86 10.72 0.0 5.17 0.0 9.91 0.0 0.0 0.0 82.0 2.56
72.6 11.64 0.04 0.0 0.0 0.0 15.66 0.0 0.0 0.006367 79.4 2.37
66.02 9.87 0.0 0.0 0.0 0.0 24.11 0.0 0.0 0.0 82.4 2.39
63.94 7.46 0.0 0.0 0.0 0.0 28.6 0.0 0.0 0.0 82.7 2.39
60.61 25.01 0.1 0.0 0.0 0.0 14.18 0.0 0.0 0.0 88.6 2.46
59.97 19.98 19.9 0.01 0.0 0.0 0.0 0.0 0.0 0.0 68.3 2.46
65.94 15.68 0.0 0.01 0.0 0.0 0.0 0.0 0.0 18.3 69.1 2.49
59.29 24.64 15.95 0.01 0.0 0.0 0.0 0.0 0.0 0.0 77.4 2.48
60.05 14.68 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.27 59.9 2.47
60.0 15.0 10.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 82.7 2.51
59.7 15.34 9.99 14.97 0.0 0.0 0.0 0.0 0.0 0.0 80.6 2.57
55.71 14.5 9.88 0.0 19.82 0.0 0.0 0.0 0.0 0.0 86.3 2.55
55.06 14.15 9.92 20.58 0.16 0.0 0.0 0.0 0.0 0.0 83.9 2.63
60.59 14.8 4.95 0.0 14.63 0.0 0.0 0.0 0.0 4.93 80.6 2.5
59.68 14.72 5.09 15.3 0.12 0.0 0.0 0.0 0.0 4.99 79.4 2.55
55.51 14.73 5.18 0.0 19.56 0.0 0.0 0.0 0.0 5.02 84.3 2.54
55.15 14.38 5.1 20.36 0.0 0.0 0.0 0.0 0.0 5.01 81.9 2.61
65.51 15.29 0.07 0.0 0.0 0.0 16.3 0.0 0.0 0.0 82.8 2.46
65.74 15.28 0.06 0.0 4.19 0.0 14.73 0.0 0.0 0.0 83.1 2.41
65.18 15.98 0.1 0.0 0.0 0.0 14.02 0.0 4.72 0.0 73.3 2.35
65.03 15.08 0.08 5.0 0.0 0.0 14.81 0.0 0.0 0.0 85.0 2.45
65.99 15.18 7.77 0.0 3.84 0.0 7.22 0.0 0.0 0.0 81.9 2.43
64.1 15.45 7.66 0.0 0.0 0.0 0.0 0.0 5.29 7.5 63.7 2.38
65.28 14.96 7.61 4.96 0.0 0.0 7.19 0.0 0.0 0.0 81.9 2.47
64.22 4.96 5.62 20.1 0.22 0.0 0.0 0.0 0.0 4.88 77.7 2.93
64.86 4.88 5.79 10.08 9.38 0.0 0.0 0.0 0.0 5.01 76.7 2.55
63.44 5.02 6.17 5.38 15.05 0.0 0.0 0.0 0.0 4.94 76.6 2.51
67.14 4.9 5.62 0.0 17.65 0.0 0.0 0.0 0.0 4.69 75.4 2.48
53.8 10.11 5.0 0.0 15.5 10.45 0.0 0.0 0.0 5.04 70.1 2.44
51.98 10.8 5.08 15.88 0.12 10.96 0.0 0.0 0.0 5.08 74.3 2.52
54.25 7.74 5.11 0.0 15.49 9.54 0.0 0.0 0.0 5.1 72.2 2.46
54.62 7.79 5.04 0.0 15.44 9.65 0.0 0.0 0.0 5.06 73.4 2.5
55.22 8.22 4.94 15.37 0.0 8.93 0.0 0.0 0.0 4.83 77.3 2.58
58.71 6.98 4.93 24.6 2.5 0.0 0.0 0.0 0.0 0.0 84.9 2.71
58.57 7.02 2.62 24.07 2.72 0.0 0.0 0.0 0.0 2.54 81.4 2.67
62.25 7.93 0.05 25.41 4.17 0.0 0.0 0.0 0.0 0.0 84.4 2.66
65.15 6.57 0.0 20.1 8.18 0.0 0.0 0.0 0.0 0.0 86.6 2.64
65.3 7.39 0.0 14.47 12.84 0.0 0.0 0.0 0.0 0.0 91.9 2.61
64.53 7.65 0.0 10.14 17.68 0.0 0.0 0.0 0.0 0.0 89.7 2.59
63.56 8.39 0.09 5.11 22.73 0.0 0.0 0.0 0.0 0.0 91.7 2.54
63.12 7.59 10.09 14.78 4.23 0.0 0.0 0.0 0.0 0.0 78.2 2.58
62.54 7.04 0.11 15.2 4.4 0.0 0.0 0.0 0.0 10.54 71.3 2.54
63.86 7.17 5.19 14.26 4.5 0.0 0.0 0.0 0.0 5.02 75.9 2.57
62.16 17.82 10.1 0.0 0.0 0.0 0.0 0.0 0.0 9.78 70.5 2.46
51.38 10.21 15.52 0.0 7.52 0.0 0.0 0.0 0.0 15.37 69.4 2.53
49.9 10.04 15.14 9.91 0.0 0.0 0.0 0.0 0.0 15.01 73.0 2.59
49.99 14.74 15.87 0.0 4.27 0.0 0.0 0.0 0.0 15.13 70.1 2.54
50.02 15.17 15.12 4.83 0.0 0.0 0.0 0.0 0.0 14.86 72.5 2.56
59.85 10.26 14.97 0.0 0.0 0.0 0.0 0.0 0.0 14.92 64.9 2.51
69.99 9.98 10.23 0.0 0.0 0.0 0.0 0.0 0.0 9.8 66.3 2.44
78.92 0.0 3.83 0.0 0.0 14.38 0.0 0.0 0.0 0.0 59.6 2.26
74.27 3.18 7.15 1.16 0.0 13.77 0.0 0.0 0.0 0.03 66.1 2.33
78.49 1.86 6.67 2.24 0.0 9.2 0.0 0.0 0.0 0.0 72.1 2.36
79.19 3.1 5.14 1.14 0.0 9.78 0.0 0.0 0.0 1.27 69.2 2.34
60.15 0.0 9.64 5.83 4.97 14.29 0.0 0.0 0.0 5.12 79.1 2.53
68.53 6.69 0.0 6.58 6.63 5.17 0.0 0.0 0.0 3.46 72.7 2.48
70.82 3.06 9.83 15.06 0.0 0.0 0.0 0.0 0.0 0.0 77.8 2.56
73.0 0.0 8.62 15.45 0.0 1.31 0.0 0.0 0.0 0.0 79.8 2.56
70.25 3.04 0.03 15.21 0.0 0.0 0.0 0.0 0.0 9.94 71.0 2.55
73.21 3.08 10.06 0.0 11.45 0.0 0.0 0.0 0.0 0.0 73.8 2.466
72.1 0.0 15.05 12.44 0.0 0.0 0.0 0.0 0.0 0.0 72.7 2.52
73.16 0.0 0.0 11.77 0.0 0.0 14.91 0.0 0.0 0.0 82.6 2.44
59.89 0.0 18.56 21.43 0.12 0.0 0.0 0.0 0.0 0.0 80.4 2.666
50.13 0.0 20.23 24.2 0.14 0.0 0.0 0.0 2.59 0.0 78.7 2.74
99.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 73.8 2.217
98.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 74.8 2.229
97.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 75.8 2.237
32.0 33.0 0.0 0.0 24.0 3.0 8.0 0.0 0.0 0.0 113.0 2.68
47.0 35.0 0.0 1.0 11.0 4.0 0.0 0.0 0.0 0.0 108.0 2.68
32.0 39.0 0.0 1.0 17.0 7.0 3.0 0.0 0.0 0.0 112.0 2.7
48.0 5.0 0.0 0.0 35.0 4.0 8.0 0.0 0.0 0.0 101.0 2.69
40.0 32.0 0.0 19.0 5.0 4.0 0.0 0.0 0.0 0.0 102.0 2.68
60.97 3.4 1.5 7.41 4.3 0.0 20.52 0.0 0.0 0.0 92.9 2.56
60.97 3.4 1.5 9.41 2.3 0.0 20.52 0.0 0.0 0.0 93.1 2.57
62.0 4.7 2.0 7.5 4.4 0.0 19.2 0.0 0.0 0.0 90.0 2.49
60.2 4.6 1.9 7.3 4.3 0.0 18.8 0.0 0.0 0.0 93.4 2.54
60.73 4.6 0.0 11.69 0.0 0.0 20.98 0.0 0.0 0.0 90.0 2.54
60.2 4.6 2.9 4.9 6.7 0.0 17.8 0.0 0.0 0.0 91.7 2.57
42.1 9.59 0.0 0.0 22.82 13.22 11.55 0.0 0.0 0.0 95.0 2.52
32.04 9.17 7.1 0.0 35.48 6.32 9.2 0.0 0.0 0.0 103.0 2.66
35.37 6.95 4.76 0.0 23.43 13.57 11.85 0.0 3.33 0.0 92.0 2.54
30.1 9.42 0.0 0.0 28.04 8.93 18.91 0.0 3.19 0.0 101.0 2.6
31.57 7.11 0.9 0.0 34.6 12.82 9.34 0.0 0.0 2.96 110.0 2.69
64.16 11.16 0.0 9.13 9.1 6.45 0.0 0.0 0.0 0.0 82.8 2.466
70.3 0.35 13.0 10.14 6.02 0.0 0.0 0.0 0.0 0.19 70.0 2.58
69.62 1.28 16.09 9.45 0.15 0.0 0.0 0.0 0.0 3.37 68.0 2.56
66.22 1.2 17.24 11.39 0.76 0.0 0.0 0.0 0.0 3.19 68.0 2.626
66.17 1.22 16.34 11.52 0.77 0.0 0.0 0.0 0.0 3.17 68.0 2.731
65.22 0.59 18.39 15.16 0.0 0.0 0.0 0.0 0.0 0.64 69.0 2.67
72.71 0.43 11.34 10.03 1.55 0.49 0.0 0.0 0.0 3.32 73.6 2.54
68.71 5.9 15.84 0.0 0.0 6.16 0.0 0.0 0.0 2.61 75.9 2.48
68.06 5.89 15.84 0.0 0.0 6.16 0.0 0.0 0.0 2.61 76.4 2.5
73.0 0.0 14.0 13.0 0.0 0.0 0.0 0.0 0.0 0.0 70.0 2.5
57.16 9.63 0.0 19.8 12.17 0.88 0.0 0.0 0.0 0.0 90.0 2.699
55.59 15.07 0.0 21.56 3.32 1.92 0.0 0.0 0.0 0.0 90.0 2.741
67.37 8.07 0.0 20.26 3.43 0.18 0.0 0.0 0.0 0.0 88.0 2.591
58.64 10.05 0.0 28.22 0.48 0.09 0.0 0.0 0.0 0.0 87.0 2.753
69.0 12.5 0.0 0.0 11.5 7.0 0.0 0.0 0.0 0.0 73.0 2.37
69.0 12.5 0.0 5.75 5.75 7.0 0.0 0.0 0.0 0.0 73.0 2.4
66.0 11.0 0.0 6.0 12.0 5.0 0.0 0.0 0.0 0.0 79.0 2.47
7.0 28.3 0.0 57.6 7.1 0.0 0.0 0.0 0.0 0.0 109.0 2.93
7.0 28.0 0.0 58.0 0.0 0.0 7.0 0.0 0.0 0.0 110.0 2.89
7.0 28.0 3.5 58.0 0.0 0.0 3.5 0.0 0.0 0.0 108.0 2.91
71.58 7.24 0.0 3.67 5.1 10.15 0.0 0.0 0.0 0.0 74.7 2.455
73.67 7.86 0.0 4.0 5.57 6.45 0.0 0.0 0.0 0.0 77.6 2.499
75.64 7.22 0.0 3.09 4.29 7.81 0.0 0.0 0.0 0.0 72.2 2.442
71.39 8.61 0.0 2.9 4.03 11.21 0.0 0.0 0.0 0.0 75.1 2.442
75.33 7.29 0.0 2.88 4.01 8.36 0.0 0.0 0.0 0.0 72.3 2.492
71.56 8.62 0.0 2.9 4.04 11.23 0.0 0.0 0.0 0.0 72.1 2.468
74.77 7.55 0.0 6.87 1.59 7.84 0.0 0.0 0.0 0.0 73.4 2.426
72.99 6.76 0.0 2.23 9.33 7.2 0.0 0.0 0.0 0.0 77.5 2.446
72.88 6.75 0.0 6.69 6.21 7.19 0.0 0.0 0.0 0.0 76.2 2.422
74.69 5.81 0.0 10.0 3.09 6.27 0.0 0.0 0.0 0.0 74.4 2.396
54.85 15.62 7.21 6.31 4.2 0.0 11.81 0.0 0.0 0.0 90.0 2.53
52.25 15.62 9.31 6.31 4.2 0.0 10.81 0.0 0.0 0.0 90.0 2.56
62.0 4.7 2.0 7.5 4.4 0.0 19.4 0.0 0.0 0.0 90.0 2.49
60.2 4.6 1.9 7.3 4.3 0.0 18.8 0.0 0.0 0.0 91.0 2.58
56.0 24.0 0.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0 90.2 2.44
50.0 20.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 91.6 2.43
50.0 20.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.6 2.51
60.0 10.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 89.4 2.7
50.0 20.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 95.0 2.73
50.0 10.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 94.9 2.84
40.0 20.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 97.6 2.83
60.0 0.0 0.0 0.0 20.0 0.0 20.0 0.0 0.0 0.0 93.1 2.5
60.0 0.0 0.0 20.0 0.0 0.0 20.0 0.0 0.0 0.0 93.5 2.6
60.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 20.0 67.1 2.6
60.0 16.0 0.0 8.0 0.0 0.0 0.0 0.0 0.0 16.0 69.46 2.493
60.0 16.0 3.2 8.0 0.0 0.0 0.0 0.0 0.0 12.8 73.13 2.5
60.0 16.0 6.4 8.0 0.0 0.0 0.0 0.0 0.0 9.6 75.13 2.51
60.0 16.0 9.6 8.0 0.0 0.0 0.0 0.0 0.0 6.4 76.62 2.514
60.0 16.0 12.8 8.0 0.0 0.0 0.0 0.0 0.0 3.2 77.42 2.517
60.0 16.0 16.0 8.0 0.0 0.0 0.0 0.0 0.0 0.0 77.18 2.518
72.2 1.1 12.3 8.9 5.5 0.0 0.0 0.0 0.0 0.0 72.0 2.5
79.5 2.0 13.5 1.0 4.0 0.0 0.0 0.0 0.0 0.0 68.0 2.4
6.8 27.1 0.0 59.2 6.9 0.0 0.0 0.0 0.0 0.0 109.0 2.938
8.0 26.6 0.0 58.0 7.0 0.0 0.0 0.0 0.0 0.0 110.0 2.992
7.9 27.1 0.0 58.1 6.9 0.0 0.0 0.0 0.0 0.0 103.0 2.928
7.98 27.15 0.0 57.68 6.99 0.0 0.0 0.0 0.0 0.0 108.0 2.96
72.0 1.0 12.0 9.0 6.0 0.0 0.0 0.0 0.0 0.0 74.2 2.5
83.0 1.0 4.0 0.0 0.0 11.0 0.0 0.0 0.0 1.0 62.0 2.23
79.81 0.0 13.0 0.0 0.0 7.19 0.0 0.0 0.0 0.0 76.0 2.41
82.84 0.0 9.03 0.0 0.0 8.13 0.0 0.0 0.0 0.0 74.0 2.38
82.85 1.46 3.49 0.0 0.0 11.74 0.0 0.0 0.0 0.46 63.0 2.23
69.7 11.23 0.0 12.04 0.49 4.66 0.0 0.0 0.0 0.0 79.0 2.49
66.25 11.2 0.0 15.54 0.49 4.65 0.0 0.0 0.0 0.0 80.0 2.55
67.38 13.35 0.0 12.19 0.5 4.72 0.0 0.0 0.0 0.0 81.0 2.51
69.27 11.31 0.0 12.17 0.49 4.67 0.0 0.0 0.47 0.0 79.2 2.49
71.97 9.16 0.0 11.88 0.49 4.6 0.0 0.0 0.0 0.0 77.2 2.48
68.55 9.14 0.0 15.34 0.49 4.59 0.0 0.0 0.0 0.0 78.2 2.53
66.13 5.09 7.49 0.0 0.0 8.94 10.62 0.0 0.0 0.65 79.8 2.45
70.85 3.47 1.48 0.0 0.0 15.59 8.16 0.0 0.0 0.0 77.0 2.4
64.85 9.29 13.41 4.82 0.0 3.98 2.37 0.0 0.0 0.0 81.5 2.5
66.6 10.25 0.0 8.73 5.51 7.5 0.0 0.0 0.0 0.0 79.0 2.49
66.56 10.37 0.0 8.5 5.51 7.5 0.0 0.0 0.0 0.0 79.0 2.49
66.46 10.22 0.0 8.48 6.14 7.3 0.0 0.0 0.0 0.0 79.0 2.49
68.57 10.01 0.0 5.36 5.04 9.39 0.0 0.0 0.0 0.0 76.0 2.42
65.44 11.77 0.0 5.46 5.3 9.57 0.0 0.0 0.0 0.0 77.0 2.46
66.21 10.38 0.0 9.55 5.03 7.51 0.0 0.0 0.0 0.0 79.0 2.48
68.14 9.13 0.0 6.64 8.76 5.62 0.0 0.0 0.0 0.0 80.0 2.48
68.98 10.11 0.0 5.9 5.25 7.6 0.0 0.0 0.0 0.0 76.0 2.48
60.21 7.44 4.71 0.0 4.34 1.68 19.53 0.0 0.0 0.0 88.0 2.51
59.02 8.55 1.88 0.0 2.88 1.67 23.35 0.0 0.0 0.0 90.0 2.51
62.21 7.22 0.0 0.0 2.81 1.63 24.65 0.0 0.0 0.0 87.0 2.47
61.18 7.08 1.79 0.0 2.76 1.6 24.14 0.0 0.0 0.0 87.0 2.48
61.76 7.15 0.0 0.0 2.79 1.61 24.38 0.0 0.0 0.0 88.0 2.48
58.0 7.98 2.81 0.21 5.48 1.67 21.39 0.0 0.0 0.0 90.0 2.53
61.34 6.67 2.74 0.0 5.63 1.63 20.88 0.0 0.0 0.0 88.0 2.48
