SiO2 Al2O3 Na2O CaO MgO B2O3 Li2O GeO2 P2O5 K2O "Young's Modulus at RT ( GPa )" "Density at RT ( g/cm3 )"
58.0 8.41 1.84 0.0 5.67 1.64 22.95 0.0 0.0 0.0 89.0 2.5
53.35 11.43 0.0 1.87 0.0 0.0 29.26 0.0 0.0 1.24 91.0 2.52
67.56 10.93 0.0 9.34 0.0 11.24 0.0 0.0 0.0 0.0 69.0 2.384
68.35 10.57 0.0 9.32 0.0 10.83 0.0 0.0 0.0 0.0 69.0 2.383
67.95 10.58 0.0 9.32 0.0 11.22 0.0 0.0 0.0 0.0 69.0 2.382
67.4 10.9 0.0 8.73 0.82 11.22 0.0 0.0 0.0 0.0 70.0 2.382
67.24 10.88 0.0 8.12 1.64 11.19 0.0 0.0 0.0 0.0 70.0 2.379
68.19 11.07 0.0 9.47 0.0 10.02 0.0 0.0 0.0 0.0 71.0 2.4
69.31 10.61 0.0 9.35 0.0 9.89 0.0 0.0 0.0 0.0 69.0 2.375
68.32 11.08 0.0 9.48 0.0 10.02 0.0 0.0 0.0 0.0 70.0 2.395
69.22 10.72 0.0 9.45 0.0 9.51 0.0 0.0 0.0 0.0 70.0 2.393
68.83 11.16 0.0 8.35 0.0 10.09 0.0 0.0 0.47 0.0 69.0 2.374
60.94 6.99 11.99 0.0 0.0 6.99 11.99 0.0 0.0 0.0 85.0 2.54
65.23 6.99 4.3 0.0 0.0 5.0 11.29 0.0 0.0 6.09 81.0 2.53
67.63 3.9 4.4 0.0 0.0 6.39 11.39 0.0 0.0 6.09 79.0 2.42
71.0 6.7 3.4 0.0 0.0 2.2 10.4 0.0 0.0 6.1 79.0 2.42
60.8 15.6 4.4 0.0 0.0 1.5 11.4 0.0 0.0 6.1 79.0 2.42
58.0 15.9 4.4 0.0 0.0 3.5 11.4 0.0 0.0 6.6 79.0 2.43
65.79 7.06 4.34 0.0 0.0 5.05 11.4 0.0 0.0 6.16 80.0 2.47
64.93 5.0 12.98 0.0 0.0 9.49 5.0 0.0 0.0 2.0 81.0 2.48
65.74 7.09 4.4 0.0 0.0 5.09 11.39 0.0 0.0 6.09 78.0 2.42
64.43 5.0 10.98 0.0 0.0 9.49 5.0 0.0 0.0 4.0 82.0 2.54
10.0 12.0 0.0 20.0 8.0 50.0 0.0 0.0 0.0 0.0 80.0 2.49
20.0 12.0 0.0 20.0 8.0 40.0 0.0 0.0 0.0 0.0 81.4 2.522
30.0 12.0 0.0 15.0 8.0 30.0 0.0 0.0 0.0 5.0 75.52 2.472
40.0 12.0 5.0 10.0 8.0 20.0 0.0 0.0 0.0 5.0 72.71 2.478
45.0 15.0 5.0 10.0 10.0 10.0 5.0 0.0 0.0 0.0 87.97 2.547
45.0 10.0 5.0 5.0 10.0 20.0 0.0 0.0 0.0 5.0 68.82 2.424
50.0 10.0 5.0 10.0 10.0 10.0 0.0 0.0 0.0 5.0 76.62 2.518
50.0 10.0 5.0 10.0 10.0 10.0 5.0 0.0 0.0 0.0 88.53 2.54
50.0 12.0 0.0 20.0 8.0 10.0 0.0 0.0 0.0 0.0 86.1 2.598
41.97 9.54 0.0 18.07 12.55 0.0 16.87 0.0 0.0 0.0 108.0 2.77
34.85 7.47 1.76 0.0 29.01 11.33 14.56 0.0 0.0 0.0 102.0 2.6
47.81 15.8 4.21 0.0 21.06 0.0 10.53 0.0 0.0 0.0 107.0 2.95
45.94 20.42 6.12 4.08 20.21 0.0 2.04 0.0 0.0 0.0 91.0 2.73
72.99 0.04 11.39 10.07 1.56 0.49 0.0 0.0 0.0 3.33 73.6 2.54
71.84 0.3 12.63 9.12 6.11 0.0 0.0 0.0 0.0 0.0 73.0 2.5
69.0 13.0 0.0 4.0 5.0 8.0 0.0 0.0 0.0 0.0 79.0 2.41
72.0 11.0 0.0 4.0 5.0 7.0 0.0 0.0 0.0 0.0 77.0 2.38
68.0 11.0 0.0 4.0 7.0 9.0 0.0 0.0 0.0 0.0 78.5 2.41
69.0 9.0 0.0 0.0 13.5 8.0 0.0 0.0 0.0 0.0 80.5 2.39
70.0 11.0 0.0 2.0 9.0 7.0 0.0 0.0 0.0 0.0 80.0 2.4
55.0 10.0 5.0 0.0 10.0 15.0 0.0 0.0 0.0 5.0 65.21 2.365
55.0 10.0 5.0 0.0 5.0 20.0 0.0 0.0 0.0 5.0 58.72 2.307
60.0 2.5 12.5 0.0 10.0 10.0 0.0 0.0 0.0 5.0 73.94 2.47
65.0 5.0 10.0 3.0 5.0 5.0 2.0 0.0 0.0 5.0 76.71 2.473
65.0 5.0 12.0 3.0 5.0 5.0 0.0 0.0 0.0 5.0 74.0 2.477
65.0 5.0 11.0 5.0 5.0 5.0 2.0 0.0 0.0 2.0 78.97 2.485
65.0 5.0 9.0 5.0 5.0 5.0 2.0 0.0 0.0 4.0 78.28 2.482
65.0 5.0 7.0 5.0 5.0 5.0 2.0 0.0 0.0 6.0 77.13 2.477
75.58 0.0 13.65 10.77 0.0 0.0 0.0 0.0 0.0 0.0 71.5 2.55
60.0 12.0 3.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 81.4 2.69
71.57 0.98 14.36 12.74 0.1 0.0 0.0 0.0 0.0 0.006411 73.1 2.5
87.0 0.0 13.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 63.36 2.315
84.0 0.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 61.44 2.345
83.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 60.25 2.355
87.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 13.0 54.12 2.342
81.0 4.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.7 2.37
75.0 4.0 15.0 0.0 0.0 6.0 0.0 0.0 0.0 0.0 70.0 2.41
69.0 4.0 15.0 0.0 0.0 12.0 0.0 0.0 0.0 0.0 71.9 2.42
63.0 4.0 15.0 0.0 0.0 18.0 0.0 0.0 0.0 0.0 74.9 2.43
43.0 4.0 15.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 75.2 2.33
22.0 4.0 15.0 0.0 0.0 59.0 0.0 0.0 0.0 0.0 55.7 2.22
49.43 25.05 0.0 25.52 0.0 0.0 0.0 0.0 0.0 0.0 97.5 2.699
47.04 17.9 0.0 23.73 11.33 0.0 0.0 0.0 0.0 0.0 98.6 2.76
50.35 10.69 0.0 24.52 14.44 0.0 0.0 0.0 0.0 0.0 99.3 2.777
49.35 8.39 0.0 25.51 16.75 0.0 0.0 0.0 0.0 0.0 101.0 2.802
49.64 3.97 0.0 25.09 21.3 0.0 0.0 0.0 0.0 0.0 102.1 2.842
50.47 0.0 0.0 24.99 24.54 0.0 0.0 0.0 0.0 0.0 102.7 2.861
41.69 14.31 0.0 18.85 25.15 0.0 0.0 0.0 0.0 0.0 102.0 2.778
47.09 11.53 0.0 21.52 19.86 0.0 0.0 0.0 0.0 0.0 103.3 2.807
47.59 7.46 0.0 21.37 23.58 0.0 0.0 0.0 0.0 0.0 102.7 2.82
47.93 3.53 0.0 21.88 26.66 0.0 0.0 0.0 0.0 0.0 104.7 2.872
45.69 13.7 0.0 19.26 21.35 0.0 0.0 0.0 0.0 0.0 105.2 2.785
45.54 9.97 0.0 19.61 24.88 0.0 0.0 0.0 0.0 0.0 106.1 2.83
46.12 6.61 0.0 19.69 27.58 0.0 0.0 0.0 0.0 0.0 106.6 2.852
45.7 3.24 0.0 19.84 31.22 0.0 0.0 0.0 0.0 0.0 107.2 2.873
42.52 11.5 0.0 16.71 29.27 0.0 0.0 0.0 0.0 0.0 108.1 2.833
43.56 8.61 0.0 16.63 31.2 0.0 0.0 0.0 0.0 0.0 108.3 2.847
42.82 5.52 0.0 16.76 34.9 0.0 0.0 0.0 0.0 0.0 111.4 2.896
44.41 2.62 0.0 16.67 36.3 0.0 0.0 0.0 0.0 0.0 110.3 2.899
41.67 9.6 0.0 13.52 35.21 0.0 0.0 0.0 0.0 0.0 111.2 2.863
72.5 2.5 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.7 2.21
67.5 7.5 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 65.3 2.35
68.83 1.4 13.78 8.06 6.95 0.0 0.0 0.0 0.0 0.94 73.86 2.36
71.38 1.21 13.09 7.17 6.08 0.0 0.0 0.0 0.0 1.03 75.9 2.53
60.59 0.0 10.55 0.0 0.0 18.56 10.3 0.0 0.0 0.0 91.5 2.464
59.14 0.0 10.3 0.0 0.0 18.11 10.05 0.0 0.0 0.0 93.0 2.683
59.14 0.0 10.3 0.0 0.0 18.11 10.05 0.0 0.0 0.0 88.0 2.505
59.14 2.4 10.3 0.0 0.0 18.11 10.05 0.0 0.0 0.0 89.0 2.463
58.37 3.62 10.16 0.0 0.0 17.92 9.93 0.0 0.0 0.0 87.0 2.44
57.66 4.83 10.04 0.0 0.0 17.67 9.8 0.0 0.0 0.0 86.0 2.432
56.21 7.26 9.75 0.0 0.0 17.22 9.56 0.0 0.0 0.0 82.0 2.409
54.73 9.67 9.53 0.0 0.0 16.77 9.3 0.0 0.0 0.0 79.5 2.398
53.33 11.99 9.28 0.0 0.0 16.34 9.06 0.0 0.0 0.0 76.0 2.383
59.14 0.0 10.3 0.0 0.0 18.11 10.05 0.0 0.0 0.0 88.0 2.815
78.0 1.0 7.0 0.0 1.0 13.0 0.0 0.0 0.0 0.0 72.0 2.28
70.98 1.0 10.0 3.0 0.0 13.0 0.0 0.0 0.0 0.0 80.0 2.52
67.63 9.77 0.0 7.08 0.0 13.34 0.0 0.0 1.9 0.0 69.0 2.305
67.46 9.76 0.0 7.67 0.0 12.94 0.0 0.0 1.89 0.0 70.0 2.314
67.39 11.05 0.0 7.05 0.0 13.29 0.0 0.0 0.94 0.0 72.0 2.326
66.01 11.19 0.0 7.14 0.0 13.46 0.0 0.0 1.91 0.0 72.0 2.321
69.16 8.44 0.0 7.02 0.0 13.22 0.0 0.0 1.88 0.0 66.0 2.292
68.98 9.64 0.0 6.99 0.0 13.17 0.0 0.0 0.94 0.0 69.0 2.31
68.48 10.05 0.0 8.84 0.0 10.39 0.0 0.0 1.42 0.0 74.0 2.368
68.35 9.72 0.0 8.24 0.0 11.45 0.0 0.0 1.42 0.0 72.0 2.354
68.25 9.38 0.0 8.23 0.0 11.91 0.0 0.0 1.41 0.0 71.0 2.349
66.82 9.4 0.0 8.25 0.0 13.29 0.0 0.0 1.42 0.0 70.0 2.346
59.03 0.99 11.04 15.47 2.51 0.0 0.0 0.0 0.0 10.96 76.0 2.605
59.04 0.97 11.0 15.46 0.0 0.0 0.0 0.0 0.0 11.03 72.0 2.695
59.97 0.0 12.05 19.98 0.0 0.0 0.0 0.0 0.0 8.0 71.0 2.627
57.78 2.01 9.94 12.2 8.49 0.0 0.0 0.0 0.0 9.58 74.0 2.594
55.03 4.97 9.96 20.04 0.0 0.0 0.0 0.0 0.0 10.0 72.0 2.632
58.01 1.97 10.05 15.03 4.99 0.0 0.0 0.0 0.0 9.95 71.0 2.605
65.25 6.52 9.99 8.74 3.04 0.0 0.0 0.0 0.0 3.97 77.0 2.6
64.93 8.68 14.28 6.82 5.14 0.0 0.0 0.0 0.0 0.0 76.0 2.5
67.53 6.46 13.93 6.65 4.93 0.0 0.0 0.0 0.0 0.0 76.0 2.5
67.33 6.44 13.9 6.63 4.92 0.0 0.0 0.0 0.0 0.0 76.0 2.5
67.78 6.52 10.02 6.66 5.03 0.0 0.0 0.0 0.0 1.48 77.0 2.5
67.82 6.5 9.97 4.72 7.03 0.0 0.0 0.0 0.0 1.47 77.0 2.5
65.27 6.49 10.05 6.75 4.94 0.0 0.0 0.0 0.0 4.02 75.0 2.6
15.0 34.0 0.0 51.0 0.0 0.0 0.0 0.0 0.0 0.0 107.1 2.991
15.0 28.3 0.0 56.7 0.0 0.0 0.0 0.0 0.0 0.0 110.2 2.974
15.0 26.6 0.0 58.4 0.0 0.0 0.0 0.0 0.0 0.0 106.1 2.972
61.96 5.01 13.04 3.0 0.0 0.0 4.98 0.0 0.0 10.02 73.0 2.53
61.54 5.03 19.88 3.01 0.0 0.0 5.02 0.0 0.0 3.52 73.0 2.55
60.08 2.03 22.08 8.84 2.02 0.0 0.0 0.0 0.0 3.0 74.0 2.63
69.67 10.39 0.0 9.15 0.16 9.64 0.0 0.0 0.0 0.0 68.0 2.373
66.94 10.83 0.0 6.91 3.26 11.14 0.0 0.0 0.0 0.0 71.0 2.373
68.19 11.47 0.0 9.3 0.0 9.5 0.0 0.0 0.0 0.0 72.0 2.415
69.46 9.76 0.0 9.17 0.0 9.75 0.0 0.0 0.0 0.0 68.0 2.395
71.55 7.87 0.0 11.67 0.0 8.66 0.0 0.0 0.0 0.0 66.0 2.385
65.62 11.74 0.0 11.86 0.0 9.55 0.0 0.0 0.0 0.0 74.0 2.449
69.64 9.72 0.0 7.07 0.0 12.34 0.0 0.0 0.0 0.0 64.0 2.342
73.85 7.98 0.0 5.99 2.0 9.98 0.0 0.0 0.0 0.0 67.62 2.296
71.96 8.5 0.0 8.0 0.0 10.99 0.0 0.0 0.0 0.0 68.31 2.318
73.96 6.5 0.0 6.0 0.0 12.99 0.0 0.0 0.0 0.0 70.38 2.265
71.96 6.0 0.0 7.5 0.0 13.99 0.0 0.0 0.0 0.0 64.17 2.282
73.96 5.0 0.0 6.5 0.0 13.99 0.0 0.0 0.0 0.0 62.79 2.257
64.08 10.58 0.0 5.64 15.38 3.56 0.0 0.0 0.0 0.0 88.0 2.52
63.68 11.0 0.0 6.25 13.99 4.5 0.0 0.0 0.0 0.0 87.0 2.513
63.66 11.12 0.0 5.6 16.81 2.65 0.0 0.0 0.0 0.0 91.0 2.53
63.59 10.98 0.0 6.25 13.96 4.49 0.0 0.0 0.0 0.0 87.0 2.51
65.39 9.73 0.0 6.23 12.54 5.38 0.0 0.0 0.0 0.0 85.0 2.486
68.45 10.1 0.0 2.24 13.24 4.51 0.0 0.0 0.0 0.0 85.0 2.468
64.27 10.02 0.0 5.0 13.91 5.82 0.0 0.0 0.0 0.0 85.0 2.447
67.11 9.92 0.0 7.7 13.0 2.21 0.0 0.0 0.0 0.0 88.0 2.502
78.0 2.0 15.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 68.5 2.436
78.0 2.0 15.0 2.5 2.5 0.0 0.0 0.0 0.0 0.0 68.3 2.418
78.0 2.0 15.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 66.6 2.396
75.0 2.0 17.0 0.0 6.0 0.0 0.0 0.0 0.0 0.0 66.0 2.43
75.0 6.0 17.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 67.3 2.428
77.5 2.0 13.0 2.5 4.0 0.0 0.0 0.0 0.0 1.0 69.0 2.413
76.0 2.0 13.0 4.0 4.0 0.0 0.0 0.0 0.0 1.0 69.7 2.436
80.0 0.0 14.0 0.0 6.0 0.0 0.0 0.0 0.0 0.0 65.6 2.396
76.0 0.0 14.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 67.5 2.421
72.0 0.0 14.0 0.0 14.0 0.0 0.0 0.0 0.0 0.0 70.2 2.454
72.08 0.0 14.81 0.0 11.85 0.0 0.0 0.0 0.0 0.0 70.0 2.48
69.12 2.96 14.81 0.0 11.85 0.0 0.0 0.0 0.0 0.0 75.0 2.61
66.16 5.92 14.81 0.0 11.85 0.0 0.0 0.0 0.0 0.0 78.0 2.64
63.2 8.88 14.81 0.0 11.85 0.0 0.0 0.0 0.0 0.0 81.0 2.69
57.27 14.81 14.81 0.0 11.85 0.0 0.0 0.0 0.0 0.0 85.0 2.74
74.07 2.96 9.86 0.0 11.85 0.0 0.0 0.0 0.0 0.0 75.0 2.5
64.2 2.96 19.73 0.0 11.85 0.0 0.0 0.0 0.0 0.0 73.0 2.64
59.26 2.96 24.67 0.0 11.85 0.0 0.0 0.0 0.0 0.0 72.0 2.68
42.5 32.5 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 76.72 2.526
40.0 35.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 78.51 2.539
73.3 0.0 26.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 61.0 2.425
69.5 5.4 25.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 2.44
66.3 10.3 23.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 2.459
61.1 15.5 23.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.0 2.47
53.7 20.9 25.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 73.0 2.486
49.1 25.4 25.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 76.0 2.494
45.1 30.0 24.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 80.0 2.52
79.8 2.02 13.13 1.01 4.04 0.0 0.0 0.0 0.0 0.0 69.0 2.4
70.03 1.24 5.56 9.47 4.94 4.43 4.33 0.0 0.0 0.0 83.0 2.53
41.9 16.2 0.0 41.9 0.0 0.0 0.0 0.0 0.0 0.0 98.0 2.84
93.0 0.0 7.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 63.97 2.258
14.54 16.79 0.0 0.0 0.0 0.0 0.0 0.0 59.01 9.66 68.0 2.602
21.39 15.58 0.0 0.0 0.0 0.0 0.0 0.0 54.47 8.56 68.0 2.591
25.35 14.6 0.0 0.0 0.0 0.0 0.0 0.0 52.27 7.78 68.0 2.584
36.05 13.39 0.0 0.0 0.0 0.0 0.0 0.0 44.21 6.35 67.0 2.543
45.0 15.0 5.0 10.0 10.0 10.0 0.0 0.0 0.0 5.0 87.97 2.547
67.67 6.18 13.84 6.96 3.44 0.0 0.0 0.0 0.0 0.13 77.0 2.53
64.99 7.54 13.22 6.79 4.42 0.0 0.0 0.0 0.0 1.21 78.0 2.53
65.31 7.58 13.28 4.22 5.87 0.0 0.0 0.0 0.0 1.22 80.0 2.62
66.47 6.3 14.5 7.23 4.49 0.0 0.0 0.0 0.0 0.0 77.0 2.53
65.19 6.47 14.02 7.23 4.57 0.0 0.0 0.0 0.0 0.0 79.0 2.57
77.98 1.0 7.0 0.0 1.0 13.0 0.0 0.0 0.0 0.0 72.0 2.28
69.38 10.38 0.0 9.44 0.0 9.5 0.0 0.0 0.0 0.0 70.0 2.38
61.5 5.0 5.0 2.01 0.0 0.0 4.99 0.0 0.0 19.5 71.0 2.63
61.49 5.0 4.0 2.0 0.0 0.0 4.99 0.0 0.0 20.52 73.0 2.55
61.5 5.0 5.5 2.0 0.0 0.0 5.0 0.0 0.0 19.0 72.0 2.61
61.52 5.0 5.99 2.0 0.0 0.0 5.01 0.0 0.0 18.48 73.0 2.64
61.52 5.0 4.5 2.0 0.0 0.0 5.0 0.0 0.0 19.98 74.0 2.61
69.83 10.93 0.0 7.25 2.28 7.53 0.0 0.0 0.0 0.0 75.0 2.42
71.7 0.3 12.6 9.3 6.1 0.0 0.0 0.0 0.0 0.0 73.0 2.5
67.57 10.91 0.0 9.31 0.0 11.31 0.0 0.0 0.0 0.0 69.0 2.384
68.4 10.6 0.0 9.3 0.0 10.8 0.0 0.0 0.0 0.0 69.0 2.383
67.9 10.6 0.0 9.3 0.0 11.3 0.0 0.0 0.0 0.0 69.0 2.382
67.4 10.9 0.0 8.7 0.8 11.3 0.0 0.0 0.0 0.0 70.0 2.382
66.46 10.78 0.0 9.2 1.58 11.08 0.0 0.0 0.0 0.0 70.0 2.379
67.45 10.98 0.0 9.4 0.0 10.98 0.0 0.0 0.0 0.0 71.0 2.4
68.68 10.82 0.0 9.59 0.0 10.1 0.0 0.0 0.0 0.0 69.0 2.375
67.96 11.04 0.0 9.45 0.0 10.45 0.0 0.0 0.0 0.0 70.0 2.395
69.2 10.7 0.0 9.5 0.0 9.5 0.0 0.0 0.0 0.0 70.0 2.393
68.73 11.19 0.0 8.39 0.0 10.09 0.0 0.0 0.5 0.0 69.0 2.374
46.14 0.0 24.35 26.91 0.0 0.0 0.0 0.0 2.6 0.0 77.9 2.702
56.5 0.0 19.42 21.47 0.0 0.0 0.0 0.0 2.61 0.0 75.9 2.655
78.65 1.83 7.02 0.0 0.0 12.5 0.0 0.0 0.0 0.0 63.0 2.23
75.0 0.0 15.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 67.0 2.397
75.0 0.0 15.0 5.0 5.0 0.0 0.0 0.0 0.0 0.0 70.0 2.449
65.0 0.0 15.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 73.0 2.491
65.0 0.0 15.0 10.0 10.0 0.0 0.0 0.0 0.0 0.0 76.0 2.559
70.8 0.3 12.8 10.2 5.9 0.0 0.0 0.0 0.0 0.0 72.0 2.55
68.38 3.02 4.05 8.18 7.79 0.0 0.0 0.0 0.0 7.0 75.0 2.539
67.46 3.06 4.02 8.67 8.66 0.0 0.0 0.0 0.0 7.02 75.0 2.533
67.06 3.03 3.99 8.72 9.67 0.0 0.0 0.0 0.0 7.03 75.0 2.524
70.77 1.66 2.73 9.83 6.06 0.0 0.0 0.0 0.0 7.12 74.0 2.539
68.2 2.57 3.82 7.79 9.13 0.0 0.0 0.0 0.0 7.22 74.0 2.534
67.76 2.33 4.03 8.91 8.68 0.0 0.0 0.0 0.0 6.76 75.0 2.556
70.33 10.37 0.02 8.24 0.0 9.49 0.01 0.0 0.0 0.003505 71.0 2.4
70.43 10.38 0.05 8.26 0.0 9.51 0.002213 0.0 0.0 0.00702 71.0 2.4
70.44 10.39 0.06 8.26 0.0 9.5 0.02 0.0 0.0 0.007021 71.0 2.4
70.33 10.36 0.02 8.24 0.0 9.49 0.01 0.0 0.0 0.003504 71.0 2.4
70.32 10.37 0.05 8.24 0.0 9.48 0.002209 0.0 0.0 0.007007 71.0 2.4
70.32 10.37 0.05 8.24 0.0 9.49 0.01 0.0 0.0 0.007009 71.0 2.4
70.23 9.2 0.0 8.07 0.0 11.69 0.0 0.0 0.0 0.0 67.0 2.349
69.36 9.05 0.0 7.04 0.0 12.39 0.0 0.0 1.88 0.0 63.0 2.301
70.22 10.34 0.005317 8.23 0.0 9.47 0.001103 0.0 0.0 0.0006997 71.0 2.4
70.16 10.34 0.006376 8.22 0.0 9.47 0.001323 0.0 0.0 0.0006992 71.0 2.4
70.26 10.36 0.02 8.23 0.0 9.48 0.01 0.0 0.0 0.003501 71.0 2.4
71.2 15.03 1.03 1.14 1.58 0.0 8.98 0.0 0.0 0.0 86.0 2.42
70.48 14.66 0.82 0.57 1.27 2.75 8.98 0.0 0.0 0.0 82.0 2.379
71.44 14.77 0.62 0.0 2.07 0.0 9.11 0.0 0.0 0.17 87.0 2.424
70.38 14.64 0.82 0.57 2.06 1.83 8.97 0.0 0.0 0.0 84.0 2.382
70.32 14.37 0.5 0.0 2.48 0.0 8.9 0.0 0.35 0.1 85.0 2.392
70.88 1.71 2.52 10.12 6.19 0.0 0.0 0.0 0.0 7.28 74.0 2.516
64.78 0.34 2.91 2.29 23.13 0.0 0.0 0.0 0.0 4.45 77.0 2.587
67.93 0.72 4.04 0.22 16.8 0.0 0.0 0.0 0.0 8.81 72.0 2.502
64.83 0.94 6.0 1.82 19.06 0.0 0.0 0.0 0.0 4.97 75.0 2.569
68.36 0.72 4.04 1.53 15.47 0.0 0.0 0.0 0.0 8.11 73.0 2.516
70.39 1.67 1.52 10.1 6.25 0.0 0.0 0.0 0.0 8.29 74.0 2.532
73.75 4.44 6.26 1.15 0.0 12.08 0.0 0.0 0.0 1.37 65.0 2.35
73.12 4.4 7.24 2.29 0.0 11.06 0.0 0.0 0.0 1.36 67.0 2.35
8.03 26.71 0.0 58.26 7.0 0.0 0.0 0.0 0.0 0.0 110.0 2.92
28.4 22.34 0.0 42.51 6.75 0.0 0.0 0.0 0.0 0.0 80.0 2.86
33.21 22.18 0.0 37.84 6.77 0.0 0.0 0.0 0.0 0.0 94.0 2.85
36.56 17.68 0.0 39.19 6.57 0.0 0.0 0.0 0.0 0.0 100.0 2.86
41.59 16.02 0.0 35.87 6.52 0.0 0.0 0.0 0.0 0.0 101.0 2.87
65.09 7.38 0.0 8.21 9.72 8.58 0.0 0.0 0.0 0.0 77.2 2.458
68.38 7.75 0.0 11.27 3.92 8.35 0.0 0.0 0.0 0.0 75.9 2.445
70.21 8.91 0.0 8.56 1.61 8.58 0.0 0.0 0.0 0.0 73.2 2.452
69.84 8.86 0.0 8.63 1.6 10.01 0.0 0.0 0.0 0.0 71.9 2.398
70.01 7.72 0.0 11.23 3.91 6.88 0.0 0.0 0.0 0.0 75.8 2.444
69.91 7.71 0.0 8.19 6.24 6.86 0.0 0.0 0.0 0.0 76.1 2.443
71.77 8.86 0.0 5.41 4.0 8.35 0.0 0.0 0.0 0.0 73.3 2.442
71.85 8.87 0.0 6.57 3.21 7.89 0.0 0.0 0.0 0.0 71.7 2.454
71.29 6.74 0.0 8.13 6.2 6.62 0.0 0.0 0.0 0.0 75.9 2.433
72.96 7.83 0.0 5.47 3.96 8.44 0.0 0.0 0.0 0.0 72.5 2.408
67.4 11.3 0.0 6.4 3.5 10.4 0.0 0.0 0.0 0.0 72.7 2.37
67.5 10.3 0.0 8.3 2.6 10.4 0.0 0.0 0.0 0.0 71.2 2.37
68.0 10.8 0.0 7.0 3.2 10.0 0.0 0.0 0.0 0.0 72.9 2.38
68.0 11.0 0.0 7.0 3.2 10.0 0.0 0.0 0.0 0.0 73.1 2.38
68.0 10.4 0.0 7.0 3.2 10.0 0.0 0.0 0.0 0.0 72.9 2.39
69.32 10.38 0.0 9.43 0.0 9.5 0.0 0.0 0.0 0.0 70.0 2.39
71.7 1.1 12.2 8.8 5.6 0.0 0.0 0.0 0.0 0.6 72.0 2.5
78.6 2.0 13.3 1.0 4.0 0.0 0.0 0.0 0.0 1.1 68.0 2.4
83.57 1.53 3.52 0.0 0.0 11.38 0.0 0.0 0.0 0.0 61.0 2.21
67.17 11.3 0.0 5.53 4.58 9.95 0.0 0.0 0.0 0.0 78.0 2.4281
68.27 10.72 0.0 6.8 4.5 9.2 0.0 0.0 0.0 0.0 79.0 2.394
67.28 9.64 0.0 9.41 0.49 10.23 0.0 0.0 0.0 0.0 73.0 2.44
73.5 8.4 8.5 0.0 0.0 0.0 4.1 0.0 0.0 3.7 73.0 2.43
72.0 8.2 8.4 0.0 0.0 1.4 3.9 0.0 0.0 3.6 75.0 2.46
72.2 7.9 8.0 0.0 0.0 0.0 8.3 0.0 0.0 2.0 76.0 2.43
73.8 7.8 8.0 0.0 0.0 0.0 8.3 0.0 0.0 2.0 75.0 2.39
73.95 8.67 8.67 0.0 0.0 0.0 4.33 0.0 0.0 4.33 73.0 2.4
73.94 8.67 8.67 0.0 0.0 0.0 8.67 0.0 0.0 0.0 77.0 2.39
73.95 8.67 4.33 0.0 0.0 0.0 8.67 0.0 0.0 4.33 76.0 2.38
73.95 8.67 13.0 0.0 0.0 0.0 4.33 0.0 0.0 0.0 74.0 2.4
73.95 8.67 4.33 0.0 0.0 0.0 4.33 0.0 0.0 8.67 70.0 2.4
79.82 5.71 7.14 0.0 0.0 0.0 3.57 0.0 0.0 3.57 71.0 2.37
73.83 5.7 7.14 0.0 2.04 2.0 3.6 0.0 0.0 3.56 75.0 2.43
73.11 5.09 8.43 0.0 0.0 0.0 8.4 0.0 0.0 2.4 75.0 2.46
71.77 5.11 8.45 0.0 0.0 1.23 8.44 0.0 0.0 2.41 76.0 2.46
72.43 5.16 8.54 0.0 0.0 0.0 8.52 0.0 0.3 2.44 74.0 2.45
80.17 3.38 6.95 0.0 0.0 0.0 7.2 0.0 0.0 2.28 71.0 2.37
79.84 2.94 7.27 0.0 0.0 0.0 7.54 0.0 0.0 2.39 71.0 2.37
78.65 3.63 7.47 0.0 0.0 0.0 7.75 0.0 0.0 2.46 72.0 2.38
