Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Vickers Hardness 100g,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, Ag2O, Tl2O, BeO, MnO, CuO, ZnO, SrO, CdO, PbO, SnO, Cr2O3, Fe2O3, Ga2O3, As2O3, Y2O3, Sb2O3, La2O3, Gd2O3, Bi2O3, Sc2O3, TiO2, GeO2, ZrO2, CeO2, SnO2, SeO2, TeO2, P2O5, V2O5, Nb2O5, Ta2O5, HfO2, Nb2O3, SO3, WO3, GeS2, OH, Sm2O3, Eu2O3, Tb2O3, Dy2O3, Er2O3, Yb2O3, Lu2O3, Pr2O3, R2O, RO, MgF2, CaF2, SrF2, AlF3, NdF3, KCl, SrCl2, ZnCl2, CdCl2, PbCl2, KBr, KI, CsI, Li, B, N, O, Mg, Al, Si, P, S, Cl, Ca, Ti, Fe, Co, Ni, Cu, Zn, Ga, Ge, Sr, Y, Zr, Ag, Sb, Te, Ba, La, Ce, Pr, Nd, Sm, Eu, Gd, Tb, Dy, Ho, Er, Tm, Yb, Lu, Hf, W, Re, Sr(PO3)2, Ga2S3, Sb2S3, Ga2Se3, GeSe2, In2S3, AlN, ZrO2-SiO2, Vickers Hardness 100g ( MPa )
1451, GJ81-362025, Solid State Communications, 2011, v. 151  p. 1014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 25.0, , , , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , 20.0, , , , , , , , , , , 7450.0
1452, GJ81-362026, Solid State Communications, 2011, v. 151  p. 1014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30.0, , , , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , 15.0, , , , , , , , , , , 7400.0
1453, GJ81-362027, Solid State Communications, 2011, v. 151  p. 1014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 35.0, , , , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , 10.0, , , , , , , , , , , 7400.0
1454, GJ81-362028, Solid State Communications, 2011, v. 151  p. 1014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 40.0, , , , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , , , , , , , , 7200.0
1455, GJ81-362029, Solid State Communications, 2011, v. 151  p. 1014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 45.0, , , , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7400.0
1456, GJ35-362598, Glass & Ceramics, 2012, v. 069  p. 0186, 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , 40.0, , , 40.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4100.0
1457, GJ09-362599, Glass & Ceramics, 2012, v. 069  p. 0186, 30.0, , , , , , , , , , , , , , , , , , , , , , , , , , , 40.0, , , 30.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4150.0
1458, GJ09-362600, Glass & Ceramics, 2012, v. 069  p. 0186, 40.0, , , , , , , , , , , , , , , , , , , , , , , , , , , 40.0, , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4500.0
1459, GJ20-363170, Glass Physics & Chemistry, 2014, v. 040  p. 0303, , , , , 30.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 70.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3370.0
1460, GJ20-363171, Glass Physics & Chemistry, 2014, v. 040  p. 0303, , , , , 35.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3420.0
1461, GJ20-363172, Glass Physics & Chemistry, 2014, v. 040  p. 0303, , , , , 40.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 60.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3510.0
1462, GJ20-363173, Glass Physics & Chemistry, 2014, v. 040  p. 0303, , , , , 45.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3590.0
1463, GJ20-363174, Glass Physics & Chemistry, 2014, v. 040  p. 0303, , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3620.0
1464, GJ05-366204, J. Non-Crystalline Solids, 2016, v. 447  p. 0150, 20.0, 31.0, , , 24.5, , , 24.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5550.0
1465, GJ05-366205, J. Non-Crystalline Solids, 2016, v. 447  p. 0150, 20.0, 31.0, , , 23.5, , , 24.5, , , , , , , , , , , , , , , , , , , , , , , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5780.0
1466, GJ05-366206, J. Non-Crystalline Solids, 2016, v. 447  p. 0150, 20.0, 31.0, , , 21.5, , , 24.5, , , , , , , , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6150.0
1467, GJ05-366207, J. Non-Crystalline Solids, 2016, v. 447  p. 0150, 20.0, 31.0, , , 19.5, , , 24.5, , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6300.0
1468, GJ20-366647, J. Non-Crystalline Solids, 2016, v. 454  p. 0031, , , , , , , , , , , , , , , 51.6, , , , , , , , , , , , , , , , , , , , , , 48.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1399.0
1469, GJ20-366648, J. Non-Crystalline Solids, 2016, v. 454  p. 0031, , , , , , , , , , , , , , , 48.5, , , , , , , 3.1, , , , , , , , , , , , , , , 48.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1399.0
1470, GJ20-366649, J. Non-Crystalline Solids, 2016, v. 454  p. 0031, , , , , , , , , , , , , , , 46.2, , , , , , , 5.2, , , , , , , , , , , , , , , 48.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1444.0
1471, GJ20-366650, J. Non-Crystalline Solids, 2016, v. 454  p. 0031, , , , , , , , , , , , , , , 40.5, , , , , , , 10.5, , , , , , , , , , , , , , , 49.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1856.0
1472, GJ20-366651, J. Non-Crystalline Solids, 2016, v. 454  p. 0031, , , , , , , , , , , , , , , 37.86, , , , , , , 13.89, , , , , , , , , , , , , , , 48.25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2153.0
1473, GJ20-366652, J. Non-Crystalline Solids, 2016, v. 454  p. 0031, , , , , , , , , , , , , , , 35.9, , , , , , , 16.0, , , , , , , , , , , , , , , 48.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2812.0
1474, GJ20-366653, J. Non-Crystalline Solids, 2016, v. 454  p. 0031, , , , , , , , , , , , , , , 30.4, , , , , , , 21.2, , , , , , , , , , , , , , , 48.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3224.0
1475, GJ20-366654, J. Non-Crystalline Solids, 2016, v. 454  p. 0031, , , , , , , , , , , , , , , 25.0, , , , , , , 26.5, , , , , , , , , , , , , , , 48.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4043.0
1476, GJ20-367596, Applied Physics Letters, 2015, v. 106  p. 021903, 10.0, , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 80.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4860.0
1477, GJ20-367597, Applied Physics Letters, 2015, v. 106  p. 021903, 18.0, , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 72.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5270.0
1478, GJ20-367598, Applied Physics Letters, 2015, v. 106  p. 021903, 28.0, , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 62.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5110.0
1479, GJ20-367599, Applied Physics Letters, 2015, v. 106  p. 021903, 35.0, , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4870.0
1480, GJ20-367600, Applied Physics Letters, 2015, v. 106  p. 021903, 45.0, , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 45.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4670.0
1481, GJ02-368433, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 73.82, , , , 11.19, , , 14.99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5640.0
1482, GJ02-368434, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 73.98, , , , 9.81, , , 14.81, , , , , , , , , , , , , , , , , , , , , , 1.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5370.0
1483, GJ02-368435, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 75.53, , , , 5.49, , , 15.58, , , , , , , , , , , , , , , , , , , , , , 3.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5020.0
1484, GJ02-368436, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 78.3, , , , 0.6, , , 15.6, , , , , , , , , , , , , , , , , , , , , , 5.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4840.0
1485, GJ02-368437, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 69.72, , , , 13.99, , , 14.59, , , , , , , , , , , , , , , , , , , , , , 1.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5670.0
1486, GJ02-368438, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 68.38, , , , 14.01, , , 14.61, , , , , , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5780.0
1487, GJ02-368439, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 67.0, , , , 13.3, , , 15.0, , , , , , , , , , , , , , , , , , , , , , 4.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5880.0
1488, GJ02-368440, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 65.8, , , , 13.2, , , 15.0, , , , , , , , , , , , , , , , , , , , , , 6.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5980.0
1489, GJ02-368441, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 62.8, , , , 13.9, , , 15.1, , , , , , , , , , , , , , , , , , , , , , 8.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6100.0
1490, GJ02-368442, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 61.3, , , , 13.8, , , 15.0, , , , , , , , , , , , , , , , , , , , , , 9.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6350.0
1491, GJ02-368443, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 71.6, , , , 12.1, , , 14.5, , , , , , , , , , , , , , , , , , , , , , 1.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5590.0
1492, GJ02-368444, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 71.5, , , , 10.1, , , 15.0, , , , , , , , , , , , , , , , , , , , , , 3.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5590.0
1493, GJ02-368445, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 72.24, , , , 7.29, , , 15.38, , , , , , , , , , , , , , , , , , , , , , 5.09, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5600.0
1494, GJ02-368446, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 71.9, , , , 5.1, , , 15.7, , , , , , , , , , , , , , , , , , , , , , 7.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5570.0
1495, GJ02-368447, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 71.53, , , , 2.5, , , 16.28, , , , , , , , , , , , , , , , , , , , , , 9.69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5510.0
1496, GJ02-368448, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 71.3, , , , 0.4, , , 16.3, , , , , , , , , , , , , , , , , , , , , , 12.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5480.0
1497, GJ10-368956, J. Non-Crystalline Solids, 2017, v. 460  p. 0054, , 69.3, 5.0, , , , , 25.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3900.0
1498, GJ10-368957, J. Non-Crystalline Solids, 2017, v. 460  p. 0054, , 64.5, 10.3, , , , , 25.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3650.0
1499, GJ10-368958, J. Non-Crystalline Solids, 2017, v. 460  p. 0054, , 59.5, 15.3, , , , , 25.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3450.0
1500, GJ10-368959, J. Non-Crystalline Solids, 2017, v. 460  p. 0054, , 54.1, 20.4, , , , , 25.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3350.0
1501, GJ10-368960, J. Non-Crystalline Solids, 2017, v. 460  p. 0054, , 50.1, 24.4, , , , , 25.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3280.0
1502, GJ10-368961, J. Non-Crystalline Solids, 2017, v. 460  p. 0054, , 46.74, 28.03, , , , , 25.23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3300.0
1503, GJ10-368962, J. Non-Crystalline Solids, 2017, v. 460  p. 0054, , 44.8, 30.2, , , , , 25.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3500.0
1504, GJ28-369386, J. Non-Crystalline Solids, 2017, v. 470  p. 0112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 40.0, , 60.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 13190.0
1505, GJ28-369387, J. Non-Crystalline Solids, 2017, v. 470  p. 0112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 40.0, , 55.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 14160.0
1506, GJ28-369388, J. Non-Crystalline Solids, 2017, v. 470  p. 0112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 40.0, , 52.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 12150.0
1507, GJ28-369389, J. Non-Crystalline Solids, 2017, v. 470  p. 0112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 40.0, , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 13190.0
1508, GJ28-369390, J. Non-Crystalline Solids, 2017, v. 470  p. 0112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 40.0, , 48.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 12.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 16350.0
1509, GJ28-369391, J. Non-Crystalline Solids, 2017, v. 470  p. 0112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 40.0, , 45.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 15140.0
1510, GJ03-373014, Bull. Materials Science, 2016, v. 039  p. 0365, 42.0, , , , 34.0, , 18.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6750.0
1511, GJ03-373015, Bull. Materials Science, 2016, v. 039  p. 0365, 42.0, , 0.5, , 34.0, , 17.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7300.0
1512, GJ03-373016, Bull. Materials Science, 2016, v. 039  p. 0365, 42.0, , 1.0, , 34.0, , 17.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7800.0
1513, GJ03-373017, Bull. Materials Science, 2016, v. 039  p. 0365, 42.0, , 1.5, , 34.0, , 16.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8900.0
1514, GJ03-373018, Bull. Materials Science, 2016, v. 039  p. 0365, 42.0, , 2.5, , 34.0, , 15.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9950.0
1515, GJ50-373511, J. Non-Crystalline Solids, 2017, v. 475  p. 0167, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65.0, , , , , , , , , 10.0, 25.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2032.52
