 SiO2 Na2O Al2O3 B2O3 CaO MgO K2O Li2O PbO BaO ZnO
1416 45.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1421 70.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1422 60.0 23.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1429 55.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1430 60.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1431 65.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1432 70.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1434 80.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1435 70.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1436 75.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1439 57.5 34.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1442 62.9 29.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1446 68.2 23.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1448 70.9 21.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1450 76.2 16.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1452 72.8 16.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1454 76.2 15.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1456 79.4 15.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1457 81.5 15.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1458 82.5 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1459 84.0 14.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1462 70.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1464 45.2 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1478 27.28 0.0 0.0 0.0 0.0 0.0 52.2 0.0 0.0 0.0 0.0
1479 39.58 0.0 0.0 0.0 0.0 0.0 50.5 0.0 0.0 0.0 0.0
1481 7.01 0.0 0.0 0.0 0.0 0.0 40.25 0.0 0.0 0.0 0.0
1482 13.78 0.0 0.0 0.0 0.0 0.0 39.56 0.0 0.0 0.0 0.0
1483 20.32 0.0 0.0 0.0 0.0 0.0 38.9 0.0 0.0 0.0 0.0
1484 32.78 0.0 0.0 0.0 0.0 0.0 37.64 0.0 0.0 0.0 0.0
1485 44.44 0.0 0.0 0.0 0.0 0.0 36.45 0.0 0.0 0.0 0.0
1486 55.4 0.0 0.0 0.0 0.0 0.0 35.34 0.0 0.0 0.0 0.0
1487 60.63 0.0 0.0 0.0 0.0 0.0 34.81 0.0 0.0 0.0 0.0
1488 6.95 0.0 0.0 0.0 0.0 0.0 35.49 0.0 0.0 0.0 0.0
1490 20.17 0.0 0.0 0.0 0.0 0.0 34.31 0.0 0.0 0.0 0.0
1491 26.45 0.0 0.0 0.0 0.0 0.0 33.75 0.0 0.0 0.0 0.0
1492 38.42 0.0 0.0 0.0 0.0 0.0 32.68 0.0 0.0 0.0 0.0
1493 49.65 0.0 0.0 0.0 0.0 0.0 31.67 0.0 0.0 0.0 0.0
1494 60.21 0.0 0.0 0.0 0.0 0.0 30.73 0.0 0.0 0.0 0.0
1495 65.26 0.0 0.0 0.0 0.0 0.0 30.28 0.0 0.0 0.0 0.0
1497 32.06 0.0 0.0 0.0 0.0 0.0 24.53 0.0 0.0 0.0 0.0
1498 37.87 0.0 0.0 0.0 0.0 0.0 24.15 0.0 0.0 0.0 0.0
1499 48.96 0.0 0.0 0.0 0.0 0.0 23.42 0.0 0.0 0.0 0.0
1500 59.4 0.0 0.0 0.0 0.0 0.0 22.73 0.0 0.0 0.0 0.0
1502 69.24 0.0 0.0 0.0 0.0 0.0 22.08 0.0 0.0 0.0 0.0
1503 42.89 0.0 0.0 0.0 0.0 0.0 15.63 0.0 0.0 0.0 0.0
1504 48.28 0.0 0.0 0.0 0.0 0.0 15.4 0.0 0.0 0.0 0.0
1505 58.6 0.0 0.0 0.0 0.0 0.0 14.95 0.0 0.0 0.0 0.0
1506 68.34 0.0 0.0 0.0 0.0 0.0 14.53 0.0 0.0 0.0 0.0
1507 73.0 0.0 0.0 0.0 0.0 0.0 14.33 0.0 0.0 0.0 0.0
1508 77.54 0.0 0.0 0.0 0.0 0.0 14.13 0.0 0.0 0.0 0.0
1509 81.95 0.0 0.0 0.0 0.0 0.0 13.94 0.0 0.0 0.0 0.0
1510 53.15 0.0 0.0 0.0 0.0 0.0 11.3 0.0 0.0 0.0 0.0
1511 58.21 0.0 0.0 0.0 0.0 0.0 11.14 0.0 0.0 0.0 0.0
1512 72.54 0.0 0.0 0.0 0.0 0.0 10.67 0.0 0.0 0.0 0.0
1513 79.26 0.0 0.0 0.0 0.0 0.0 10.46 0.0 0.0 0.0 0.0
1514 85.72 0.0 0.0 0.0 0.0 0.0 10.25 0.0 0.0 0.0 0.0
1515 25.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1516 17.0 33.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1517 14.0 34.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1518 7.0 37.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1519 45.5 40.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1520 49.9 38.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1521 53.9 35.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1522 31.0 34.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1523 47.0 33.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1524 35.6 32.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1525 32.67 33.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1526 50.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1527 54.1 29.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1528 65.1 29.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1529 42.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1530 62.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1531 45.4 27.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1532 54.0 26.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1533 49.8 25.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1534 50.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1536 62.1 24.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1537 54.1 22.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1538 62.53 21.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1539 71.1 21.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1540 70.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1541 75.1 19.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1542 54.2 19.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1543 61.8 19.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1544 70.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1545 77.5 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1546 74.9 12.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1547 62.5 0.0 0.0 0.0 0.0 0.0 31.3 0.0 0.0 0.0 0.0
1548 58.8 0.0 0.0 0.0 0.0 0.0 29.4 0.0 0.0 0.0 0.0
1549 55.5 0.0 0.0 0.0 0.0 0.0 27.8 0.0 0.0 0.0 0.0
1550 52.6 0.0 0.0 0.0 0.0 0.0 26.3 0.0 0.0 0.0 0.0
1552 47.6 0.0 0.0 0.0 0.0 0.0 23.8 0.0 0.0 0.0 0.0
1553 71.4 0.0 0.0 0.0 0.0 0.0 23.8 0.0 0.0 0.0 0.0
1554 68.2 0.0 0.0 0.0 0.0 0.0 22.7 0.0 0.0 0.0 0.0
1555 65.2 0.0 0.0 0.0 0.0 0.0 21.7 0.0 0.0 0.0 0.0
1556 62.5 0.0 0.0 0.0 0.0 0.0 20.8 0.0 0.0 0.0 0.0
1557 60.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0
1558 57.7 0.0 0.0 0.0 0.0 0.0 19.2 0.0 0.0 0.0 0.0
1559 77.0 0.0 0.0 0.0 0.0 0.0 19.2 0.0 0.0 0.0 0.0
1560 74.1 0.0 0.0 0.0 0.0 0.0 18.5 0.0 0.0 0.0 0.0
1561 71.4 0.0 0.0 0.0 0.0 0.0 17.9 0.0 0.0 0.0 0.0
1562 69.0 0.0 0.0 0.0 0.0 0.0 17.2 0.0 0.0 0.0 0.0
1563 66.6 0.0 0.0 0.0 0.0 0.0 16.7 0.0 0.0 0.0 0.0
1564 64.5 0.0 0.0 0.0 0.0 0.0 16.1 0.0 0.0 0.0 0.0
1565 59.94 0.0 0.0 0.0 0.0 0.0 35.57 0.0 0.0 0.0 0.0
1566 71.17 0.0 0.0 0.0 0.0 0.0 27.96 0.0 0.0 0.0 0.0
1567 64.15 0.0 0.0 0.0 0.0 0.0 31.86 0.0 0.0 0.0 0.0
1568 70.37 0.0 0.0 0.0 0.0 0.0 27.9 0.0 0.0 0.0 0.0
1569 73.44 0.0 0.0 0.0 0.0 0.0 25.65 0.0 0.0 0.0 0.0
1570 69.78 0.0 0.0 0.0 0.0 0.0 27.68 0.0 0.0 0.0 0.0
1571 61.57 0.0 0.0 0.0 0.0 0.0 32.35 0.0 0.0 0.0 0.0
1572 69.19 0.0 0.0 0.0 0.0 0.0 27.44 0.0 0.0 0.0 0.0
1573 73.22 0.0 0.0 0.0 0.0 0.0 24.99 0.0 0.0 0.0 0.0
1574 68.34 0.0 0.0 0.0 0.0 0.0 27.39 0.0 0.0 0.0 0.0
1575 72.06 0.0 0.0 0.0 0.0 0.0 25.25 0.0 0.0 0.0 0.0
1576 76.19 0.0 0.0 0.0 0.0 0.0 22.86 0.0 0.0 0.0 0.0
1577 71.79 0.0 0.0 0.0 0.0 0.0 25.08 0.0 0.0 0.0 0.0
1578 75.86 0.0 0.0 0.0 0.0 0.0 22.71 0.0 0.0 0.0 0.0
1579 67.96 0.0 0.0 0.0 0.0 0.0 26.99 0.0 0.0 0.0 0.0
1581 75.51 0.0 0.0 0.0 0.0 0.0 22.65 0.0 0.0 0.0 0.0
1582 70.81 0.0 0.0 0.0 0.0 0.0 24.76 0.0 0.0 0.0 0.0
1583 67.02 0.0 0.0 0.0 0.0 0.0 26.5 0.0 0.0 0.0 0.0
1584 75.23 0.0 0.0 0.0 0.0 0.0 22.04 0.0 0.0 0.0 0.0
1585 79.09 0.0 0.0 0.0 0.0 0.0 19.94 0.0 0.0 0.0 0.0
1586 70.18 0.0 0.0 0.0 0.0 0.0 24.54 0.0 0.0 0.0 0.0
1587 74.07 0.0 0.0 0.0 0.0 0.0 22.23 0.0 0.0 0.0 0.0
1588 73.68 0.0 0.0 0.0 0.0 0.0 22.16 0.0 0.0 0.0 0.0
1589 78.43 0.0 0.0 0.0 0.0 0.0 19.66 0.0 0.0 0.0 0.0
1590 65.89 0.0 0.0 0.0 0.0 0.0 25.99 0.0 0.0 0.0 0.0
1591 73.37 0.0 0.0 0.0 0.0 0.0 22.05 0.0 0.0 0.0 0.0
1592 78.04 0.0 0.0 0.0 0.0 0.0 19.57 0.0 0.0 0.0 0.0
1593 77.55 0.0 0.0 0.0 0.0 0.0 19.52 0.0 0.0 0.0 0.0
1594 72.89 0.0 0.0 0.0 0.0 0.0 21.7 0.0 0.0 0.0 0.0
1595 82.45 0.0 0.0 0.0 0.0 0.0 16.54 0.0 0.0 0.0 0.0
1596 76.9 0.0 0.0 0.0 0.0 0.0 19.26 0.0 0.0 0.0 0.0
1597 81.57 0.0 0.0 0.0 0.0 0.0 16.38 0.0 0.0 0.0 0.0
1598 49.82 49.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1599 49.26 48.96 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1600 48.55 48.43 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1601 66.28 32.93 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1602 65.76 32.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1603 65.11 31.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1604 64.26 31.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1605 76.06 22.68 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1606 74.7 22.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1607 73.18 22.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1608 71.64 21.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1628 50.0 0.0 0.0 0.0 2.2 47.8 0.0 0.0 0.0 0.0 0.0
1631 44.0 0.0 0.0 0.0 23.3 32.7 0.0 0.0 0.0 0.0 0.0
1635 40.8 0.0 0.0 0.0 38.9 20.3 0.0 0.0 0.0 0.0 0.0
1636 50.0 0.0 0.0 0.0 30.3 19.7 0.0 0.0 0.0 0.0 0.0
1637 50.0 0.0 0.0 0.0 35.6 14.4 0.0 0.0 0.0 0.0 0.0
1639 44.2 0.0 0.0 0.0 50.9 4.9 0.0 0.0 0.0 0.0 0.0
1640 50.0 0.0 0.0 0.0 47.2 2.8 0.0 0.0 0.0 0.0 0.0
1659 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0
1660 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0
1661 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0
1662 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.0
1663 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.0
1664 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0
1665 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0
1668 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1669 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1670 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1671 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1672 50.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0
1673 50.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0
1674 50.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0
1675 50.0 0.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0
1676 62.92 0.0 11.77 0.0 0.0 25.31 0.0 0.0 0.0 0.0 0.0
1677 65.89 0.0 15.4 0.0 0.0 18.7 0.0 0.0 0.0 0.0 0.0
1678 67.78 0.0 13.72 0.0 0.0 18.5 0.0 0.0 0.0 0.0 0.0
1679 69.62 0.0 12.06 0.0 0.0 18.31 0.0 0.0 0.0 0.0 0.0
1680 69.4 0.0 14.37 0.0 0.0 16.23 0.0 0.0 0.0 0.0 0.0
1683 71.27 0.0 13.89 0.0 0.0 14.84 0.0 0.0 0.0 0.0 0.0
1686 69.15 0.0 19.4 0.0 0.0 11.45 0.0 0.0 0.0 0.0 0.0
1688 76.67 0.0 12.38 0.0 0.0 10.96 0.0 0.0 0.0 0.0 0.0
1689 18.92 0.0 40.64 0.0 40.44 0.0 0.0 0.0 0.0 0.0 0.0
1692 46.5 0.0 16.3 0.0 37.2 0.0 0.0 0.0 0.0 0.0 0.0
1698 41.2 0.0 29.4 0.0 29.4 0.0 0.0 0.0 0.0 0.0 0.0
1700 44.4 0.0 27.8 0.0 27.8 0.0 0.0 0.0 0.0 0.0 0.0
1702 42.1 0.0 31.6 0.0 26.3 0.0 0.0 0.0 0.0 0.0 0.0
1703 47.4 0.0 26.3 0.0 26.3 0.0 0.0 0.0 0.0 0.0 0.0
1704 46.2 0.0 28.2 0.0 25.6 0.0 0.0 0.0 0.0 0.0 0.0
1705 48.1 0.0 26.6 0.0 25.3 0.0 0.0 0.0 0.0 0.0 0.0
1710 50.6 0.0 26.6 0.0 22.8 0.0 0.0 0.0 0.0 0.0 0.0
1715 51.3 0.0 28.2 0.0 20.5 0.0 0.0 0.0 0.0 0.0 0.0
1719 40.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0
1723 30.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0
1724 40.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0
1725 50.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0
1726 24.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0
1727 30.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0
1728 40.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0
1729 60.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0
1730 40.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0
1732 60.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0
1733 50.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0
1734 55.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0
1735 60.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0
1736 65.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0
1737 70.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0
1738 62.0 0.0 0.0 0.0 19.0 0.0 0.0 0.0 0.0 0.0 0.0
1739 60.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0
1740 70.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0
1741 75.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0
1742 75.0 0.0 0.0 0.0 12.5 0.0 0.0 0.0 0.0 0.0 0.0
1743 35.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1744 35.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1745 40.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1746 35.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1748 45.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1749 35.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1753 35.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1758 35.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1759 40.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1760 45.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1762 57.89 0.0 10.53 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1763 60.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1765 65.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1766 68.42 0.0 10.53 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1775 3.8 0.0 0.0 55.5 0.0 0.0 0.0 0.0 0.0 40.7 0.0
1776 11.9 0.0 0.0 47.6 0.0 0.0 0.0 0.0 0.0 40.5 0.0
1777 19.8 0.0 0.0 39.8 0.0 0.0 0.0 0.0 0.0 40.4 0.0
1778 28.0 0.0 0.0 31.7 0.0 0.0 0.0 0.0 0.0 40.3 0.0
1781 5.1 0.0 0.0 55.1 0.0 0.0 0.0 0.0 0.0 39.8 0.0
1782 9.9 0.0 0.0 51.9 0.0 0.0 0.0 0.0 0.0 38.2 0.0
1783 25.2 0.0 0.0 37.1 0.0 0.0 0.0 0.0 0.0 37.7 0.0
1784 35.1 0.0 0.0 27.7 0.0 0.0 0.0 0.0 0.0 37.2 0.0
1785 14.9 0.0 0.0 48.2 0.0 0.0 0.0 0.0 0.0 36.9 0.0
1786 4.0 0.0 0.0 59.4 0.0 0.0 0.0 0.0 0.0 36.6 0.0
1787 11.9 0.0 0.0 51.5 0.0 0.0 0.0 0.0 0.0 36.6 0.0
1788 20.1 0.0 0.0 43.5 0.0 0.0 0.0 0.0 0.0 36.4 0.0
1789 23.9 0.0 0.0 39.7 0.0 0.0 0.0 0.0 0.0 36.4 0.0
1790 28.1 0.0 0.0 35.5 0.0 0.0 0.0 0.0 0.0 36.4 0.0
1791 35.7 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 36.3 0.0
1792 47.4 0.0 0.0 16.7 0.0 0.0 0.0 0.0 0.0 35.9 0.0
1793 29.9 0.0 0.0 35.8 0.0 0.0 0.0 0.0 0.0 34.3 0.0
1794 33.2 0.0 0.0 32.6 0.0 0.0 0.0 0.0 0.0 34.2 0.0
1795 3.2 0.0 0.0 64.2 0.0 0.0 0.0 0.0 0.0 32.6 0.0
1796 26.0 0.0 0.0 41.4 0.0 0.0 0.0 0.0 0.0 32.6 0.0
1797 41.9 0.0 0.0 25.5 0.0 0.0 0.0 0.0 0.0 32.6 0.0
1798 18.1 0.0 0.0 49.5 0.0 0.0 0.0 0.0 0.0 32.4 0.0
1799 21.9 0.0 0.0 45.7 0.0 0.0 0.0 0.0 0.0 32.4 0.0
1800 33.8 0.0 0.0 33.8 0.0 0.0 0.0 0.0 0.0 32.4 0.0
1801 51.5 0.0 0.0 16.1 0.0 0.0 0.0 0.0 0.0 32.4 0.0
1802 8.3 0.0 0.0 59.4 0.0 0.0 0.0 0.0 0.0 32.3 0.0
1803 14.1 0.0 0.0 53.6 0.0 0.0 0.0 0.0 0.0 32.3 0.0
1804 37.6 0.0 0.0 30.1 0.0 0.0 0.0 0.0 0.0 32.3 0.0
1805 61.2 0.0 0.0 6.5 0.0 0.0 0.0 0.0 0.0 32.3 0.0
1806 17.5 0.0 0.0 50.4 0.0 0.0 0.0 0.0 0.0 32.1 0.0
1807 45.3 0.0 0.0 22.6 0.0 0.0 0.0 0.0 0.0 32.1 0.0
1808 49.6 0.0 0.0 20.3 0.0 0.0 0.0 0.0 0.0 30.1 0.0
1809 8.0 0.0 0.0 63.2 0.0 0.0 0.0 0.0 0.0 28.8 0.0
1810 15.6 0.0 0.0 55.8 0.0 0.0 0.0 0.0 0.0 28.6 0.0
1811 31.4 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 28.6 0.0
1812 35.6 0.0 0.0 36.2 0.0 0.0 0.0 0.0 0.0 28.2 0.0
1813 39.8 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 28.2 0.0
1814 47.9 0.0 0.0 23.9 0.0 0.0 0.0 0.0 0.0 28.2 0.0
1815 59.4 0.0 0.0 12.5 0.0 0.0 0.0 0.0 0.0 28.1 0.0
1816 4.1 0.0 0.0 71.4 0.0 0.0 0.0 0.0 0.0 24.5 0.0
1817 12.0 0.0 0.0 63.5 0.0 0.0 0.0 0.0 0.0 24.5 0.0
1818 20.1 0.0 0.0 55.5 0.0 0.0 0.0 0.0 0.0 24.4 0.0
1819 24.2 0.0 0.0 51.4 0.0 0.0 0.0 0.0 0.0 24.4 0.0
1820 32.8 0.0 0.0 42.9 0.0 0.0 0.0 0.0 0.0 24.3 0.0
1821 36.1 0.0 0.0 39.9 0.0 0.0 0.0 0.0 0.0 24.0 0.0
1822 15.7 0.0 0.0 63.6 0.0 0.0 0.0 0.0 0.0 20.7 0.0
1823 8.0 0.0 0.0 71.4 0.0 0.0 0.0 0.0 0.0 20.6 0.0
1824 7.9 0.0 0.0 75.4 0.0 0.0 0.0 0.0 0.0 16.7 0.0
1825 60.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0
1826 66.6 0.0 16.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 16.7
1827 71.4 0.0 14.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.3
1829 61.1 0.0 9.0 0.0 0.0 0.0 0.0 0.0 0.0 29.9 0.0
1830 69.9 0.0 8.2 0.0 0.0 0.0 0.0 0.0 0.0 21.9 0.0
1831 77.3 0.0 7.6 0.0 0.0 0.0 0.0 0.0 0.0 15.1 0.0
1838 60.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0
1839 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0
1840 55.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0
1841 60.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0
1842 65.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0
1843 70.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0
1845 60.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0
1849 63.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0
1851 66.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0
1853 65.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0
1854 67.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0
1855 70.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0
1857 68.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0
1858 70.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0
1860 70.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 23.0 0.0
1861 72.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 23.0 0.0
1865 57.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 37.5 0.0
1866 55.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0
1867 69.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0
1886 55.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0
1887 60.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0
