 SiO2 Na2O Al2O3 B2O3 CaO MgO K2O Li2O PbO BaO ZnO
9076 71.45 15.32 0.07 0.0 13.08 0.05 0.0 0.0 0.0 0.02 0.0
9077 71.74 15.45 0.0 0.0 12.81 0.0 0.0 0.0 0.0 0.0 0.0
9078 74.86 13.84 0.92 0.0 10.38 0.0 0.0 0.0 0.0 0.0 0.0
9079 73.59 13.83 0.92 0.0 11.66 0.0 0.0 0.0 0.0 0.0 0.0
9080 73.88 14.41 0.8 0.0 10.91 0.0 0.0 0.0 0.0 0.0 0.0
9081 73.96 14.42 0.92 0.0 10.7 0.0 0.0 0.0 0.0 0.0 0.0
9082 73.75 14.73 0.92 0.0 10.6 0.0 0.0 0.0 0.0 0.0 0.0
9083 73.68 15.02 0.92 0.0 10.38 0.0 0.0 0.0 0.0 0.0 0.0
9115 7.62 0.0 13.85 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9116 7.4 0.0 16.97 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9117 6.46 0.0 18.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9118 5.62 0.0 20.63 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9119 5.42 0.0 22.48 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9182 50.0 47.5 2.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9183 50.0 46.5 3.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9184 50.0 45.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9185 50.0 43.5 6.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9186 50.0 42.5 7.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9187 50.0 40.3 9.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9188 50.0 39.0 11.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9189 50.0 36.5 13.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9190 50.0 34.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9191 50.0 32.5 17.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9192 50.0 31.6 18.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9193 50.0 28.8 21.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9194 50.0 26.2 23.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9196 45.0 45.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9215 10.0 15.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9216 10.0 15.0 0.0 55.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9218 10.0 25.0 0.0 55.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9219 10.0 25.0 0.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9287 75.0 0.0 0.0 0.0 0.0 0.0 0.0 21.25 0.0 0.0 0.0
9288 75.0 0.0 0.0 0.0 0.0 0.0 0.0 16.25 0.0 0.0 0.0
9323 71.49 12.83 1.37 0.0 6.54 6.12 1.04 0.0 0.0 0.0 0.0
9324 71.66 12.8 1.37 0.0 6.53 6.11 1.04 0.0 0.0 0.0 0.0
9325 71.78 12.79 1.37 0.0 6.52 6.1 1.04 0.0 0.0 0.0 0.0
9326 71.89 12.77 1.37 0.0 6.51 6.09 1.04 0.0 0.0 0.0 0.0
9393 29.91 8.11 0.0 1.65 2.55 0.0 3.81 0.0 0.0 7.97 0.0
9394 39.73 10.27 0.78 0.0 2.83 0.0 4.22 0.0 0.0 8.82 0.0
9395 34.9 9.47 0.0 1.92 2.99 0.0 4.45 0.0 0.0 8.2 0.0
9396 27.18 19.76 0.0 4.1 0.0 0.0 4.33 0.0 0.0 7.99 0.0
9397 41.04 7.96 0.0 1.88 0.0 0.0 6.98 0.0 0.0 7.5 0.0
9398 37.44 0.0 0.0 1.72 0.0 0.0 7.96 12.55 0.0 7.33 0.0
9399 38.82 6.27 0.0 1.11 6.93 0.0 5.78 0.0 0.0 7.6 1.91
9400 45.88 7.02 0.0 1.67 0.0 9.0 3.85 0.0 0.0 4.73 0.0
9401 37.27 13.7 0.0 1.77 0.0 0.0 4.09 0.0 0.0 5.54 0.0
9402 34.31 0.0 0.0 1.89 0.0 0.0 17.51 0.0 0.0 5.38 0.0
9403 39.65 0.0 0.0 0.0 0.0 0.0 10.53 0.0 0.0 16.18 0.0
9404 28.34 9.61 0.0 2.44 3.03 0.0 4.51 0.0 0.0 8.33 0.0
9405 36.91 7.3 0.0 0.0 3.22 0.0 4.8 0.0 0.0 11.81 0.0
9406 33.43 0.0 0.0 0.0 0.0 0.0 17.41 0.0 0.0 8.02 10.07
9409 23.89 13.06 0.0 45.46 0.0 0.0 0.0 0.0 0.0 7.2 10.39
9410 24.26 12.06 0.0 46.18 0.0 0.0 0.0 0.0 0.0 8.77 8.72
9411 27.37 11.79 0.0 45.15 0.0 0.0 0.0 0.0 0.0 7.15 8.53
9412 26.18 14.31 0.0 34.77 0.0 0.0 0.0 0.0 0.0 16.31 8.42
9413 30.87 11.73 0.0 41.79 0.0 0.0 0.0 0.0 0.0 7.11 8.49
9414 35.54 12.84 0.0 34.31 0.0 0.0 0.0 0.0 0.0 7.08 10.22
9415 40.09 12.76 0.0 29.96 0.0 0.0 0.0 0.0 0.0 7.03 10.16
9416 22.9 0.0 2.04 41.95 0.0 0.0 9.74 0.0 0.0 14.14 9.22
9417 18.02 14.24 1.97 40.34 0.0 0.0 0.0 0.0 0.0 13.6 11.83
9418 21.5 12.64 1.92 39.38 0.0 0.0 0.0 2.62 0.0 13.28 8.66
9419 24.41 13.34 0.0 44.83 0.0 0.0 0.0 0.0 0.0 9.56 7.85
9420 18.61 13.37 5.28 40.47 4.43 0.0 0.0 0.0 0.0 17.84 0.0
9421 25.38 13.87 0.0 39.32 0.0 0.0 0.0 0.0 0.0 13.26 8.16
9422 22.1 14.28 1.97 40.48 0.0 0.0 0.0 0.0 0.0 15.23 5.93
9423 24.05 13.15 0.0 46.85 0.0 0.0 0.0 0.0 0.0 8.21 7.74
9424 24.55 13.42 0.0 44.01 0.0 0.0 0.0 0.0 0.0 10.11 7.9
9427 24.43 0.0 21.6 31.63 0.0 16.75 0.0 0.0 0.0 0.0 0.0
9428 12.42 0.0 21.97 42.89 0.0 17.04 0.0 0.0 0.0 0.0 0.0
9429 49.88 0.0 17.09 10.01 0.0 11.93 0.0 4.66 0.0 0.0 0.0
9430 42.47 0.0 21.7 10.59 0.0 16.83 0.0 0.0 0.0 0.0 0.0
9431 41.6 0.0 17.5 5.13 9.68 17.18 0.0 0.0 0.0 0.0 0.0
9432 29.35 0.0 17.29 5.06 0.0 36.22 0.0 0.0 0.0 0.0 0.0
9433 17.62 0.0 13.84 5.07 0.0 46.76 0.0 0.0 0.0 0.0 0.0
9434 11.69 0.0 13.78 5.04 0.0 52.11 0.0 0.0 0.0 0.0 0.0
9436 99.42 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9437 97.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9438 93.95 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9439 72.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9440 67.82 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9461 48.08 11.34 0.0 0.59 2.79 0.0 4.71 0.0 0.0 6.6 0.0
9462 44.62 11.46 0.0 3.41 2.83 0.0 4.75 0.0 0.0 6.66 0.0
9463 42.62 15.02 0.0 0.55 2.77 0.0 4.36 0.0 0.0 4.55 0.0
9464 42.69 14.94 0.0 0.55 2.76 0.0 4.52 0.0 0.0 4.53 0.0
9465 43.37 11.01 0.0 0.56 2.19 0.0 4.58 0.0 0.0 6.43 0.0
9466 45.18 12.69 0.0 0.65 1.7 0.0 4.87 0.0 0.0 3.9 0.0
9467 45.17 12.69 0.0 0.65 1.7 0.0 4.87 0.0 0.0 3.9 0.0
9468 43.44 12.9 0.0 0.62 1.79 0.0 4.91 0.0 0.0 5.64 0.0
9469 45.55 10.58 0.0 0.65 1.57 0.0 4.9 0.0 0.21 3.38 0.0
9470 43.55 12.94 0.0 0.62 1.8 0.0 4.92 0.0 0.0 5.1 0.0
9471 44.17 12.8 0.0 0.66 1.71 0.0 4.91 0.0 0.0 3.93 0.0
9472 74.6 0.0 0.29 0.0 11.95 3.13 9.97 0.0 0.0 0.0 0.0
9473 55.37 0.0 8.46 9.29 21.97 4.58 0.33 0.0 0.0 0.0 0.0
9475 68.03 0.0 15.46 0.01 0.01 16.24 0.18 0.0 0.0 0.0 0.0
9476 76.31 0.0 0.73 19.56 1.11 0.31 1.99 0.0 0.0 0.0 0.0
9477 100.0 0.0 0.005894 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9491 48.78 2.62 2.61 11.9 1.9 8.23 0.47 12.88 0.0 0.0 0.58
9492 50.99 2.61 0.69 12.69 1.78 7.31 0.47 13.8 0.0 0.0 0.58
9493 52.0 2.62 0.0 12.98 1.89 7.33 0.47 13.84 0.0 0.0 0.5
9494 49.1 0.0 2.63 11.99 1.9 8.28 0.47 12.97 0.0 0.0 0.59
9495 49.19 0.72 2.63 12.0 1.91 8.29 0.47 12.99 0.0 0.0 0.59
9496 43.39 6.94 0.37 10.98 0.0 10.4 5.2 13.0 0.0 0.0 0.43
9497 43.15 7.77 0.58 9.77 0.0 11.21 5.17 12.95 0.0 0.0 0.85
9498 43.29 7.78 0.58 10.38 0.0 11.24 5.19 12.98 0.0 0.0 0.85
9499 43.31 6.91 0.57 10.96 0.0 12.81 5.19 12.98 0.0 0.0 0.86
9500 49.02 3.62 0.0 11.8 0.0 11.8 1.81 13.61 0.0 0.0 0.45
9501 49.48 0.72 2.65 12.08 1.93 8.35 0.47 13.06 0.0 0.0 0.0
9502 50.5 2.72 2.7 12.32 1.96 8.51 0.48 13.33 0.0 0.0 0.0
9503 44.66 2.62 0.58 11.09 0.0 15.76 1.72 16.89 0.0 0.0 0.44
9504 46.32 3.64 0.6 12.11 0.0 13.01 1.81 14.51 0.0 0.0 0.45
9505 16.53 19.21 20.33 2.48 13.09 0.0 0.0 0.0 0.0 0.0 0.0
9506 24.26 14.36 20.32 8.81 15.74 1.91 0.0 0.0 0.0 0.0 0.0
9507 25.34 15.29 17.29 8.63 14.29 0.0 0.0 0.0 0.0 0.0 0.0
9508 16.51 5.82 20.88 0.0 16.89 0.0 8.62 0.0 0.0 0.0 0.0
9509 22.45 6.22 20.11 16.38 16.49 0.0 4.09 0.0 0.0 0.0 0.0
9510 26.54 1.93 19.56 13.74 17.62 0.0 2.11 0.0 0.0 0.0 0.0
9511 20.98 18.38 19.15 2.33 12.33 0.0 0.0 0.0 0.0 0.0 0.0
9512 24.62 4.77 18.86 6.37 7.12 0.0 0.78 9.9 0.0 0.0 6.36
9513 60.8 0.0 0.91 6.69 1.84 4.61 0.0 19.56 0.0 0.0 0.0
9514 52.41 1.8 0.82 9.77 4.47 5.9 0.0 18.44 0.0 0.0 0.0
9515 58.98 1.78 0.89 7.1 1.79 3.59 0.0 21.18 0.0 0.0 0.0
9516 50.65 0.0 0.0 7.16 6.75 8.43 0.0 22.33 0.0 0.0 0.0
9517 45.98 0.0 0.0 11.48 6.71 8.2 0.0 22.87 0.0 0.0 0.0
9518 61.29 1.81 0.6 6.84 1.82 1.82 0.0 20.84 0.0 0.0 0.0
9519 46.12 3.35 0.68 7.8 6.79 5.89 0.0 19.11 0.0 0.0 0.0
9520 50.22 1.99 3.01 13.24 0.93 7.37 0.0 12.34 0.0 0.0 1.5
9521 49.73 4.43 0.65 9.8 9.65 6.0 0.61 14.31 0.0 0.0 0.0
9523 49.32 2.69 0.07 19.59 0.13 0.0 7.23 5.59 1.88 0.0 0.0
9524 48.07 2.62 0.07 19.1 0.13 0.0 7.06 5.44 5.15 0.0 0.0
9525 52.19 0.0 0.0 19.24 0.0 0.0 4.49 9.38 2.8 0.0 0.0
9526 50.17 0.0 0.0 19.64 0.0 0.0 4.58 9.57 2.52 0.0 0.0
9527 44.32 2.55 0.06 20.65 6.4 0.36 7.63 5.3 2.74 0.0 0.0
9528 41.03 0.0 0.0 26.3 6.91 1.75 7.47 4.71 2.82 0.0 0.0
9529 48.31 0.0 0.0 18.77 3.23 0.0 6.93 7.28 1.79 0.0 0.0
9530 50.21 2.73 0.07 19.95 0.13 0.0 8.19 5.67 0.0 0.0 0.0
9531 46.61 2.54 0.06 18.51 0.13 0.0 7.61 5.26 4.99 0.0 0.0
9532 47.98 2.61 0.06 19.06 0.13 0.0 7.04 5.42 1.83 0.0 0.0
9533 48.53 2.64 0.07 19.29 0.13 0.0 7.12 5.49 0.18 0.0 0.0
9534 48.33 2.63 0.07 19.21 0.13 0.0 7.09 5.47 0.17 0.0 0.0
9535 41.95 0.0 0.0 26.89 5.77 0.0 7.64 4.82 3.38 0.0 0.0
9536 39.95 0.23 0.06 25.35 7.55 0.35 7.49 7.09 3.33 0.0 0.0
9537 47.77 2.3 0.06 18.7 8.7 0.32 6.22 4.78 0.45 0.0 0.0
9538 49.07 2.37 0.06 19.2 0.59 0.34 6.38 4.91 0.46 0.0 0.0
9539 51.14 1.44 0.07 19.33 0.13 0.0 7.93 5.5 1.19 0.0 0.0
9540 49.18 1.49 0.07 20.05 0.13 0.0 8.23 5.71 2.97 0.0 0.0
9681 60.53 0.89 7.31 0.0 24.84 5.19 0.0 0.0 0.0 0.0 0.0
9697 64.74 0.0 8.55 3.19 3.17 3.17 0.0 0.0 0.15 4.24 12.62
9698 64.84 0.0 8.56 3.2 3.17 3.18 0.0 0.0 0.0 4.26 12.64
9699 66.24 0.0 10.05 2.19 3.16 3.16 0.0 0.0 0.15 4.25 10.62
9700 64.84 0.0 8.56 3.2 6.34 0.0 0.0 0.0 0.0 4.26 12.64
9701 61.37 0.0 8.89 3.32 3.29 3.3 0.0 0.0 0.0 4.41 13.12
9702 59.86 0.0 10.11 3.76 3.17 3.74 0.0 0.0 0.0 4.26 14.94
9711 60.02 0.0 0.0 19.93 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9714 37.52 0.0 0.0 37.46 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9719 57.12 0.0 0.0 14.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9742 8.25 0.0 0.0 30.88 19.17 0.0 0.0 19.37 0.0 0.0 0.0
9743 9.62 0.0 0.0 28.49 22.1 0.0 0.0 13.83 0.0 0.0 0.0
9744 3.8 0.0 0.0 32.82 12.22 7.55 0.4 19.12 0.0 0.0 0.0
9745 18.32 0.0 0.0 25.19 20.36 0.0 0.0 13.65 0.0 0.0 0.0
9746 5.54 0.0 2.04 28.1 14.84 0.0 0.0 22.29 0.0 0.0 0.51
9747 2.78 0.0 2.47 32.54 25.43 0.0 2.67 11.23 0.0 0.0 0.0
9748 2.74 0.0 0.0 44.99 11.75 0.0 1.75 15.17 0.0 0.0 0.0
9749 17.03 0.0 0.0 26.95 16.73 0.0 0.0 18.55 0.0 0.0 0.0
9750 1.94 0.0 0.0 28.52 24.3 0.0 0.0 23.46 0.0 0.0 0.0
9751 12.01 2.58 0.0 24.77 21.45 0.0 1.27 13.42 0.0 3.14 0.0
9752 21.49 0.0 0.0 24.34 8.63 0.0 0.0 16.21 0.0 0.0 5.95
9753 7.12 1.38 0.0 39.32 10.68 0.0 0.0 20.04 0.0 0.0 0.0
9754 3.74 0.0 0.0 29.11 21.42 0.0 0.0 25.12 0.0 0.0 0.0
9755 4.89 0.0 0.0 48.53 10.47 0.0 0.0 14.75 0.0 0.0 0.0
9756 15.25 0.0 0.0 26.34 11.89 0.0 0.0 16.74 0.0 3.26 0.0
9757 1.37 0.0 0.0 39.08 21.31 1.02 0.0 19.31 0.0 0.0 0.0
9758 10.36 0.0 0.0 31.96 15.87 0.0 0.0 11.91 0.0 0.0 0.0
9759 5.67 0.0 0.0 44.07 16.72 0.0 0.0 15.68 0.0 0.0 0.0
9760 10.75 2.6 0.0 30.75 20.16 0.0 0.0 16.22 0.0 0.0 0.0
9761 2.81 0.0 0.0 36.52 22.66 0.0 0.0 11.34 0.0 0.0 0.0
9762 4.37 0.0 0.0 28.92 23.41 0.0 0.0 14.65 0.0 0.0 0.0
9770 58.25 0.0 9.67 0.0 6.4 4.45 0.0 0.0 0.0 11.71 0.0
9771 58.95 0.0 11.27 0.0 5.96 3.55 0.0 0.0 0.0 12.48 0.0
9772 63.39 0.0 9.34 0.0 0.0 4.29 0.0 0.0 0.0 10.73 0.0
9773 59.5 0.0 10.15 0.0 0.0 4.66 0.0 0.0 2.11 20.24 0.0
9774 60.45 0.0 13.36 0.0 3.23 0.0 0.0 0.0 0.0 10.66 0.0
9775 74.45 0.0 10.12 0.0 0.0 0.0 0.0 0.0 0.0 7.29 1.05
9776 63.07 0.0 10.97 0.0 6.13 2.14 0.0 0.0 0.0 10.11 0.0
9797 65.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9828 75.0 7.5 0.0 0.0 0.0 0.0 17.5 0.0 0.0 0.0 0.0
9833 57.42 7.24 0.0 17.5 3.64 0.0 3.95 0.0 0.0 0.0 6.0
9838 60.0 17.5 22.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9846 60.0 0.0 17.5 0.0 22.5 0.0 0.0 0.0 0.0 0.0 0.0
9848 60.0 32.0 0.0 8.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9850 60.0 17.5 0.0 22.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9858 93.86 0.0 6.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9861 71.79 0.0 28.21 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9862 62.92 0.0 37.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9864 33.38 0.0 66.62 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9893 75.0 17.75 0.0 0.0 0.0 0.0 0.0 7.25 0.0 0.0 0.0
9896 75.0 7.5 0.0 0.0 0.0 0.0 0.0 17.5 0.0 0.0 0.0
9922 66.5 12.02 0.73 1.93 8.25 5.33 0.0 0.0 4.82 0.0 0.0
9923 60.05 10.56 1.6 4.52 7.25 4.68 0.0 0.0 11.29 0.0 0.0
9924 50.66 8.45 2.83 8.15 5.79 3.74 0.0 0.0 20.33 0.0 0.0
9927 71.75 13.2 0.08 0.0 9.05 5.85 0.0 0.0 0.0 0.0 0.0
9930 67.8 16.1 0.0 0.0 0.0 16.1 0.0 0.0 0.0 0.0 0.0
9931 68.4 12.9 0.0 0.0 0.0 15.8 2.9 0.0 0.0 0.0 0.0
9932 68.8 10.6 0.0 0.0 0.0 15.9 4.7 0.0 0.0 0.0 0.0
9933 68.83 7.79 0.0 0.0 0.0 15.58 7.79 0.0 0.0 0.0 0.0
9934 67.5 5.4 0.0 0.0 0.0 16.9 10.2 0.0 0.0 0.0 0.0
10291 58.29 39.31 0.0 0.0 0.0 2.4 0.0 0.0 0.0 0.0 0.0
10292 55.81 39.35 0.0 0.0 0.0 4.84 0.0 0.0 0.0 0.0 0.0
10293 53.34 39.4 0.0 0.0 0.0 7.26 0.0 0.0 0.0 0.0 0.0
10294 50.86 39.44 0.0 0.0 0.0 9.7 0.0 0.0 0.0 0.0 0.0
10296 55.97 39.51 0.0 0.0 4.52 0.0 0.0 0.0 0.0 0.0 0.0
10297 53.17 39.34 0.0 0.0 7.5 0.0 0.0 0.0 0.0 0.0 0.0
10298 50.69 39.29 0.0 0.0 10.02 0.0 0.0 0.0 0.0 0.0 0.0
10299 58.16 39.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10300 56.07 39.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10301 53.17 39.26 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10302 50.45 39.41 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10303 58.2 39.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.55 0.0
10304 55.66 39.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.09 0.0
10305 53.13 39.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.62 0.0
10306 50.61 39.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.15 0.0
10307 59.86 0.0 0.0 0.0 0.0 0.0 0.0 40.14 0.0 0.0 0.0
10308 63.14 0.0 0.0 0.0 0.0 0.0 0.0 33.83 0.0 0.0 3.03
10309 66.83 0.0 0.0 0.0 0.0 0.0 0.0 26.88 0.0 0.0 6.29
10311 56.5 0.0 0.0 0.0 0.0 0.0 0.0 40.59 0.0 0.0 2.91
10312 59.53 0.0 0.0 0.0 0.0 0.0 0.0 34.19 0.0 0.0 6.28
10335 23.24 6.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10336 22.45 10.11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10337 21.72 13.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10338 21.04 15.79 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10339 20.64 17.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10340 20.39 18.37 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10341 19.79 20.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10342 19.22 23.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10343 18.17 27.28 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10344 48.31 3.38 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10345 47.62 4.76 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10346 47.17 5.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10347 46.51 6.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10348 45.87 8.26 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10349 45.45 9.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10350 45.05 9.91 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10351 44.44 11.11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10352 43.48 13.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10353 42.92 14.16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10354 41.67 16.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10356 38.46 23.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10357 37.04 25.93 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10358 35.71 28.57 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10359 34.48 31.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10360 33.33 33.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10361 23.91 0.0 0.0 0.0 0.0 0.0 3.62 0.0 0.0 0.0 0.0
10362 23.08 0.0 0.0 0.0 0.0 0.0 6.99 0.0 0.0 0.0 0.0
10363 21.57 0.0 0.0 0.0 0.0 0.0 13.07 0.0 0.0 0.0 0.0
10364 20.89 0.0 0.0 0.0 0.0 0.0 15.82 0.0 0.0 0.0 0.0
10365 20.25 0.0 0.0 0.0 0.0 0.0 18.4 0.0 0.0 0.0 0.0
10366 19.08 0.0 0.0 0.0 0.0 0.0 23.12 0.0 0.0 0.0 0.0
10367 47.62 0.0 0.0 0.0 0.0 0.0 4.76 0.0 0.0 0.0 0.0
10368 45.45 0.0 0.0 0.0 0.0 0.0 9.09 0.0 0.0 0.0 0.0
10369 43.48 0.0 0.0 0.0 0.0 0.0 13.04 0.0 0.0 0.0 0.0
10370 41.67 0.0 0.0 0.0 0.0 0.0 16.67 0.0 0.0 0.0 0.0
10371 40.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0
10372 37.04 0.0 0.0 0.0 0.0 0.0 25.93 0.0 0.0 0.0 0.0
10373 76.28 22.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10374 76.32 21.81 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10375 74.71 22.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10376 74.2 22.75 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10377 77.55 22.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10378 77.64 22.35 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10379 83.45 0.0 0.0 0.0 0.0 0.0 0.0 15.49 0.0 0.0 0.0
10380 82.42 0.0 0.0 0.0 0.0 0.0 0.0 15.58 0.0 0.0 0.0
10381 80.82 0.0 0.0 0.0 0.0 0.0 0.0 15.95 0.0 0.0 0.0
10382 84.68 0.0 0.0 0.0 0.0 0.0 0.0 15.31 0.0 0.0 0.0
10383 84.84 0.0 0.0 0.0 0.0 0.0 0.0 15.15 0.0 0.0 0.0
10447 62.4 25.44 5.8 0.0 0.0 0.0 0.0 6.36 0.0 0.0 0.0
10448 62.4 19.08 5.8 0.0 0.0 0.0 0.0 12.72 0.0 0.0 0.0
10449 59.43 16.88 5.52 0.0 0.0 0.0 0.0 18.17 0.0 0.0 0.0
10450 62.4 6.36 5.8 0.0 0.0 0.0 0.0 25.44 0.0 0.0 0.0
10451 62.4 0.0 5.8 0.0 0.0 0.0 0.0 31.8 0.0 0.0 0.0
10471 70.0 0.0 0.0 0.0 0.0 0.0 0.0 10.0 0.0 20.0 0.0
10473 70.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0 10.0 0.0
10474 70.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 5.0 0.0
10476 70.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0
10479 70.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.0 0.0
10482 70.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0 15.0 0.0
10484 70.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 5.0 0.0
10486 70.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0
10487 70.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0
10488 70.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.0 0.0
10489 70.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.0 0.0
10509 64.99 15.02 0.0 0.0 19.99 0.0 0.0 0.0 0.0 0.0 0.0
10510 64.51 14.91 0.0 0.0 19.84 0.0 0.0 0.0 0.0 0.0 0.0
10511 64.04 14.8 0.0 0.0 19.69 0.0 0.0 0.0 0.0 0.0 0.0
10512 63.1 14.58 0.0 0.0 19.42 0.0 0.0 0.0 0.0 0.0 0.0
10513 59.65 13.79 0.0 0.0 18.34 0.0 0.0 0.0 0.0 0.0 0.0
10514 58.07 13.42 0.0 0.0 17.86 0.0 0.0 0.0 0.0 0.0 0.0
10515 56.55 13.08 0.0 0.0 17.39 0.0 0.0 0.0 0.0 0.0 0.0
