 "Young's Modulus at RT ( GPa )"
1950 83.12
1951 106.7
1952 103.2
1953 81.97
2495 56.49
2570 67.9
2576 58.2
2579 59.2
2580 55.2
2582 53.9
2583 52.1
2584 59.2
2586 56.6
2587 70.38
2588 80.73
2592 63.0
2706 105.6
2707 114.9
2710 121.3
2711 106.6
2712 107.5
2714 105.9
2715 116.8
2716 116.7
2717 112.5
2756 65.0
2761 86.0
2764 68.0
2766 64.0
2769 74.0
2777 70.3
2781 75.2
2791 75.3
2831 53.54
2832 54.09
2833 54.26
2834 54.11
2836 77.33
2839 75.24
2840 55.53
2841 85.65
2842 83.66
2844 82.5
2846 84.0
2849 81.6
2851 83.2
2853 98.2
2855 91.8
2857 109.7
2858 111.0
2859 109.9
2861 109.2
2862 109.4
2863 108.9
2865 104.1
2866 103.9
2867 106.8
2868 106.4
2911 78.0
2921 63.9
2941 73.5
3110 74.9
3167 75.2
3173 70.3
3179 75.3
3202 64.0
3486 60.25
3497 109.6
3498 98.17
3812 56.05
4223 54.86
4356 84.39
4357 86.24
4358 82.98
4359 84.02
4360 79.92
4361 81.96
4362 83.44
4363 81.41
4364 82.83
4600 74.0
4602 57.5
4603 73.0
4700 121.3
4703 70.0
6338 63.99
6342 84.28
6356 66.64
6357 55.86
7135 66.85
7136 73.5
7137 63.0
7138 94.2
7140 60.76
7141 63.74
7142 72.8
7146 67.7
7547 83.0
7623 60.98
7686 55.9
7687 56.1
8493 89.18
8494 99.96
8495 88.2
8496 87.22
8497 95.06
8498 91.14
8499 93.1
8818 115.0
8819 120.0
8820 125.0
9046 76.6
9047 63.7
9048 70.7
9058 70.7
9258 89.1
9261 65.3
9697 83.0
9698 83.0
9699 84.0
9700 82.0
9728 68.6
9833 75.8
9838 77.0
9846 98.0
9848 65.0
9850 87.0
9928 70.0
9929 55.0
9935 66.6
9936 67.5
9937 67.4
10335 63.31
10336 69.6
10337 70.28
10338 70.66
10339 71.12
10340 69.67
10341 68.66
10342 66.51
10343 61.66
10344 66.28
10345 60.92
10346 62.89
10347 64.25
10348 66.1
10349 68.34
10350 68.02
10351 69.22
10352 70.4
10353 71.92
10354 69.38
10356 64.79
10357 61.16
10358 59.5
10359 53.77
10360 53.77
10361 54.72
10362 60.04
10363 62.62
10364 62.39
10365 57.75
10366 50.39
10367 60.57
10368 65.36
10369 65.21
10370 60.52
10371 54.15
10527 80.1
10528 81.6
10529 87.6
10530 87.1
10531 85.1
10532 85.6
10533 90.5
10534 98.4
11400 66.8
12044 78.82
12131 64.0
12208 80.59
12209 85.0
12210 88.81
12211 92.72
12212 83.77
12213 86.96
12214 82.61
12215 84.59
12216 79.92
12217 79.62
12253 77.0
12313 88.0
12314 93.0
12315 91.0
12316 94.0
12317 101.0
12318 74.0
12319 77.0
12320 89.0
12321 91.0
12322 97.0
12323 75.0
12324 82.0
12325 89.0
12402 129.9
12403 118.6
12404 115.2
12405 111.4
13707 87.0
13886 61.74
13887 70.56
13889 69.58
13891 73.03
13893 58.8
13895 64.77
13896 68.97
13897 74.38
13898 71.65
13901 71.54
13908 86.12
13910 86.24
13917 57.82
13920 65.0
13922 70.96
13927 70.0
13929 58.8
13931 59.78
13933 63.7
13934 67.522
13938 50.96
13940 63.7
13941 83.0
13942 75.79
13947 53.51
13963 61.74
13969 61.74
13978 66.15
13981 73.08
13987 71.65
13991 89.74
13994 72.34
13996 57.87
13997 55.12
14005 56.0
14047 72.0
14052 74.0
14422 70.56
14526 65.46
14528 72.23
14570 73.0
14571 73.0
14911 82.7
14912 80.2
14913 79.1
14914 76.3
14915 76.2
15368 74.41
15369 86.12
15371 85.44
15393 104.9
15394 106.3
15395 109.7
15396 113.9
15397 118.7
15398 121.4
15436 56.05
15508 68.9
15509 68.9
15510 68.4
15533 82.662
15534 79.971
15535 78.936
15536 76.314
15537 76.245
15631 73.5
15806 103.8
15807 113.5
15808 122.0
15870 70.4
15874 82.52
15875 83.2
16128 70.77
16129 70.12
16130 63.98
16131 65.34
16345 116.2
16346 113.6
16347 114.5
16348 113.1
16349 112.0
16350 114.6
16351 115.5
16352 114.8
16353 116.5
16354 116.2
16355 119.0
16356 115.6
16357 113.1
16358 110.4
16359 115.2
16360 121.4
16361 113.0
16362 105.2
16363 107.8
16560 101.7
16561 64.21
16562 67.6
16563 72.41
16564 84.14
16565 72.73
16566 72.09
16567 73.12
16568 70.67
16569 72.15
16570 62.51
16571 76.0
16572 68.0
16573 63.9
16574 79.5
16575 63.5
16576 76.31
16577 77.41
16578 80.5
16579 87.59
16581 55.43
16582 55.4
16583 56.71
16584 56.2
16585 53.93
16587 54.1
16588 53.8
16589 54.26
16590 54.0
16591 88.33
16592 86.83
16593 84.95
16594 73.73
16595 58.82
16596 62.76
16597 66.18
16598 69.12
16599 71.81
16600 64.22
16602 69.12
16603 72.55
16604 73.77
16605 71.57
16606 69.12
16607 72.06
16609 75.45
16610 73.77
16611 70.34
16618 72.3
16619 70.6
16620 68.63
16621 66.67
16622 64.95
16874 75.48
16974 74.4
16977 74.5
16979 80.2
16982 76.8
16983 77.8
16984 78.2
16985 79.0
16986 79.8
16987 79.3
16988 80.3
16989 81.0
16990 81.4
16991 80.8
16992 65.3
16993 63.8
16994 61.2
16995 60.9
16996 61.0
16997 60.6
16998 60.3
16999 60.1
17000 58.7
17001 58.5
17002 57.4
17003 66.9
17004 68.0
17008 56.5
17009 55.7
17337 55.0
17339 67.0
17340 56.0
17344 55.0
17346 67.0
17347 56.0
