 "Young's Modulus at RT ( GPa )"
17385 115.0
17954 84.48
17973 81.34
17975 82.91
18045 53.13
18046 58.65
18049 60.72
18127 125.4
18197 110.0
18198 95.0
18199 110.0
18532 59.01
18716 110.7
18717 106.8
18718 106.8
18719 99.96
18720 86.24
18721 77.42
18722 73.5
18924 107.8
18925 92.12
18926 99.67
18927 115.6
18928 111.7
18929 111.7
18930 111.7
18931 109.8
18932 109.8
18933 108.8
18934 108.8
18935 108.8
18936 106.8
18937 105.8
18938 104.9
18939 101.9
18940 100.9
18941 99.96
18942 98.98
18943 94.08
18944 90.16
18945 98.0
18946 103.9
18947 103.9
18948 109.8
18949 118.6
19121 63.8
19122 84.1
19123 86.0
19124 86.2
19126 93.0
19127 91.0
19128 91.0
19129 92.0
19130 94.0
19208 55.0
19210 67.0
19211 56.0
19370 84.0
19371 84.7
19372 84.7
19374 86.8
19380 87.0
19483 51.75
19521 66.93
19522 67.62
19597 80.73
19608 73.83
19609 85.56
19967 117.5
19968 111.9
19969 113.4
19970 114.6
19978 125.1
19979 124.3
19980 127.8
19981 115.4
19982 112.2
19983 113.0
19984 113.8
19985 120.5
19986 109.2
19987 111.8
19988 118.0
19989 120.9
19990 121.6
19991 123.9
19992 125.6
19993 124.3
19994 124.6
19995 124.8
19996 124.0
19997 129.5
19998 128.7
19999 130.0
20003 109.2
20004 106.7
20005 108.3
20006 110.3
20007 112.5
20008 114.0
20009 114.2
20010 113.2
20018 104.0
20019 104.6
20020 110.2
20021 109.2
20023 128.9
20024 124.9
20025 122.5
20026 119.3
20032 124.9
20042 117.4
20043 124.7
20044 128.3
20062 72.5
20114 79.35
20115 80.04
20116 85.56
20117 87.63
20118 93.84
20119 93.84
20120 97.98
20121 99.36
20122 103.5
20123 107.0
20124 110.4
20125 100.1
20127 100.7
20128 100.1
20129 98.67
20130 91.43
20131 100.1
20132 105.6
20133 100.1
20134 103.2
20135 115.9
20136 110.4
20137 102.8
20138 91.08
20139 103.5
20140 111.8
20141 110.4
20142 107.0
20143 107.0
20144 115.9
20145 109.7
20146 107.0
20147 104.9
20148 96.6
20149 89.7
20150 91.08
20151 86.25
20152 79.35
20153 122.8
20154 97.29
20155 100.1
20156 95.22
20157 97.29
20158 100.7
20159 96.6
20160 100.1
21198 71.07
21199 97.98
21235 81.42
21671 87.81
21673 72.13
21674 72.91
21675 64.78
21676 68.89
21677 70.07
21678 70.56
21679 77.32
21680 77.52
21681 93.51
21682 78.67
21683 67.7
22047 79.6
22430 70.56
22442 58.31
22443 61.74
22465 65.27
22466 71.15
22467 88.69
22469 64.68
22470 72.52
22482 56.84
22500 56.88
22501 56.65
22502 55.26
22503 57.05
22505 53.16
22506 79.77
22517 56.84
22518 58.21
22519 67.62
22529 71.34
22554 62.72
22569 73.5
22604 94.08
22638 65.66
22654 109.8
22655 118.7
22741 63.48
22764 67.62
22765 66.93
22766 62.1
22856 91.8
22857 91.1
22858 91.6
22859 88.9
22860 88.4
22863 86.7
22864 86.4
22865 86.2
22868 86.8
22869 88.9
22870 86.3
22871 85.8
22872 82.6
22873 84.4
22874 82.0
22875 83.8
22965 73.3
23012 72.45
23014 50.76
23020 126.9
23022 72.45
23117 83.0
23118 83.0
23121 82.0
23122 84.0
23495 123.5
23497 99.96
23498 112.7
23499 114.7
23505 119.6
23509 118.6
23511 118.6
23513 116.6
23517 123.5
23528 118.6
23533 119.6
23537 119.6
23539 123.5
23540 123.5
23546 108.8
23547 101.9
23548 94.08
23915 58.12
23916 60.53
23917 62.07
23918 62.99
23919 65.67
23920 66.69
23921 68.28
23922 68.95
23923 71.06
23924 67.76
