 SiO2 Na2O Al2O3 B2O3 CaO MgO K2O Li2O PbO BaO ZnO
16353 32.05 0.0 15.11 0.0 20.6 19.11 0.0 0.0 0.0 0.0 0.0
16354 34.1 0.0 16.07 0.0 14.61 20.33 0.0 0.0 0.0 0.0 0.0
16355 36.42 0.0 17.17 0.0 7.8 21.71 0.0 0.0 0.0 0.0 0.0
16356 43.93 0.0 17.26 0.0 0.0 21.83 0.0 0.0 0.0 0.0 0.0
16357 41.45 0.0 13.96 0.0 0.0 35.31 0.0 0.0 0.0 0.0 0.0
16358 52.67 0.0 17.73 0.0 0.0 22.43 0.0 0.0 0.0 0.0 0.0
16359 48.29 0.0 18.97 0.0 0.0 23.99 0.0 0.0 0.0 0.0 0.0
16360 43.25 0.0 20.39 0.0 0.0 25.78 0.0 0.0 0.0 0.0 0.0
16361 37.2 0.0 14.62 0.0 0.0 36.97 0.0 0.0 0.0 0.0 0.0
16362 40.23 0.0 18.06 11.57 0.0 22.84 0.0 0.0 0.0 0.0 0.0
16363 45.62 0.0 17.92 6.56 0.0 22.66 0.0 0.0 0.0 0.0 0.0
16560 49.58 0.0 4.94 0.0 18.7 15.02 0.0 0.0 0.0 0.0 0.0
16561 83.1 3.8 1.3 11.5 0.0 0.0 0.3 0.0 0.0 0.0 0.0
16562 73.5 14.9 0.6 0.0 5.4 5.3 0.3 0.0 0.0 0.0 0.0
16563 70.7 12.4 0.6 0.0 10.5 5.8 0.0 0.0 0.0 0.0 0.0
16564 57.7 0.5 9.0 7.8 25.0 0.0 0.0 0.0 0.0 0.0 0.0
16565 73.2 13.7 0.0 1.3 10.2 0.0 1.6 0.0 0.0 0.0 0.0
16566 75.2 14.7 0.0 4.4 2.4 0.0 3.3 0.0 0.0 0.0 0.0
16567 74.0 8.1 0.0 7.9 0.0 0.0 10.0 0.0 0.0 0.0 0.0
16568 66.2 0.5 0.0 4.2 0.0 0.0 6.0 0.0 0.0 16.1 7.0
16569 63.5 1.1 1.2 5.5 0.0 0.0 5.9 0.0 0.0 15.5 7.3
16570 66.8 0.0 0.0 0.0 0.0 0.0 7.3 0.0 9.5 7.7 8.7
16571 62.4 3.0 0.0 5.1 0.0 0.0 5.2 0.0 2.0 14.8 7.5
16572 71.6 3.8 0.0 3.5 0.0 0.0 7.9 0.0 0.0 9.5 3.7
16573 68.9 2.0 0.0 0.0 0.0 0.0 7.2 0.0 6.9 7.1 7.9
16574 71.5 7.8 0.0 11.5 0.0 0.0 8.2 0.0 0.0 0.0 1.0
16575 77.7 6.5 0.0 0.0 0.0 0.0 9.7 0.0 3.1 0.0 3.0
16576 56.7 0.3 4.3 5.6 0.0 0.0 0.4 0.0 0.6 26.0 6.1
16577 55.6 0.0 3.7 8.4 3.5 0.0 0.0 0.0 0.1 24.3 4.4
16578 54.5 0.0 2.4 12.9 6.7 0.0 0.0 0.0 0.0 23.5 0.0
16579 58.6 1.0 12.4 3.5 6.1 18.4 0.0 0.0 0.0 0.0 0.0
16581 76.8 0.6 0.0 0.0 0.0 0.0 8.7 0.0 13.6 0.3 0.0
16582 72.0 3.2 0.0 0.0 0.0 0.0 8.4 0.0 16.4 0.0 0.0
16583 69.6 7.3 0.0 0.0 0.0 0.0 5.6 0.0 17.5 0.0 0.0
16584 71.1 4.5 0.0 0.0 0.0 0.0 5.6 0.0 18.8 0.0 0.0
16585 69.2 1.1 0.0 0.0 0.0 0.0 6.9 0.0 22.8 0.0 0.0
16587 66.8 0.0 0.0 0.0 0.0 0.0 5.3 0.0 27.9 0.0 0.0
16588 63.4 0.0 0.0 0.0 0.0 0.0 8.3 0.0 28.3 0.0 0.0
16589 64.6 0.0 0.0 0.0 0.0 0.0 3.8 0.0 31.6 0.0 0.0
16590 61.7 0.0 0.0 0.0 0.0 0.0 2.9 0.0 35.4 0.0 0.0
16591 42.9 14.2 0.0 28.7 14.2 0.0 0.0 0.0 0.0 0.0 0.0
16592 50.05 14.21 0.0 21.52 14.21 0.0 0.0 0.0 0.0 0.0 0.0
16593 57.3 14.2 0.0 14.3 14.2 0.0 0.0 0.0 0.0 0.0 0.0
16594 71.0 14.5 0.0 0.0 14.5 0.0 0.0 0.0 0.0 0.0 0.0
16595 52.0 16.0 12.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16596 56.0 16.0 12.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16597 60.0 16.0 12.0 12.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16598 64.0 16.0 12.0 8.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16599 68.0 16.0 12.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16600 52.0 16.0 8.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16602 60.0 16.0 8.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16603 64.0 16.0 8.0 12.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16604 68.0 16.0 8.0 8.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16605 72.0 16.0 8.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16606 56.0 16.0 4.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16607 60.0 16.0 4.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16609 68.0 16.0 4.0 12.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16610 72.0 16.0 4.0 8.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16611 76.0 16.0 4.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16618 64.0 16.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16619 68.0 16.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16620 72.0 16.0 12.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16621 76.0 16.0 8.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16622 80.0 16.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16874 48.54 32.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16974 76.9 0.0 0.0 0.0 0.0 0.0 0.0 23.1 0.0 0.0 0.0
16977 83.3 0.0 8.35 0.0 0.0 0.0 0.0 8.35 0.0 0.0 0.0
16979 66.7 0.0 16.65 0.0 0.0 0.0 0.0 16.65 0.0 0.0 0.0
16982 75.8 0.0 7.55 0.0 0.0 0.0 0.0 16.65 0.0 0.0 0.0
16983 72.5 0.0 7.25 0.0 0.0 0.0 0.0 20.25 0.0 0.0 0.0
16984 69.4 0.0 6.95 0.0 0.0 0.0 0.0 23.65 0.0 0.0 0.0
16985 66.7 0.0 6.65 0.0 0.0 0.0 0.0 26.65 0.0 0.0 0.0
16986 64.1 0.0 6.4 0.0 0.0 0.0 0.0 29.5 0.0 0.0 0.0
16987 62.7 0.0 6.3 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0
16988 61.7 0.0 6.2 0.0 0.0 0.0 0.0 32.1 0.0 0.0 0.0
16989 59.5 0.0 5.95 0.0 0.0 0.0 0.0 34.55 0.0 0.0 0.0
16990 57.5 0.0 5.75 0.0 0.0 0.0 0.0 36.75 0.0 0.0 0.0
16991 55.6 0.0 5.55 0.0 0.0 0.0 0.0 38.85 0.0 0.0 0.0
16992 75.8 16.65 7.55 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16993 69.4 23.65 6.95 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16994 68.0 25.2 6.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16995 66.7 26.65 6.65 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16996 66.1 27.25 6.65 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16997 64.9 28.65 6.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16998 63.6 30.05 6.35 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16999 62.5 31.25 6.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
17000 59.5 34.55 5.95 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
17001 55.6 38.85 5.55 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
17002 50.5 42.95 6.55 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
17003 83.3 8.35 8.35 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
17004 66.7 16.65 16.65 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
17008 76.9 23.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
17009 71.4 28.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
17337 10.0 0.0 0.0 15.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0
17339 15.0 0.0 0.0 20.0 0.0 0.0 5.0 0.0 0.0 0.0 0.0
17340 20.0 0.0 0.0 5.0 0.0 0.0 5.0 0.0 0.0 0.0 10.0
17344 9.99 0.0 0.0 14.99 0.0 0.0 9.99 0.0 0.0 0.0 0.0
17346 14.98 0.0 0.0 19.98 0.0 0.0 4.98 0.0 0.0 0.0 0.0
17347 19.98 0.0 0.0 4.99 0.0 0.0 4.99 0.0 0.0 0.0 9.98
17385 33.68 0.0 27.2 0.0 0.0 27.9 0.0 0.0 0.0 0.0 0.0
17954 23.18 0.0 17.08 5.0 37.13 0.0 0.0 0.0 0.0 0.0 0.0
17973 17.93 0.0 17.98 5.3 42.63 0.0 0.0 0.0 0.0 0.0 0.0
17975 17.98 0.0 17.71 5.21 41.9 0.0 0.0 0.0 0.0 0.0 0.0
18045 56.34 2.77 5.7 0.0 32.52 0.46 1.98 0.0 0.0 0.0 0.0
18046 48.6 2.39 4.93 0.0 41.79 0.39 1.71 0.0 0.0 0.0 0.0
18049 46.99 2.31 4.76 0.0 22.12 21.97 1.65 0.0 0.0 0.0 0.0
18127 26.72 0.0 0.0 0.0 62.99 0.0 0.0 0.0 0.0 0.0 0.0
18197 34.97 0.0 21.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
18198 50.0 0.0 26.52 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
18199 38.0 0.0 22.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
18532 83.34 16.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
18716 41.31 0.0 4.42 0.0 0.0 14.56 0.0 0.0 0.0 0.0 0.0
18717 38.16 0.0 2.55 0.0 18.31 18.34 0.0 1.6 0.0 0.0 0.0
18718 38.56 0.0 2.58 0.0 18.57 18.55 0.0 1.56 0.0 0.0 0.0
18719 43.75 0.0 2.57 0.0 17.97 18.01 0.0 0.0 0.0 0.0 0.0
18720 53.97 0.0 12.07 0.0 1.1 24.56 0.0 0.0 0.0 0.0 0.0
18721 54.1 0.76 8.66 13.97 19.67 0.58 0.12 0.0 0.0 0.0 1.52
18722 71.54 12.04 2.69 0.4 8.96 0.9 1.89 0.0 0.0 0.0 0.0
18924 49.99 0.0 2.94 0.0 20.35 20.87 0.0 0.0 0.0 0.0 0.0
18925 53.35 0.0 5.34 0.0 20.11 15.87 0.0 0.0 0.0 5.33 0.0
18926 47.27 0.0 4.72 0.0 17.89 14.22 0.0 0.0 0.0 4.71 0.0
18927 46.54 0.0 3.87 0.0 20.37 20.37 0.0 0.0 0.0 0.0 0.0
18928 47.26 0.0 3.93 0.0 20.68 20.68 0.0 0.0 0.0 0.0 1.55
18929 47.41 0.0 3.94 0.0 20.75 20.75 0.0 0.0 0.0 0.0 0.0
18930 47.41 0.0 3.94 0.0 20.75 20.75 0.0 0.0 0.0 0.0 0.0
18931 46.54 0.0 3.87 0.0 23.42 20.37 0.0 0.0 0.0 0.0 0.0
18932 47.01 0.0 5.98 0.0 20.58 20.58 0.0 0.0 0.0 0.0 0.0
18933 46.54 0.0 3.87 0.0 20.37 20.37 0.0 0.0 0.0 0.0 3.05
18934 46.54 0.0 3.87 0.0 20.37 20.37 0.0 0.0 0.0 0.0 0.0
18935 47.02 0.0 3.91 0.0 20.58 20.58 0.0 0.0 0.0 0.0 0.0
18936 46.54 0.0 3.87 0.0 20.37 20.37 0.0 0.0 0.0 0.0 0.0
18937 46.54 0.0 3.87 0.0 20.37 20.37 0.0 0.0 0.0 0.0 0.0
18938 47.41 0.0 3.94 0.0 20.75 20.75 0.0 0.0 0.0 0.0 0.0
18939 46.54 0.0 3.87 0.0 20.37 20.37 0.0 0.0 0.0 0.0 0.0
18940 46.54 0.0 3.87 0.0 20.37 20.37 0.0 0.0 0.0 3.05 0.0
18941 46.54 0.0 3.87 0.0 20.37 20.37 0.0 0.0 0.0 0.0 0.0
18942 47.02 0.0 3.91 2.06 20.58 20.58 0.0 0.0 0.0 0.0 0.0
18943 46.54 0.0 3.87 0.0 20.37 20.37 0.0 0.0 0.0 0.0 0.0
18944 46.54 0.0 3.87 0.0 20.37 20.37 0.0 0.0 0.0 0.0 0.0
18945 51.14 0.0 3.99 0.0 21.0 21.0 0.0 0.0 0.0 0.0 0.0
18946 51.15 0.0 3.99 0.0 21.01 17.86 0.0 0.0 0.0 0.0 0.0
18947 51.15 0.0 3.99 0.0 17.86 21.01 0.0 0.0 0.0 0.0 0.0
18948 50.52 0.0 1.88 0.0 20.83 20.83 0.0 0.0 0.0 0.0 0.0
18949 48.0 0.0 3.99 0.0 21.01 21.01 0.0 0.0 0.0 0.0 0.0
19121 61.0 30.0 9.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19122 61.0 9.0 9.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 0.0
19123 61.0 4.0 9.0 0.0 0.0 0.0 0.0 26.0 0.0 0.0 0.0
19124 61.0 3.0 9.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0
19126 69.7 0.0 10.0 0.0 0.0 20.3 0.0 0.0 0.0 0.0 0.0
19127 69.7 0.0 12.0 0.0 0.0 18.3 0.0 0.0 0.0 0.0 0.0
19128 69.77 0.0 15.12 0.0 0.0 15.12 0.0 0.0 0.0 0.0 0.0
19129 69.7 0.0 16.8 0.0 0.0 13.5 0.0 0.0 0.0 0.0 0.0
19130 69.7 0.0 19.1 0.0 0.0 11.2 0.0 0.0 0.0 0.0 0.0
19208 10.0 0.0 0.0 15.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0
19210 14.98 0.0 0.0 19.98 0.0 0.0 4.99 0.0 0.0 0.0 0.0
19211 19.99 0.0 0.0 4.99 0.0 0.0 4.99 0.0 0.0 0.0 9.98
19370 60.64 8.74 0.55 0.0 0.0 0.0 1.26 3.54 0.0 2.75 0.86
19371 59.81 9.1 0.69 0.0 0.0 0.0 1.34 3.99 0.0 2.61 0.0
19372 60.29 9.51 1.09 0.0 0.0 0.0 1.84 3.93 0.0 1.22 0.0
19374 59.08 7.44 0.41 0.0 0.0 0.0 3.39 4.02 0.0 1.48 0.0
19380 58.52 9.86 0.41 0.0 0.0 0.0 1.86 3.98 0.0 1.23 0.0
19483 71.56 13.78 0.76 0.0 8.73 5.18 0.0 0.0 0.0 0.0 0.0
19521 96.93 0.19 0.23 2.52 0.0 0.0 0.13 0.0 0.0 0.0 0.0
19522 83.11 3.8 1.33 11.5 0.0 0.0 0.26 0.0 0.0 0.0 0.0
19597 67.67 8.07 0.0 24.26 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19608 66.94 0.0 2.34 0.0 0.0 0.0 0.0 29.52 0.0 0.0 0.0
19609 67.99 0.0 5.72 0.0 0.0 0.0 0.0 26.29 0.0 0.0 0.0
19967 12.89 0.0 23.74 4.39 39.46 0.0 0.0 0.0 0.0 0.0 0.0
19968 17.46 0.0 24.15 4.54 40.19 0.0 0.0 0.0 0.0 0.0 0.0
19969 13.72 0.0 25.26 4.66 41.94 0.0 0.0 0.0 0.0 0.0 0.0
19970 9.52 0.0 26.52 4.98 44.07 0.0 0.0 0.0 0.0 0.0 0.0
19978 42.35 0.0 2.52 0.0 18.11 12.6 0.0 0.0 0.0 0.0 0.0
19979 43.38 0.0 0.0 0.0 18.6 12.94 0.0 0.0 0.0 0.0 0.0
19980 32.76 0.0 9.65 0.0 17.55 12.29 0.0 0.0 0.0 1.95 0.0
19981 8.79 0.0 24.39 4.51 40.53 0.0 0.0 0.0 0.0 1.74 0.0
19982 13.46 0.0 24.81 4.66 41.28 0.0 0.0 0.0 0.0 1.76 0.0
19983 9.38 0.0 26.0 4.79 43.17 0.0 0.0 0.0 0.0 1.82 0.0
19984 4.9 0.0 27.31 5.13 45.38 0.0 0.0 0.0 0.0 1.92 0.0
19985 48.02 0.0 5.65 0.0 10.27 7.73 0.0 0.0 0.0 0.0 0.0
19986 54.91 0.0 6.46 0.0 11.75 8.24 0.0 0.0 0.0 0.0 0.0
19987 52.07 0.0 6.13 0.0 11.14 15.5 0.0 0.0 0.0 0.0 0.0
19988 49.74 0.0 5.85 0.0 10.64 7.47 0.0 0.0 0.0 0.0 0.0
19989 50.8 0.0 5.98 0.0 10.86 15.12 0.0 0.0 0.0 0.0 0.0
19990 48.57 0.0 5.72 0.0 10.39 7.3 0.0 0.0 0.0 0.0 0.0
19991 46.34 0.0 5.45 0.0 9.91 13.79 0.0 0.0 0.0 0.0 0.0
19992 47.34 0.0 11.17 0.0 0.0 14.12 0.0 0.0 0.0 0.0 0.0
19993 46.29 0.0 8.19 0.0 4.96 13.8 0.0 0.0 0.0 0.0 0.0
19994 44.32 0.0 2.61 0.0 14.24 13.21 0.0 0.0 0.0 0.0 0.0
19995 45.28 0.0 5.34 0.0 9.7 13.5 0.0 0.0 0.0 0.0 0.0
19996 41.11 0.0 9.69 0.0 13.17 12.26 0.0 0.0 0.0 0.0 0.0
19997 28.03 0.0 11.02 0.0 20.02 13.93 0.0 0.0 0.0 0.0 0.0
19998 34.12 0.0 10.08 0.0 18.33 12.75 0.0 0.0 0.0 0.0 0.0
19999 33.49 0.0 9.87 0.0 17.94 12.48 0.0 0.0 0.0 0.0 0.0
20003 9.95 0.0 27.72 5.21 46.06 7.42 0.0 0.0 0.0 0.0 0.0
20004 5.01 0.0 27.61 10.28 45.98 7.46 0.0 0.0 0.0 0.0 0.0
20005 5.14 0.0 28.36 7.93 47.2 7.65 0.0 0.0 0.0 0.0 0.0
20006 5.25 0.0 29.13 5.46 48.48 7.83 0.0 0.0 0.0 0.0 0.0
20007 5.38 0.0 29.97 2.79 49.87 8.02 0.0 0.0 0.0 0.0 0.0
20008 5.5 0.0 30.37 1.44 50.47 8.2 0.0 0.0 0.0 0.0 0.0
20009 5.42 0.0 29.82 1.87 49.58 8.08 0.0 0.0 0.0 0.0 0.0
20010 5.68 0.0 31.19 0.0 51.88 8.47 0.0 0.0 0.0 0.0 0.0
20018 11.64 0.0 28.29 0.0 52.39 0.0 0.0 0.0 0.0 7.68 0.0
20019 6.23 0.0 29.99 0.0 55.64 0.0 0.0 0.0 0.0 8.14 0.0
20020 5.8 0.0 32.13 0.0 53.43 8.64 0.0 0.0 0.0 0.0 0.0
20021 11.48 0.0 30.12 0.0 49.84 8.56 0.0 0.0 0.0 0.0 0.0
20023 32.92 0.0 7.28 7.1 0.0 27.0 0.0 0.0 0.0 0.0 0.0
20024 28.97 0.0 7.32 10.71 0.0 27.15 0.0 0.0 0.0 0.0 0.0
20025 24.97 0.0 7.36 14.37 0.0 27.3 0.0 0.0 0.0 0.0 0.0
20026 20.93 0.0 7.4 18.06 0.0 27.46 0.0 0.0 0.0 0.0 0.0
20032 47.25 0.0 2.32 0.0 0.0 25.83 0.0 0.0 0.0 0.0 0.0
20042 52.81 0.0 5.72 0.0 0.0 21.21 0.0 0.0 0.0 0.0 0.0
20043 49.03 0.0 6.2 0.0 0.0 22.95 0.0 0.0 0.0 0.0 0.0
20044 45.16 0.0 6.64 0.0 0.0 24.71 0.0 0.0 0.0 0.0 0.0
20062 71.6 13.03 0.05 0.0 9.39 5.69 0.02 0.0 0.0 0.0 0.0
20114 10.0 0.0 30.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0
20115 10.0 10.0 30.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0
20116 10.0 0.0 30.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0
20117 10.0 0.0 30.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0
20118 10.0 0.0 30.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0
20119 10.0 0.0 30.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0
20120 10.0 0.0 30.0 0.0 50.0 0.0 0.0 10.0 0.0 0.0 0.0
20121 10.0 0.0 30.0 0.0 50.0 0.0 0.0 0.0 0.0 10.0 0.0
20122 10.0 0.0 30.0 0.0 50.0 10.0 0.0 0.0 0.0 0.0 0.0
20123 10.0 0.0 30.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 10.0
20124 10.0 0.0 30.0 0.0 50.0 0.0 0.0 0.0 10.0 0.0 0.0
20125 4.0 0.0 32.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0
20127 7.0 0.0 30.0 0.0 63.0 0.0 0.0 0.0 0.0 0.0 0.0
20128 4.0 0.0 30.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0
20129 10.0 0.0 30.0 0.0 55.0 0.0 0.0 0.0 0.0 5.0 0.0
20130 4.0 0.0 30.0 0.0 54.0 0.0 0.0 0.0 0.0 12.0 0.0
20131 4.0 0.0 30.0 0.0 60.0 0.0 0.0 0.0 0.0 6.0 0.0
20132 10.0 0.0 30.0 0.0 45.0 15.0 0.0 0.0 0.0 0.0 0.0
20133 10.0 0.0 30.0 0.0 55.0 5.0 0.0 0.0 0.0 0.0 0.0
20134 4.0 0.0 30.0 0.0 54.0 12.0 0.0 0.0 0.0 0.0 0.0
20135 4.0 0.0 30.0 0.0 57.0 9.0 0.0 0.0 0.0 0.0 0.0
20136 4.0 0.0 30.0 0.0 60.0 6.0 0.0 0.0 0.0 0.0 0.0
20137 4.0 0.0 30.0 0.0 63.0 3.0 0.0 0.0 0.0 0.0 0.0
20138 10.0 0.0 30.0 0.0 55.0 0.0 0.0 0.0 0.0 0.0 5.0
20139 10.0 0.0 30.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 20.0
20140 10.0 0.0 30.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 25.0
20141 10.0 0.0 30.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 30.0
20142 4.0 0.0 32.0 0.0 54.0 0.0 0.0 0.0 0.0 0.0 10.0
20143 4.0 0.0 32.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 15.0
20144 4.0 0.0 32.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 20.0
20145 4.0 0.0 32.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 30.0
20146 4.0 6.0 30.0 0.0 60.0 0.0 0.0 0.0 0.0 0.0 0.0
20147 4.0 12.0 30.0 0.0 54.0 0.0 0.0 0.0 0.0 0.0 0.0
20148 4.0 16.0 30.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0
20149 4.0 19.0 30.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0
20150 4.0 0.0 25.0 5.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0
20151 4.0 0.0 20.0 10.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0
20152 4.0 0.0 15.0 15.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0
20153 4.0 0.0 32.0 0.0 44.0 5.0 0.0 5.0 0.0 0.0 10.0
20154 10.0 0.0 30.0 0.0 55.0 0.0 0.0 5.0 0.0 0.0 0.0
20155 7.0 0.0 30.0 0.0 50.0 0.0 0.0 13.0 0.0 0.0 0.0
20156 7.0 0.0 30.0 0.0 48.0 0.0 0.0 15.0 0.0 0.0 0.0
20157 7.0 0.0 30.0 0.0 47.0 0.0 0.0 16.0 0.0 0.0 0.0
20158 7.0 0.0 30.0 0.0 41.0 0.0 0.0 22.0 0.0 0.0 0.0
20159 10.0 0.0 30.0 0.0 41.0 0.0 0.0 19.0 0.0 0.0 0.0
20160 10.0 0.0 30.0 0.0 38.0 0.0 0.0 22.0 0.0 0.0 0.0
21198 65.72 0.0 12.49 9.15 0.0 12.64 0.0 0.0 0.0 0.0 0.0
21199 65.45 0.0 9.95 7.29 0.0 12.59 0.0 0.0 0.0 0.0 2.33
21235 71.1 0.47 16.18 0.36 0.0 0.0 0.06 11.02 0.0 0.0 0.0
21671 60.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0
21673 60.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0
21674 60.0 15.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0
21675 60.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0
21676 60.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0
21677 40.0 15.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0
21678 50.0 15.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0
21679 50.0 15.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0
21680 60.0 15.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0
21681 61.9 0.0 5.61 0.0 0.0 0.0 0.0 28.73 0.0 0.0 0.0
21682 59.18 0.0 0.0 0.0 9.75 0.0 0.0 27.47 0.0 0.0 0.0
21683 57.01 0.0 0.0 0.0 0.0 13.07 0.0 26.46 0.0 0.0 0.0
22047 75.0 0.0 12.5 0.0 2.5 0.0 0.0 0.0 0.0 0.0 0.0
22430 75.86 9.59 0.35 0.0 11.69 0.0 2.5 0.0 0.0 0.0 0.0
22442 82.82 4.19 1.63 11.02 0.33 0.0 0.0 0.0 0.0 0.0 0.0
22443 81.89 4.95 1.57 11.56 0.01 0.0 0.0 0.0 0.0 0.01 0.0
22465 69.64 14.0 1.52 1.78 7.74 0.0 0.0 0.0 0.0 0.0 5.33
22466 75.03 11.11 3.07 10.79 0.0 0.0 0.0 0.0 0.0 0.0 0.0
22467 56.23 0.0 13.13 9.15 5.68 15.81 0.0 0.0 0.0 0.0 0.0
22469 69.28 14.43 1.51 1.77 7.7 0.0 0.0 0.0 0.0 0.0 5.31
22470 77.39 13.0 1.21 3.56 2.21 0.0 2.63 0.0 0.0 0.0 0.0
22482 75.65 4.97 0.47 0.0 0.0 0.0 8.7 0.0 10.21 0.0 0.0
22500 77.05 7.96 3.15 0.0 0.0 0.0 5.02 1.36 0.0 5.36 0.0
22501 73.81 9.2 4.13 0.0 0.61 0.5 4.75 1.37 0.0 5.62 0.0
22502 76.33 9.42 2.07 0.0 0.71 0.33 4.86 1.34 0.0 4.93 0.0
22503 75.96 8.8 3.69 0.0 0.0 0.0 5.07 1.34 0.0 5.13 0.0
22505 77.33 7.77 3.23 0.0 0.0 0.0 5.04 1.6 0.0 5.02 0.0
22506 61.66 23.06 4.24 1.54 3.95 1.49 3.29 0.0 0.0 0.0 0.77
22517 69.83 6.94 0.12 22.45 0.0 0.0 0.0 0.0 0.11 0.0 0.0
22518 72.27 3.0 0.0 20.24 0.0 0.0 3.82 0.0 0.11 0.0 0.0
22519 81.1 6.28 0.0 7.46 1.15 0.0 0.89 0.0 0.0 1.39 0.0
22529 78.19 7.07 3.07 9.0 1.67 0.0 1.0 0.0 0.0 0.0 0.0
22554 76.1 1.79 1.53 15.94 1.16 0.0 2.0 0.0 1.46 0.0 0.0
