SiO2 Na2O B2O3 CaO Al2O3 K2O Li2O MgO PbO BaO TiO2 GeO2 ZnO "Young's Modulus at RT ( GPa )" "Density at RT ( g/cm3 )"
63.81 0.76 0.0 13.32 11.11 0.0 0.0 10.26 0.0 0.0 0.59 0.0 0.0 84.18 2.567
71.7 12.2 0.0 8.8 1.1 0.6 0.0 5.6 0.0 0.0 0.0 0.0 0.0 72.0 2.5
78.6 13.3 0.0 1.0 2.0 1.1 0.0 4.0 0.0 0.0 0.0 0.0 0.0 68.0 2.4
83.57 3.52 11.38 0.0 1.53 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 61.0 2.21
67.17 0.0 9.95 5.53 11.3 0.0 0.0 4.58 0.0 1.38 0.0 0.0 0.0 78.0 2.4281
68.27 0.0 9.2 6.8 10.72 0.0 0.0 4.5 0.0 0.42 0.0 0.0 0.0 79.0 2.394
68.76 0.0 4.96 5.57 11.76 0.0 0.0 3.02 0.0 5.0 0.0 0.0 0.0 78.1 2.61
67.43 0.0 3.93 5.48 11.75 0.0 0.0 5.48 0.0 3.64 0.0 0.0 0.0 80.0 2.611
65.56 0.0 7.8 13.32 9.99 0.0 0.0 0.0 0.0 3.1 0.0 0.0 0.0 76.0 2.67
63.83 0.0 8.01 12.43 10.94 0.0 0.0 0.0 0.0 4.55 0.0 0.0 0.0 77.0 2.63
63.62 0.0 8.99 12.39 10.23 0.0 0.0 0.0 0.0 4.53 0.0 0.0 0.0 76.0 2.62
63.2 0.0 9.01 12.42 10.59 0.0 0.0 0.0 0.0 4.54 0.0 0.0 0.0 75.0 2.63
62.76 0.0 9.03 12.46 10.28 0.0 0.0 0.0 0.0 4.56 0.0 0.0 0.0 77.0 2.65
62.91 0.0 9.05 12.48 10.3 0.0 0.0 0.0 0.0 5.02 0.0 0.0 0.0 76.0 2.65
67.28 0.0 10.23 9.41 9.64 0.0 0.0 0.49 0.0 0.0 0.0 0.0 0.0 73.0 2.44
73.5 8.5 0.0 0.0 8.4 3.7 4.1 0.0 0.0 0.0 0.0 0.0 1.7 73.0 2.43
72.0 8.4 1.4 0.0 8.2 3.6 3.9 0.0 0.0 0.0 0.0 0.0 1.6 75.0 2.46
72.2 8.0 0.0 0.0 7.9 2.0 8.3 0.0 0.0 0.0 0.0 0.0 1.5 76.0 2.43
73.8 8.0 0.0 0.0 7.8 2.0 8.3 0.0 0.0 0.0 0.0 0.0 0.0 75.0 2.39
73.95 8.67 0.0 0.0 8.67 4.33 4.33 0.0 0.0 0.0 0.0 0.0 0.0 73.0 2.4
73.94 8.67 0.0 0.0 8.67 0.0 8.67 0.0 0.0 0.0 0.0 0.0 0.0 77.0 2.39
73.95 4.33 0.0 0.0 8.67 4.33 8.67 0.0 0.0 0.0 0.0 0.0 0.0 76.0 2.38
73.95 13.0 0.0 0.0 8.67 0.0 4.33 0.0 0.0 0.0 0.0 0.0 0.0 74.0 2.4
73.95 4.33 0.0 0.0 8.67 8.67 4.33 0.0 0.0 0.0 0.0 0.0 0.0 70.0 2.4
79.82 7.14 0.0 0.0 5.71 3.57 3.57 0.0 0.0 0.0 0.0 0.0 0.0 71.0 2.37
71.67 8.57 0.0 0.0 8.45 3.71 4.12 0.0 0.0 0.0 1.7 0.0 1.67 75.0 2.46
70.2 8.59 1.4 0.0 8.47 3.72 4.13 0.0 0.0 0.0 1.71 0.0 1.67 76.0 2.46
70.7 8.65 0.0 0.0 8.53 3.75 4.16 0.0 0.0 0.0 1.72 0.0 1.69 74.0 2.45
73.79 7.15 0.0 0.0 5.74 3.55 3.66 0.0 0.0 0.0 0.0 0.0 6.0 74.0 2.5
73.95 7.12 0.0 0.0 5.69 3.55 3.59 2.97 0.0 0.0 0.0 0.0 3.02 74.0 2.45
73.82 7.12 3.03 0.0 5.7 3.6 3.64 0.0 0.0 0.0 0.0 0.0 2.98 75.0 2.45
73.83 7.14 2.0 0.0 5.7 3.56 3.6 2.04 0.0 0.0 0.0 0.0 2.02 75.0 2.43
70.36 8.5 0.0 0.0 8.48 3.66 4.14 0.0 0.0 0.0 1.71 0.0 3.04 75.0 2.48
68.99 8.52 1.4 0.0 8.5 3.67 4.14 0.0 0.0 0.0 1.71 0.0 2.96 76.0 2.49
69.39 8.58 0.0 0.0 8.57 3.76 4.18 0.0 0.0 0.0 1.73 0.0 2.99 75.0 2.48
73.11 8.43 0.0 0.0 5.09 2.4 8.4 0.0 0.0 0.0 1.3 0.0 1.25 75.0 2.46
71.77 8.45 1.23 0.0 5.11 2.41 8.44 0.0 0.0 0.0 1.31 0.0 1.26 76.0 2.46
72.43 8.54 0.0 0.0 5.16 2.44 8.52 0.0 0.0 0.0 1.32 0.0 1.27 74.0 2.45
80.17 6.95 0.0 0.0 3.38 2.28 7.2 0.0 0.0 0.0 0.007547 0.0 0.0 71.0 2.37
79.84 7.27 0.0 0.0 2.94 2.39 7.54 0.0 0.0 0.0 0.007517 0.0 0.0 71.0 2.37
78.65 7.47 0.0 0.0 3.63 2.46 7.75 0.0 0.0 0.0 0.02 0.0 0.0 72.0 2.38
78.32 7.81 0.0 0.0 3.16 2.57 8.1 0.0 0.0 0.0 0.02 0.0 0.0 71.0 2.38
77.13 7.99 0.0 0.0 3.89 2.63 8.28 0.0 0.0 0.0 0.06 0.0 0.0 72.0 2.39
76.81 8.35 0.0 0.0 3.39 2.75 8.66 0.0 0.0 0.0 0.02 0.0 0.0 71.0 2.39
75.28 7.06 0.0 0.0 3.43 2.32 7.32 0.0 0.0 0.0 0.06 0.0 4.51 74.0 2.5
73.52 8.52 0.0 0.0 8.4 3.69 4.1 0.0 0.0 0.0 0.0 0.0 1.66 73.0 2.43
72.0 8.38 1.4 0.0 8.22 3.59 3.91 0.0 0.0 0.0 0.0 0.0 1.6 75.0 2.46
72.12 8.04 0.0 0.0 7.88 1.98 8.34 0.0 0.0 0.0 0.0 0.0 1.53 76.0 2.43
73.8 7.99 0.0 0.0 7.84 1.97 8.29 0.0 0.0 0.0 0.0 0.0 0.0 75.0 2.39
73.94 8.69 0.0 0.0 8.68 4.36 4.29 0.0 0.0 0.0 0.0 0.0 0.0 73.0 2.4
70.48 8.01 0.0 0.0 4.87 0.0 16.62 0.0 0.0 0.0 0.0 0.0 0.0 77.0 2.39
74.0 4.35 0.0 0.0 8.67 4.33 8.61 0.0 0.0 0.0 0.0 0.0 0.0 76.0 2.38
73.85 13.04 0.0 0.0 8.67 0.0 4.4 0.0 0.0 0.0 0.0 0.0 0.0 74.0 2.4
73.89 4.33 0.0 0.0 8.67 8.69 4.38 0.0 0.0 0.0 0.0 0.0 0.0 70.0 2.4
68.8 0.0 9.94 8.13 10.55 0.0 0.0 2.01 0.0 0.0 0.0 0.0 0.0 73.14 2.378
68.64 0.0 9.99 8.18 10.6 0.0 0.0 2.02 0.0 0.0 0.0 0.0 0.0 73.14 2.378
64.7 2.0 2.5 16.0 7.0 2.6 0.0 3.2 0.0 2.0 0.0 0.0 0.0 87.0 2.64
61.3 3.0 2.5 16.0 7.0 3.0 0.0 3.2 0.0 4.0 0.0 0.0 0.0 88.0 2.74
63.63 2.02 2.53 16.16 10.1 2.02 0.0 3.54 0.0 0.0 0.0 0.0 0.0 90.0 2.57
62.5 3.0 3.5 15.0 10.0 3.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0 81.0 2.516
63.0 3.0 5.0 14.0 9.0 3.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0 77.0 2.497
64.0 3.0 3.5 13.5 10.0 2.0 1.0 3.0 0.0 0.0 0.0 0.0 0.0 83.0 2.505
63.0 3.0 2.5 14.0 10.0 3.0 0.0 3.5 0.0 0.0 0.0 0.0 0.0 82.0 2.546
69.66 0.0 10.1 8.71 10.35 0.0 0.0 0.16 0.0 0.0 1.02 0.0 0.0 72.1 2.35
69.34 0.0 9.1 9.9 10.44 0.0 0.0 0.16 0.0 0.0 1.06 0.0 0.0 71.9 2.37
69.79 0.0 9.63 8.6 10.28 0.0 0.0 0.16 0.0 0.0 1.54 0.0 0.0 73.0 2.35
68.44 0.0 9.99 9.19 10.6 0.0 0.0 1.21 0.0 0.0 0.0 0.0 0.0 72.45 2.384
68.59 0.0 9.94 9.14 10.55 0.0 0.0 1.21 0.0 0.0 0.0 0.0 0.0 73.14 2.383
34.0 0.0 0.0 34.0 27.9 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0 112.0 2.87
33.75 0.0 0.0 34.0 27.65 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0 107.0 2.88
33.5 0.0 0.0 34.0 27.4 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0 108.0 2.89
33.0 0.0 0.0 34.0 26.9 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0 110.0 2.92
30.0 0.0 0.0 35.9 30.0 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0 109.0 2.89
30.0 0.0 0.0 35.9 29.5 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0 111.0 2.89
30.0 0.0 0.0 35.9 29.0 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0 109.0 2.91
30.0 0.0 0.0 35.9 28.0 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0 110.0 2.93
71.19 11.12 9.9 3.91 3.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.77 77.0 2.44
72.24 8.88 12.05 0.68 5.02 1.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.0 2.35
62.96 15.45 1.9 2.35 8.42 3.43 0.0 3.28 0.0 0.0 0.0 0.0 0.0 75.0 2.54
68.43 0.0 8.42 5.04 11.22 0.0 0.0 1.05 0.0 4.1 0.0 0.0 0.0 70.0 2.54
67.92 0.0 10.28 5.45 10.16 0.0 0.0 0.86 0.0 2.54 0.0 0.0 0.0 69.0 2.5
66.89 0.0 7.13 9.78 10.19 0.0 0.0 4.37 0.0 1.45 0.004087 0.0 0.0 78.0 2.48
66.65 0.0 10.27 9.44 10.19 0.0 0.0 0.49 0.0 0.0 0.0 0.0 0.0 73.0 2.45
66.41 0.0 10.36 9.2 10.25 0.0 0.0 0.82 0.0 0.0 0.0 0.0 0.0 72.0 2.44
67.6 0.0 9.85 9.41 9.7 0.0 0.0 0.49 0.0 0.0 0.0 0.0 0.0 73.0 2.44
67.75 0.0 10.69 5.65 10.07 0.0 0.0 0.68 0.0 2.79 0.0 0.0 0.0 69.0 2.48
50.0 0.0 0.0 20.0 10.0 5.0 0.0 5.0 0.0 5.0 5.0 0.0 0.0 85.2 2.88
60.0 0.0 0.0 15.0 5.0 9.0 0.0 3.0 0.0 5.0 3.0 0.0 0.0 75.1 2.77
69.66 0.0 10.1 8.71 10.35 0.0 0.0 0.16 0.0 0.0 1.02 0.0 0.0 72.1 2.37
70.69 0.0 4.72 4.69 12.48 0.0 0.0 0.84 0.0 3.71 0.0 0.0 0.0 77.7 2.673
69.83 0.0 3.97 5.8 11.89 0.0 0.0 2.7 0.0 4.92 0.0 0.0 0.0 77.63 2.592
69.36 0.0 3.9 5.7 11.96 0.0 0.0 3.9 0.0 4.3 0.0 0.0 0.0 79.01 2.595
68.29 0.0 3.68 5.82 12.11 0.0 0.0 4.46 0.0 4.2 0.0 0.0 0.0 79.98 2.602
67.73 0.0 3.19 5.89 12.23 0.0 0.0 5.27 0.0 3.63 0.0 0.0 0.0 81.63 2.601
67.97 0.0 2.9 5.89 12.23 0.0 0.0 5.3 0.0 3.67 0.0 0.0 0.0 82.05 2.606
68.76 0.0 2.56 5.8 12.26 0.0 0.0 5.35 0.0 3.7 0.0 0.0 0.0 81.63 2.612
66.4 0.0 9.8 9.5 10.9 0.0 0.0 0.5 0.0 0.2 0.0 0.0 0.0 74.0 2.45
66.5 0.0 9.4 9.5 10.9 0.0 0.0 0.5 0.0 0.2 0.0 0.0 0.0 73.0 2.46
67.85 8.54 0.0 0.0 8.47 3.68 4.01 5.94 0.0 0.0 0.0 0.0 1.47 77.0 2.46
66.3 8.48 0.0 0.0 8.45 3.7 4.03 5.97 0.0 0.0 0.0 0.0 3.03 77.0 2.5
67.07 8.56 0.0 0.0 8.49 3.69 4.02 5.95 0.0 0.0 0.71 0.0 1.47 77.0 2.47
65.58 8.5 0.0 0.0 8.47 3.71 4.04 5.98 0.0 0.0 0.72 0.0 2.96 78.0 2.51
70.9 9.7 0.0 0.0 9.7 4.8 4.8 0.0 0.0 0.0 0.0 0.0 0.0 74.0 2.42
73.9 13.0 0.0 0.0 8.7 4.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.0 2.41
73.8 8.7 0.0 0.0 8.7 8.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 2.41
67.6 8.5 0.0 0.0 8.5 3.7 4.1 6.0 0.0 0.0 0.0 0.0 1.5 77.0 2.46
66.1 8.5 0.0 0.0 8.5 3.7 4.1 6.0 0.0 0.0 0.0 0.0 3.0 77.0 2.5
66.9 8.5 0.0 0.0 8.5 3.7 4.1 6.0 0.0 0.0 0.7 0.0 1.5 77.0 2.47
65.4 8.5 0.0 0.0 8.5 3.7 4.1 6.0 0.0 0.0 0.7 0.0 3.0 78.0 2.51
64.23 0.7 0.0 9.33 11.18 0.0 0.0 14.48 0.0 0.0 0.0 0.0 0.0 85.5 2.556
64.61 0.7 0.0 5.32 12.08 0.0 0.0 17.21 0.0 0.0 0.0 0.0 0.0 86.9 2.53
63.9 0.7 0.0 12.69 10.43 0.0 0.0 12.2 0.0 0.0 0.0 0.0 0.0 84.1 2.573
65.96 0.75 0.0 12.4 9.97 0.0 0.0 10.19 0.0 0.0 0.58 0.0 0.0 84.1 2.553
65.15 0.75 0.0 13.22 9.97 0.0 0.0 10.18 0.0 0.0 0.58 0.0 0.0 84.1 2.567
63.81 0.76 0.0 13.32 11.11 0.0 0.0 10.26 0.0 0.0 0.59 0.0 0.0 84.1 2.567
63.19 0.25 0.0 9.61 11.46 0.0 0.0 14.76 0.0 0.0 0.58 0.0 0.0 86.9 2.564
65.69 0.25 0.0 7.67 11.3 0.0 0.0 14.75 0.0 0.0 0.19 0.0 0.0 84.8 2.548
66.47 0.0 0.0 15.34 9.04 0.0 0.0 9.15 0.0 0.0 0.0 0.0 0.0 82.7 2.554
66.97 0.0 0.0 15.46 9.11 0.0 0.0 7.68 0.0 0.0 0.78 0.0 0.0 82.0 2.546
63.7 6.5 0.0 0.0 13.0 3.0 10.2 0.0 0.0 0.0 2.0 0.0 0.0 82.8 2.49
63.7 6.5 0.0 0.0 13.0 3.0 11.2 0.0 0.0 0.0 1.0 0.0 0.0 83.5 2.48
63.7 6.5 0.0 0.0 13.0 3.0 12.2 0.0 0.0 0.0 0.0 0.0 0.0 83.6 2.47
64.7 6.5 0.0 0.0 13.0 3.0 11.2 0.0 0.0 0.0 1.0 0.0 0.0 82.1 2.45
61.7 6.5 0.0 0.0 13.0 3.0 11.2 3.0 0.0 0.0 1.0 0.0 0.0 83.5 2.47
61.0 5.2 0.0 0.0 13.0 3.0 13.2 3.0 0.0 0.0 1.0 0.0 0.0 84.4 2.47
62.7 5.9 0.0 0.0 13.0 2.7 11.1 3.0 0.0 0.0 1.0 0.0 0.0 83.2 2.46
61.9 6.8 0.0 0.0 13.0 3.0 10.7 3.0 0.0 0.0 1.0 0.0 0.0 83.0 2.47
61.9 6.8 0.0 0.0 13.0 3.0 10.7 3.6 0.0 0.0 1.0 0.0 0.0 82.5 2.46
63.1 7.1 0.0 0.0 13.0 2.5 9.7 3.0 0.0 0.0 1.0 0.0 0.0 82.9 2.47
65.59 6.21 10.98 0.0 11.3 1.11 4.56 0.0 0.0 0.0 0.0 0.0 0.0 66.4 2.323
65.39 7.66 9.0 0.32 10.83 1.75 3.66 0.74 0.0 0.0 0.0 0.0 0.0 71.8 2.38
65.17 9.11 7.02 0.65 10.37 2.4 2.74 1.49 0.0 0.0 0.0 0.0 0.0 74.7 2.426
64.98 10.56 5.01 0.97 9.9 3.05 1.84 2.24 0.0 0.0 0.0 0.0 0.0 76.1 2.467
64.76 12.02 3.01 1.31 9.43 3.71 0.91 2.99 0.0 0.0 0.0 0.0 0.0 75.2 2.5
64.56 13.49 1.01 1.63 8.95 4.36 0.0 3.74 0.0 0.0 0.0 0.0 0.0 74.8 2.525
68.29 4.05 0.0 1.53 0.72 8.12 0.0 15.48 0.0 0.04 0.0 0.0 0.0 73.0 2.52
67.94 4.04 0.0 0.22 0.72 8.81 0.0 16.81 0.0 0.04 0.0 0.0 0.0 72.0 2.5
66.53 2.86 0.0 3.05 0.78 8.04 0.0 16.51 0.0 0.04 0.0 0.0 0.0 75.0 2.55
68.55 3.54 0.0 2.28 0.72 7.25 0.0 15.44 0.0 0.04 0.0 0.0 0.0 76.0 2.53
66.56 2.96 0.0 3.49 1.02 7.48 0.0 15.96 0.0 0.04 0.0 0.0 0.0 76.0 2.56
65.44 0.0 7.23 6.41 9.17 0.0 0.0 1.78 0.0 7.03 0.0 0.0 0.0 75.0 2.7
68.23 0.0 8.03 4.98 10.96 0.0 0.0 1.73 0.0 4.56 0.0 0.0 0.0 70.0 2.6
68.63 0.0 9.34 9.28 10.21 0.0 0.0 1.61 0.0 0.0 0.0 0.0 0.0 70.0 2.4
72.1 0.0 0.0 0.0 3.97 1.23 19.14 1.15 0.0 0.0 0.0 0.0 0.35 83.0 2.38
72.7 0.0 0.0 0.0 3.95 0.61 19.24 1.14 0.0 0.0 0.0 0.0 0.35 83.0 2.37
68.43 3.52 2.24 0.0 7.33 1.32 13.55 0.0 0.0 0.0 1.56 0.0 0.38 84.0 2.48
66.51 2.92 0.0 0.0 8.58 0.96 15.14 3.74 0.0 0.0 1.51 0.0 0.0 85.0 2.44
70.11 4.18 0.0 15.03 3.18 4.13 0.0 0.0 0.0 1.27 0.0 0.0 0.0 80.0 2.74
69.86 5.21 0.0 14.97 3.17 3.43 0.0 0.0 0.0 1.26 0.0 0.0 0.0 80.9 2.74
67.87 5.22 0.0 15.01 2.54 2.75 0.0 0.0 0.0 1.27 3.24 0.0 0.0 82.7 2.79
68.75 0.0 0.0 16.37 1.93 6.26 0.0 0.0 0.0 1.28 3.28 0.0 0.0 78.2 2.78
63.46 0.0 7.49 6.99 11.58 0.0 0.0 7.98 0.0 0.0 0.0 0.0 0.0 80.0 2.49
64.0 0.0 7.5 7.0 11.0 0.0 0.0 8.0 0.0 0.0 0.0 0.0 0.0 80.0 2.49
64.1 0.0 7.5 8.0 10.9 0.0 0.0 7.0 0.0 0.0 0.0 0.0 0.0 80.0 2.49
64.0 0.0 7.5 7.7 10.8 0.0 0.0 7.5 0.0 0.0 0.0 0.0 0.0 80.0 2.49
66.32 0.0 10.3 9.47 10.23 0.0 0.0 0.49 0.0 0.22 0.0 0.0 0.0 73.0 2.45
66.92 0.0 7.13 9.79 10.2 0.0 0.0 4.37 0.0 1.45 0.004089 0.0 0.0 78.0 2.48
66.14 0.0 9.86 9.5 10.79 0.0 0.0 0.5 0.0 0.22 0.0 0.0 0.0 73.0 2.46
60.04 3.96 0.0 6.15 8.33 6.48 0.0 8.06 0.0 0.0 3.98 0.0 0.0 78.0 2.62
73.98 0.05 0.0 5.76 13.29 0.0 0.0 1.35 0.0 3.44 0.0 0.0 0.0 85.02 2.725
74.46 0.05 0.0 5.65 13.04 0.0 0.0 1.33 0.0 3.37 0.0 0.0 0.0 84.44 2.719
74.03 0.05 0.0 5.38 13.22 0.0 0.0 1.59 0.0 3.26 0.0 0.0 0.0 84.92 2.743
73.47 0.05 0.0 5.87 13.56 0.0 0.0 1.37 0.0 3.0 0.0 0.0 0.51 85.22 2.728
62.93 15.44 1.9 2.35 8.41 3.43 0.0 3.27 0.0 0.0 0.0 0.0 0.0 75.0 2.542
73.58 8.48 0.0 0.0 8.42 3.67 4.07 0.0 0.0 0.0 0.02 0.0 1.65 73.0 2.43
72.04 8.34 1.39 0.0 8.24 3.57 3.89 0.0 0.0 0.0 0.04 0.0 1.59 75.0 2.46
72.19 8.0 0.0 0.0 7.9 1.97 8.3 0.0 0.0 0.0 0.01 0.0 1.52 76.0 2.43
73.85 7.96 0.0 0.0 7.86 1.96 8.25 0.0 0.0 0.0 0.01 0.0 0.0 75.0 2.39
62.93 15.44 1.9 2.35 8.41 3.43 0.0 3.27 0.0 0.0 0.0 0.0 0.0 75.0 2.54
73.89 4.33 0.0 0.0 8.67 8.69 4.38 0.0 0.0 0.0 0.0 0.0 0.0 71.0 2.4
73.99 12.99 0.0 0.0 8.67 4.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.0 2.41
73.99 8.64 0.0 0.0 8.66 8.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 2.41
62.44 15.96 1.89 2.35 8.41 3.5 0.0 3.27 0.0 0.0 0.0 0.0 0.0 75.0 2.54
73.97 8.71 0.0 0.0 8.66 0.0 8.62 0.0 0.0 0.0 0.0 0.0 0.0 77.0 2.39
73.97 7.18 0.0 0.0 5.7 3.54 3.52 5.98 0.0 0.0 0.0 0.0 0.0 74.0 2.4
73.89 7.18 2.97 0.0 5.72 3.6 3.57 2.96 0.0 0.0 0.0 0.0 0.0 75.0 2.4
50.0 5.0 20.0 0.0 12.0 5.0 0.0 8.0 0.0 0.0 0.0 0.0 0.0 61.54 2.336
52.4 4.8 23.8 0.0 9.5 9.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 53.42 2.292
60.0 5.0 15.0 0.0 10.0 5.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 61.15 2.326
60.0 5.0 20.0 0.0 10.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52.0 2.259
65.0 12.5 5.0 0.0 2.5 5.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 73.65 2.461
65.0 10.0 5.0 0.0 5.0 5.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 72.1 2.44
65.0 10.0 5.0 5.0 5.0 5.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 74.95 2.483
65.0 3.0 5.0 5.0 5.0 4.0 8.0 5.0 0.0 0.0 0.0 0.0 0.0 82.1 2.458
65.0 1.0 5.0 5.0 5.0 6.0 8.0 5.0 0.0 0.0 0.0 0.0 0.0 79.04 2.446
65.0 11.0 5.0 5.0 5.0 4.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 75.27 2.485
52.5 14.9 0.0 7.7 13.68 4.87 0.0 5.93 0.0 0.0 0.17 0.0 0.0 79.5 2.56
51.27 13.22 0.0 10.52 15.49 1.46 0.0 7.64 0.0 0.0 0.16 0.0 0.0 84.0 2.6
53.12 12.42 0.0 9.78 15.82 3.55 0.0 4.98 0.0 0.0 0.17 0.0 0.0 80.2 2.54
53.66 14.81 0.0 8.84 15.71 2.99 0.0 3.66 0.0 0.0 0.17 0.0 0.0 80.1 2.57
62.88 15.42 1.9 2.35 8.41 3.43 0.0 3.28 0.0 0.0 0.008265 0.0 0.0 75.0 2.54
62.93 15.44 1.9 2.35 8.41 3.43 0.0 3.27 0.0 0.0 0.0 0.0 0.0 75.0 2.532
60.76 3.95 0.0 1.09 4.81 1.3 12.3 5.32 0.0 0.0 6.9 0.0 1.13 89.6 2.576
61.43 5.99 0.0 1.1 4.86 1.31 12.43 2.3 0.0 0.0 6.98 0.0 1.14 88.9 2.571
61.71 4.02 1.79 1.11 4.88 1.32 12.49 2.32 0.0 0.0 6.23 0.0 1.15 89.0 2.557
70.06 0.0 10.35 8.76 10.28 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 70.0 2.34
69.0 0.0 7.7 9.55 11.82 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.0 2.37
67.08 0.0 7.74 10.82 11.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.0 2.38
68.56 0.0 7.66 10.7 11.11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.0 2.38
65.3 0.0 8.76 10.88 12.63 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.0 2.38
69.68 0.0 9.44 9.38 10.31 0.0 0.0 0.0 0.0 0.43 0.0 0.0 0.0 70.0 2.39
68.13 0.0 9.36 9.3 10.87 0.0 0.0 1.62 0.0 0.0 0.0 0.0 0.0 73.0 2.39
70.26 0.0 9.48 8.23 10.35 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.81 70.0 2.38
67.3 0.0 10.53 7.13 10.46 0.0 0.0 1.65 0.0 0.87 0.0 0.0 0.0 71.0 2.42
68.53 0.0 9.7 6.02 9.93 0.0 0.0 1.67 0.0 2.2 0.0 0.0 0.0 69.0 2.5
65.44 0.0 14.4 0.0 7.56 0.0 0.0 0.0 0.0 12.07 0.0 0.0 0.0 65.0 2.73
68.13 0.0 8.54 5.89 11.01 0.0 0.0 4.91 0.0 1.29 0.0 0.0 0.0 75.0 2.4
64.98 0.0 15.53 9.35 9.96 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 2.33
67.45 0.0 14.0 9.27 9.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 2.33
67.87 0.0 13.04 9.83 9.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.0 2.34
67.16 0.0 13.93 8.07 9.2 0.0 0.0 1.6 0.0 0.0 0.0 0.0 0.0 68.0 2.33
64.96 0.0 15.21 8.26 10.71 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 2.35
66.54 0.0 12.3 9.4 11.63 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 71.0 2.36
65.42 0.0 16.74 9.58 8.26 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 64.0 2.31
64.56 0.0 15.5 9.91 9.94 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 2.33
63.71 0.0 9.66 8.4 10.56 0.0 0.0 0.5 0.0 0.22 4.21 0.0 0.0 73.0 2.45
67.58 0.0 9.74 9.67 10.3 0.0 0.0 0.34 0.0 0.0 0.0 0.0 0.0 73.0 2.44
66.0 4.0 0.0 0.0 5.5 4.6 8.4 8.0 0.0 0.0 2.0 0.0 0.0 83.5 2.5
66.0 4.0 0.0 0.0 5.5 4.6 8.4 8.0 0.0 0.0 3.5 0.0 0.0 83.6 2.47
66.0 4.0 0.0 0.0 5.5 4.6 8.4 8.0 0.0 0.0 1.0 0.0 0.0 84.2 2.51
65.0 5.0 0.0 0.0 6.5 4.6 8.4 8.0 0.0 0.0 0.0 0.0 0.0 83.3 2.51
64.0 4.5 0.0 3.5 9.0 6.0 3.5 6.5 0.0 0.0 1.5 0.0 0.0 81.1 2.52
64.0 3.5 0.0 5.5 9.0 5.0 3.0 6.5 0.0 0.0 2.0 0.0 0.0 82.6 2.54
64.0 1.0 0.0 5.0 9.0 8.0 3.0 6.5 0.0 0.0 2.0 0.0 0.0 80.4 2.53
64.0 4.0 0.0 5.5 9.0 4.0 3.0 7.0 0.0 0.0 2.0 0.0 0.0 83.9 2.54
64.0 4.5 0.0 3.0 9.0 4.5 3.0 7.0 0.0 0.0 3.0 0.0 0.0 83.0 2.55
64.53 8.79 0.0 4.0 7.69 1.3 0.0 7.49 0.0 0.0 4.5 0.0 0.0 81.3 2.56
66.1 10.0 0.0 4.0 7.7 0.5 0.9 7.5 0.0 0.0 1.6 0.0 0.0 81.9 2.54
65.7 10.0 0.0 4.0 8.0 0.4 1.1 7.5 0.0 0.0 1.6 0.0 0.0 82.4 2.54
66.27 10.01 0.0 4.0 8.01 0.5 0.9 7.51 0.0 0.0 1.1 0.0 0.0 81.9 2.53
66.63 9.99 0.0 4.0 7.99 0.9 0.8 7.49 0.0 0.0 0.5 0.0 0.0 81.5 2.52
