SiO2 Na2O B2O3 CaO Al2O3 K2O Li2O MgO PbO BaO TiO2 GeO2 ZnO "Young's Modulus at RT ( GPa )" "Density at RT ( g/cm3 )"
67.96 0.0 29.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.91 0.0 0.0 71.47 2.594
67.3 0.0 28.85 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.85 0.0 0.0 68.17 2.614
69.31 0.0 29.7 0.0 0.0 0.0 0.0 0.0 0.0 0.99 0.0 0.0 0.0 65.76 2.582
68.63 0.0 29.41 0.0 0.0 0.0 0.0 0.0 0.0 1.96 0.0 0.0 0.0 83.3 2.6
67.96 0.0 29.13 0.0 0.0 0.0 0.0 0.0 0.0 2.91 0.0 0.0 0.0 81.64 2.63
67.3 0.0 28.85 0.0 0.0 0.0 0.0 0.0 0.0 3.85 0.0 0.0 0.0 79.86 2.647
69.31 0.0 29.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 88.53 2.676
68.63 0.0 29.41 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 88.76 2.8
67.96 0.0 29.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 90.82 2.947
61.4 0.0 0.0 13.38 10.31 0.0 0.0 14.34 0.0 0.0 0.38 0.0 0.0 85.7 2.62
61.35 0.49 0.0 13.21 9.29 0.0 0.0 15.28 0.0 0.0 0.38 0.0 0.0 87.1 2.615
60.48 0.98 0.0 13.99 9.51 0.0 0.0 15.04 0.0 0.0 0.0 0.0 0.0 87.1 2.624
61.01 0.05 0.0 11.97 9.66 0.15 0.0 16.79 0.0 0.0 0.25 0.0 0.0 88.1 2.618
60.3 0.03 0.87 13.72 9.75 0.0 0.0 15.01 0.0 0.0 0.3 0.0 0.0 86.4 2.617
64.03 13.9 8.9 0.05 13.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 63.4 2.363
64.02 12.91 8.9 0.04 14.01 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 62.7 2.335
64.03 11.4 8.9 0.04 13.5 2.01 0.0 0.02 0.0 0.0 0.0 0.0 0.0 62.3 2.356
64.07 13.41 8.91 0.0 13.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.6 2.354
65.79 11.52 10.02 0.0 11.32 1.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 54.1 2.347
63.95 11.39 6.0 0.05 13.99 2.5 0.0 2.02 0.0 0.0 0.0 0.0 0.0 57.4 2.392
61.95 12.89 6.0 0.05 13.99 3.01 0.0 2.01 0.0 0.0 0.0 0.0 0.0 58.8 2.418
65.75 11.51 11.01 0.05 10.31 1.3 0.0 0.02 0.0 0.0 0.0 0.0 0.0 72.5 2.431
65.28 9.71 0.18 0.84 11.12 0.05 10.71 0.0 0.0 0.0 0.0 0.0 0.06 83.3 2.4884
65.13 9.9 0.14 0.67 11.12 0.05 10.92 0.0 0.0 0.0 0.0 0.0 0.05 83.5 2.488
65.67 9.14 0.27 1.03 11.11 0.07 10.43 0.0 0.0 0.0 0.0 0.0 0.09 84.6 2.4805
65.26 9.72 0.18 0.84 11.13 0.05 10.7 0.0 0.0 0.0 0.0 0.0 0.06 83.3 2.4884
65.62 8.73 0.45 1.14 11.13 0.07 10.44 0.03 0.0 0.0 0.0 0.0 0.1 83.7 2.4763
70.07 12.0 0.0 0.0 6.0 1.0 0.0 10.3 0.0 0.0 0.0 0.0 0.0 74.0 2.44
65.0 15.0 0.0 0.0 15.0 0.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 74.0 2.44
84.0 12.0 0.0 0.0 3.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 66.0 2.33
74.0 14.0 0.0 0.0 7.0 0.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 71.0 2.39
66.0 5.0 0.0 3.5 6.0 6.0 0.0 10.0 0.0 0.0 2.0 0.0 0.0 77.5 2.54
68.5 3.5 0.0 3.5 3.5 7.0 0.0 12.0 0.0 0.0 0.0 0.0 0.0 74.9 2.51
65.25 5.0 0.0 5.5 6.25 5.0 0.0 10.0 0.0 0.5 0.0 0.0 0.0 78.0 2.57
66.25 4.0 0.0 5.5 5.5 5.0 0.0 10.5 0.0 1.0 0.0 0.0 0.0 77.3 2.58
65.5 3.0 0.0 5.0 6.0 7.0 0.0 11.0 0.0 0.13 0.0 0.0 0.0 76.9 2.55
65.5 5.0 0.0 4.0 5.5 5.0 0.0 10.5 0.0 0.0 3.0 0.0 0.0 79.6 2.55
65.5 4.5 0.0 5.0 6.0 4.5 0.0 11.0 0.0 0.25 2.5 0.0 0.0 79.2 2.54
65.91 3.98 1.0 5.47 5.47 4.98 0.0 10.45 0.0 0.5 0.0 0.0 0.0 78.9 2.56
63.0 6.0 0.0 2.0 10.0 0.0 1.0 17.0 0.0 0.0 0.0 0.0 0.0 86.4 2.56
64.94 8.39 0.0 1.1 5.99 0.0 0.6 16.98 0.0 0.0 0.0 0.0 0.0 84.9 2.553
64.02 8.67 0.0 2.49 5.91 0.0 0.2 16.74 0.0 0.0 0.0 0.0 0.0 85.8 2.569
65.0 9.0 0.0 0.5 6.0 0.0 1.0 16.5 0.0 0.0 0.0 0.0 0.0 83.9 2.55
65.12 9.24 0.0 0.0 6.01 0.0 0.6 17.03 0.0 0.0 0.0 0.0 0.0 84.1 2.544
63.39 13.84 7.02 0.07 14.04 0.5 0.0 1.03 0.0 0.0 0.0 0.0 0.0 65.895 2.38
64.5 13.78 7.01 0.07 14.01 0.0 0.0 0.53 0.0 0.0 0.0 0.0 0.0 64.239 2.37
65.74 14.05 5.63 0.04 13.57 0.1 0.0 0.77 0.0 0.0 0.0 0.0 0.0 66.585 2.38
64.79 13.56 5.57 0.06 13.97 0.5 0.0 1.45 0.0 0.0 0.0 0.0 0.0 66.309 2.4
64.11 13.55 5.22 0.03 14.71 0.2 0.0 2.1 0.0 0.0 0.0 0.0 0.0 68.034 2.4
66.42 12.16 5.13 0.03 13.96 0.2 0.0 2.03 0.0 0.0 0.0 0.0 0.0 67.344 2.38
64.55 13.72 6.61 0.02 13.91 0.1 0.0 1.02 0.0 0.0 0.0 0.0 0.0 65.826 2.38
65.78 13.91 5.15 0.03 13.87 0.11 0.0 1.08 0.0 0.0 0.0 0.0 0.0 66.792 2.39
66.04 13.23 4.73 0.07 14.0 0.28 0.0 1.55 0.0 0.0 0.0 0.0 0.0 67.689 2.38
65.52 13.22 5.15 0.04 13.15 0.07 0.0 2.73 0.0 0.0 0.0 0.0 0.0 68.448 2.39
65.53 13.01 5.12 0.05 13.22 0.07 0.0 2.89 0.0 0.0 0.0 0.0 0.0 68.379 2.39
65.25 13.27 4.67 0.04 14.06 0.01 0.0 2.6 0.0 0.0 0.0 0.0 0.0 68.103 2.4
72.29 12.55 0.0 8.97 0.59 0.38 0.0 5.18 0.0 0.0 0.0 0.0 0.0 73.3 2.49
83.05 4.2 11.21 0.11 1.33 0.0 0.0 0.08 0.0 0.0 0.0 0.0 0.0 73.1 2.23
74.0 16.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 76.0 2.48
73.96 15.99 0.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 76.8 2.48
73.92 15.98 0.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 77.4 2.48
73.85 15.96 0.0 9.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 76.6 2.48
42.5 15.0 42.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.1 2.31
74.0 10.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 81.4 2.45
74.0 10.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 84.4 2.45
71.9 1.0 18.97 0.0 2.0 4.99 1.0 0.0 0.0 0.0 0.0 0.0 0.0 63.3 2.27
73.91 15.98 9.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 75.3 2.45
73.96 15.99 0.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 74.8 2.48
77.25 8.31 5.58 4.65 1.19 0.13 0.0 2.86 0.0 0.0 0.0 0.0 0.0 76.0 2.39
70.13 10.73 2.84 12.06 0.71 0.51 0.0 2.98 0.0 0.0 0.0 0.0 0.0 73.2 2.51
68.88 5.05 6.8 8.55 0.42 5.81 2.47 1.98 0.0 0.0 0.0 0.0 0.0 73.2 2.48
65.84 11.53 4.66 8.04 0.83 1.97 0.0 7.0 0.0 0.0 0.0 0.0 0.0 73.2 2.34
73.05 7.95 6.47 6.94 0.48 2.01 0.0 3.02 0.0 0.0 0.0 0.0 0.0 73.2 2.46
75.18 6.0 6.05 6.64 0.42 2.01 0.0 3.63 0.0 0.0 0.0 0.0 0.0 73.2 2.43
77.01 4.99 6.79 4.98 0.36 1.41 0.0 4.21 0.0 0.0 0.0 0.0 0.0 73.2 2.39
64.07 14.03 0.0 0.91 8.78 1.02 0.0 8.72 0.0 0.5 0.0 0.0 0.0 75.3 2.53
64.99 15.07 0.0 0.45 7.8 0.0 0.0 8.76 0.0 0.0 0.0 0.0 0.0 74.2 2.54
65.11 15.15 0.0 0.0 7.6 0.0 0.0 9.22 0.0 0.0 0.0 0.0 0.0 73.8 2.53
64.36 13.04 0.0 0.45 7.55 2.03 0.0 9.15 0.0 0.0 0.96 0.0 0.0 75.0 2.53
64.35 14.96 0.0 0.68 7.18 0.0 0.0 8.77 0.0 0.0 1.11 0.0 0.0 76.2 2.54
59.77 1.06 0.0 11.07 12.73 0.0 0.0 15.27 0.0 0.0 0.02 0.0 0.0 93.8 2.59
70.5 12.3 0.0 0.5 10.79 2.1 0.0 3.8 0.0 0.0 0.01 0.0 0.0 75.0 2.425
70.5 12.3 0.63 0.5 10.16 2.1 0.0 3.8 0.0 0.0 0.01 0.0 0.0 75.0 2.425
73.8 11.0 0.0 0.5 8.5 2.1 0.0 3.8 0.0 0.0 0.3 0.0 0.0 74.0 2.41
76.2 10.6 0.0 0.5 8.5 1.1 0.0 2.8 0.0 0.0 0.3 0.0 0.0 74.0 2.393
72.2 14.6 0.0 0.5 8.5 1.1 0.0 2.8 0.0 0.0 0.3 0.0 0.0 73.0 2.419
72.0 12.3 0.0 0.5 11.0 1.1 0.0 2.8 0.0 0.0 0.3 0.0 0.0 75.0 2.412
70.5 12.3 0.5 1.0 10.0 2.1 0.0 3.3 0.0 0.0 0.3 0.0 0.0 75.0 2.427
70.5 11.8 0.5 0.5 8.4 4.3 0.0 3.8 0.0 0.0 0.2 0.0 0.0 73.0 2.41
69.88 12.49 0.0 0.5 10.41 2.08 0.0 3.77 0.0 0.0 0.0 0.0 0.0 75.0 2.425
69.66 12.45 0.0 0.49 10.37 2.07 0.0 3.75 0.0 0.0 0.0 0.0 0.0 75.0 2.425
66.34 0.02 6.73 2.04 6.31 0.02 2.5 14.07 0.0 0.0 0.2 0.0 0.0 74.25 2.375
64.42 0.02 6.32 1.94 9.57 0.03 2.34 13.23 0.0 0.0 0.39 0.0 0.0 80.34 2.398
71.37 10.63 12.12 0.06 4.46 0.53 0.64 0.19 0.0 0.0 0.0 0.0 0.0 74.0 2.38
67.38 10.62 16.12 0.06 4.46 0.53 0.64 0.19 0.0 0.0 0.0 0.0 0.0 71.0 2.35
71.25 12.03 11.3 0.08 4.58 0.41 0.0 0.35 0.0 0.0 0.0 0.0 0.0 74.0 2.39
70.38 10.4 14.12 0.06 4.46 0.39 0.0 0.19 0.0 0.0 0.0 0.0 0.0 72.0 2.35
70.06 11.06 13.0 0.0 4.88 0.37 0.0 0.63 0.0 0.0 0.0 0.0 0.0 74.0 2.37
71.38 10.62 12.12 0.25 4.46 0.53 0.64 0.0 0.0 0.0 0.0 0.0 0.0 75.0 2.38
70.25 11.06 13.0 0.0 4.88 0.37 0.0 0.43 0.0 0.0 0.0 0.0 0.0 73.0 2.37
69.75 11.07 13.0 0.08 4.88 0.37 0.0 0.35 0.0 0.0 0.0 0.0 0.0 73.0 2.37
70.7 11.06 12.99 0.0 4.88 0.37 0.0 0.0 0.0 0.0 0.0 0.0 0.0 73.0 2.37
67.38 9.26 17.12 0.06 4.46 0.49 1.04 0.19 0.0 0.0 0.0 0.0 0.0 69.0 2.33
69.18 0.0 5.72 9.46 12.35 0.0 0.0 1.65 0.0 0.87 0.008299 0.0 0.0 78.0 2.46
69.95 0.0 5.69 9.42 11.65 0.0 0.0 1.64 0.0 0.86 0.004131 0.0 0.0 79.0 2.46
69.24 0.0 5.72 7.1 12.37 0.0 0.0 3.29 0.0 0.87 0.004152 0.0 0.0 78.0 2.47
69.03 0.0 5.7 9.44 12.33 0.0 0.0 1.64 0.0 0.43 0.02 0.0 0.0 78.0 2.46
69.36 0.0 5.93 10.69 12.41 0.0 0.0 0.0 0.0 0.87 0.005001 0.0 0.0 76.0 2.47
69.54 0.0 5.58 9.56 12.81 0.0 0.0 0.0 0.0 0.44 0.004192 0.0 0.0 76.0 2.47
68.32 0.0 5.37 9.36 12.54 0.0 0.0 3.25 0.0 0.43 0.004104 0.0 0.0 79.0 2.46
68.77 0.0 5.73 8.41 12.38 0.0 0.0 2.47 0.0 0.87 0.0 0.0 0.0 78.0 2.48
69.43 0.0 5.73 8.3 12.4 0.0 0.0 1.65 0.0 0.43 0.0 0.0 0.0 76.0 2.47
70.13 0.0 5.75 9.51 12.1 0.0 0.0 0.0 0.0 0.43 0.0 0.0 0.0 76.0 2.46
71.67 0.0 3.34 8.43 11.34 0.0 0.0 2.96 0.0 0.02 0.0 0.0 0.0 81.4 2.476
72.16 0.0 0.0 5.4 11.86 0.0 0.0 5.53 0.0 3.31 0.0 0.0 0.0 84.8 2.616
66.32 12.89 3.64 0.48 12.76 0.95 0.0 2.84 0.0 0.0 0.0 0.0 0.0 70.0212 2.414
67.29 12.93 3.44 0.49 12.03 0.94 0.0 2.77 0.0 0.0 0.0 0.0 0.0 70.1799 2.415
66.33 14.12 3.54 0.04 12.73 0.01 0.0 1.79 0.0 0.0 0.0 0.0 1.33 69.5727 2.432
66.82 14.47 3.51 0.05 12.59 0.01 0.0 2.45 0.0 0.0 0.0 0.0 0.0 69.621 2.412
67.0 13.91 3.98 0.03 12.69 0.01 0.0 2.21 0.0 0.0 0.0 0.0 0.06 70.1937 2.405
67.25 13.97 4.1 0.06 12.67 0.01 0.0 1.83 0.0 0.0 0.0 0.0 0.0 68.2617 2.405
66.96 13.84 3.96 0.04 12.63 0.01 0.0 2.47 0.0 0.0 0.0 0.0 0.0 69.5934 2.402
67.11 13.64 4.12 0.04 12.57 0.01 0.0 2.42 0.0 0.0 0.0 0.0 0.0 69.1449 2.399
72.0 10.5 0.5 0.0 6.0 2.0 0.0 9.0 0.0 0.0 0.0 0.0 0.0 69.0 2.41
68.7 0.0 2.89 5.83 12.2 0.0 0.0 5.16 0.0 3.76 0.0 0.0 0.0 81.15 2.607
68.61 0.0 2.23 5.59 12.67 0.0 0.0 5.25 0.0 3.59 0.0 0.0 0.0 81.4 2.637
69.38 0.0 1.99 5.21 12.44 0.0 0.0 5.21 0.0 3.72 0.0 0.0 0.0 80.7 2.638
71.66 0.0 3.34 8.43 11.34 0.0 0.0 2.96 0.0 0.02 0.0 0.0 0.0 81.4 2.476
72.42 0.0 3.06 7.38 11.07 0.0 0.0 3.54 0.0 0.02 0.0 0.0 0.0 81.0 2.471
71.23 0.0 2.54 5.23 12.41 0.0 0.0 3.62 0.0 3.43 0.0 0.0 0.0 81.0 2.57
70.74 0.0 2.48 4.58 13.0 0.0 0.0 3.35 0.0 4.28 0.0 0.0 0.0 80.7 2.605
63.97 14.39 7.0 0.05 14.49 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 64.0 2.376
64.03 12.41 10.91 0.04 12.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 60.6 2.353
64.03 11.91 11.91 0.04 12.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 59.6 2.326
61.78 13.89 10.29 0.0 12.89 1.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.7 2.358
63.22 13.39 9.89 0.0 11.39 0.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0 63.6 2.356
66.0 7.9 0.0 1.53 9.96 0.99 5.0 3.59 0.0 0.0 4.92 0.0 0.0 82.03 2.493
67.85 3.97 0.0 1.05 9.95 2.97 7.82 6.29 0.0 0.0 0.0 0.0 0.0 81.69 2.433
65.18 9.42 3.92 0.69 7.83 1.24 8.54 1.58 0.0 0.0 0.01 0.0 0.0 82.19 2.485
65.93 8.99 0.0 1.75 10.99 0.25 9.99 1.0 0.0 0.0 0.0 0.0 0.0 83.01 2.474
66.06 9.97 0.0 0.0 8.13 0.0 13.03 0.0 0.0 0.0 0.0 0.0 0.0 83.39 2.501
66.28 11.65 0.0 0.14 9.43 1.25 6.51 2.99 0.0 0.0 0.33 0.0 0.0 80.15 2.487
67.18 10.86 0.0 1.82 10.12 0.27 7.66 1.08 0.0 0.0 0.0 0.0 0.0 80.4 2.471
66.42 11.57 0.0 3.55 9.39 1.23 6.39 0.05 0.0 0.0 0.01 0.0 0.0 80.68 2.499
65.27 11.2 0.0 1.86 10.68 0.26 7.91 1.69 0.0 0.0 0.01 0.0 0.0 81.76 2.487
65.5 4.0 0.0 0.0 12.0 0.0 16.0 2.0 0.0 0.0 0.0 0.0 0.0 83.4 2.43
69.0 5.0 0.0 0.0 8.0 0.0 15.0 3.0 0.0 0.0 0.0 0.0 0.0 82.4 2.45
72.0 2.0 0.0 0.0 6.0 0.0 16.0 2.0 0.0 0.0 0.0 0.0 0.0 84.4 2.43
70.0 3.0 0.0 0.5 6.0 0.0 16.0 2.5 0.0 0.0 0.0 0.0 0.0 85.5 2.45
70.0 3.0 0.0 0.0 6.0 0.0 16.0 3.0 0.0 0.0 0.0 0.0 0.0 82.9 2.44
66.57 0.0 6.41 5.11 12.61 0.0 0.0 4.8 0.0 3.1 0.0 0.0 0.0 77.9 2.552
65.7 0.0 6.4 6.3 13.6 0.0 0.0 4.7 0.0 2.9 0.0 0.0 0.0 78.9 2.539
66.3 0.0 6.1 6.9 12.9 0.0 0.0 4.7 0.0 2.7 0.0 0.0 0.0 78.5 2.532
66.4 0.0 7.2 7.1 12.3 0.0 0.0 3.7 0.0 2.0 0.0 0.0 0.0 76.8 2.512
66.57 0.0 6.31 6.51 13.01 0.0 0.0 4.4 0.0 2.7 0.0 0.0 0.0 78.2 2.529
66.2 0.0 6.3 7.6 12.8 0.0 0.0 4.2 0.0 2.5 0.0 0.0 0.0 78.4 2.528
66.3 0.0 5.8 8.1 12.8 0.0 0.0 3.9 0.0 2.7 0.0 0.0 0.0 78.8 2.54
65.9 0.0 6.3 7.6 12.7 0.0 0.0 4.7 0.0 2.4 0.0 0.0 0.0 79.0 2.527
63.9 13.05 0.0 10.22 6.88 2.39 0.0 3.13 0.0 0.0 0.02 0.0 0.0 56.8 2.251
61.58 0.0 0.0 13.25 9.32 0.32 0.0 15.34 0.0 0.0 0.0 0.0 0.0 86.7 2.622
60.66 0.24 0.0 14.03 9.54 0.16 0.0 15.08 0.0 0.0 0.19 0.0 0.0 87.1 2.628
61.42 0.03 0.0 12.66 9.77 0.0 0.0 15.04 0.0 0.0 0.31 0.0 0.75 87.4 2.627
68.63 0.0 4.1 6.02 12.41 0.0 0.0 4.53 0.0 1.74 0.0 0.0 0.0 80.9 2.547
64.02 12.91 8.9 0.04 14.01 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 62.7 2.346
64.03 13.41 7.9 0.05 13.51 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 64.4 2.369
63.95 11.39 6.0 0.05 13.99 2.5 0.0 2.02 0.0 0.0 0.0 0.0 0.0 67.4 2.392
64.07 14.91 8.91 0.0 12.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.4 2.394
61.95 12.89 6.0 0.05 13.99 3.01 0.0 2.01 0.0 0.0 0.0 0.0 0.0 68.8 2.416
64.0 13.1 9.7 0.0 12.1 0.97 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.2 2.35
64.0 4.5 0.0 0.0 5.5 5.1 9.4 8.0 0.0 0.0 1.0 0.0 0.0 84.2 2.53
63.06 11.31 0.0 0.0 7.51 0.0 5.91 8.71 0.0 0.0 2.0 0.0 0.0 84.8 2.53
63.06 11.31 0.0 0.0 7.51 0.0 5.91 6.71 0.0 0.0 4.0 0.0 0.0 85.2 2.54
66.0 14.0 0.0 0.0 10.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 76.9 2.45
64.0 11.5 0.0 0.0 8.0 0.0 5.8 9.2 0.0 0.0 0.0 0.0 0.0 83.7 2.5
68.17 9.41 0.0 4.0 7.51 2.2 0.1 6.51 0.0 0.0 0.3 0.0 0.0 78.8 2.51
66.5 8.7 0.0 4.0 7.7 2.2 0.6 7.5 0.0 0.0 1.0 0.0 0.0 81.0 2.53
66.8 8.7 0.0 4.5 7.7 2.2 0.6 7.0 0.0 0.0 1.0 0.0 0.0 79.8 2.52
66.0 7.0 0.0 4.0 7.5 2.5 1.0 7.5 0.0 0.0 3.0 0.0 0.0 82.3 2.54
63.06 11.31 1.5 0.0 7.51 0.0 5.91 6.71 0.0 0.0 2.5 0.0 0.0 83.8 2.52
63.98 12.42 10.0 0.0 12.48 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 75.0 2.35
65.5 5.0 0.0 5.0 6.0 5.0 0.0 11.0 0.0 0.25 0.0 0.0 0.0 78.4 2.55
60.25 12.86 16.26 5.24 3.72 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 79.5 2.5
42.41 14.97 42.41 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.1 2.31
73.91 9.99 15.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 78.8 2.45
81.35 4.89 11.78 0.0 1.3 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 61.9 2.22
74.0 10.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 78.4 2.45
72.5 0.7 18.97 0.0 2.0 4.89 0.8 0.0 0.0 0.0 0.0 0.0 0.0 63.5 2.26
74.0 10.0 0.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 70.7 2.48
59.6 16.5 23.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 80.1 2.463
52.6 26.8 20.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 80.3 2.545
51.15 28.69 20.16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 74.7 2.541
46.9 34.5 18.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 76.7 2.537
70.0 14.2 15.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 81.8 2.474
66.7 19.2 14.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 81.9 2.524
61.16 25.53 13.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 77.2 2.534
58.0 29.1 12.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.8 2.538
74.0 16.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 80.5 2.453
74.87 13.28 0.0 10.33 1.49 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 71.9 2.465
74.05 13.51 0.0 9.89 1.52 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 72.5 2.475
73.01 13.31 0.0 10.29 1.48 0.0 0.0 1.88 0.0 0.0 0.0 0.0 0.0 72.5 2.48
72.2 12.88 0.0 10.4 1.52 0.0 0.0 2.98 0.0 0.0 0.0 0.0 0.0 73.3 2.485
70.67 13.43 0.0 10.39 1.52 0.0 0.0 3.82 0.0 0.0 0.0 0.0 0.0 73.6 2.496
69.65 13.76 0.0 10.23 1.51 0.0 0.0 4.82 0.0 0.0 0.0 0.0 0.0 74.0 2.504
68.93 13.34 0.0 10.33 1.54 0.0 0.0 5.8 0.0 0.0 0.0 0.0 0.02 74.0 2.513
68.06 13.29 0.0 10.39 1.45 0.0 0.0 6.76 0.0 0.0 0.0 0.0 0.01 75.6 2.52
75.58 12.81 0.0 7.24 1.45 0.0 0.0 2.89 0.0 0.0 0.0 0.0 0.0 71.8 2.445
73.84 13.58 0.0 8.25 1.49 0.0 0.0 2.83 0.0 0.0 0.0 0.0 0.0 72.0 2.462
73.11 13.09 0.0 9.31 1.54 0.0 0.0 2.88 0.0 0.0 0.0 0.0 0.03 72.7 2.474
71.0 13.06 0.0 11.43 1.51 0.0 0.0 2.96 0.0 0.0 0.0 0.0 0.0 74.0 2.504
70.19 13.15 0.0 12.27 1.49 0.0 0.0 2.87 0.0 0.0 0.0 0.0 0.0 73.8 2.508
68.99 13.24 0.0 13.34 1.52 0.0 0.0 2.87 0.0 0.0 0.0 0.0 0.0 74.9 2.529
68.03 13.23 0.0 14.34 1.48 0.0 0.0 2.87 0.0 0.0 0.0 0.0 0.0 75.6 2.542
72.08 13.5 0.0 12.13 1.26 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 73.7 2.502
72.75 13.07 0.0 8.2 1.18 0.0 0.0 4.76 0.0 0.0 0.0 0.0 0.0 73.2 2.469
73.04 12.91 0.0 6.19 1.17 0.0 0.0 6.66 0.0 0.0 0.0 0.0 0.0 72.8 2.457
72.6 13.13 0.0 4.12 1.22 0.0 0.0 8.89 0.0 0.0 0.0 0.0 0.0 71.4 2.446
72.12 13.53 0.0 2.03 1.26 0.0 0.0 11.01 0.0 0.0 0.0 0.0 0.01 70.7 2.433
68.43 7.19 0.0 1.0 12.99 0.0 0.0 9.89 0.0 0.0 0.0 0.0 0.0 78.3 2.47
69.0 0.0 2.0 0.0 14.0 3.0 2.0 10.0 0.0 0.0 0.0 0.0 0.0 83.2 2.41
71.0 6.0 0.0 1.0 12.0 0.0 0.0 7.0 0.0 0.0 3.0 0.0 0.0 83.7 2.46
71.0 6.0 0.0 1.0 11.5 0.0 0.0 7.0 0.0 0.0 2.0 0.0 0.0 84.7 2.49
77.0 0.0 0.0 0.0 7.0 0.0 3.0 13.0 0.0 0.0 0.0 0.0 0.0 86.6 2.4
73.0 0.0 0.0 0.0 11.0 0.0 4.0 7.0 0.0 0.0 5.0 0.0 0.0 88.2 2.45
72.26 0.0 0.0 9.68 12.52 0.0 0.0 5.54 0.0 0.0 0.0 0.0 0.0 87.0 2.48
73.49 0.0 0.93 8.62 12.96 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 87.0 2.47
73.72 0.0 0.0 8.65 13.0 0.0 0.0 4.01 0.0 0.0 0.0 0.0 0.0 86.3 2.47
73.79 0.0 0.0 8.66 13.01 0.0 0.0 4.01 0.0 0.0 0.0 0.0 0.0 85.8 2.45
68.56 0.0 0.91 11.53 11.81 0.0 0.0 7.07 0.0 0.12 0.0 0.0 0.0 87.6 2.52
69.21 0.0 0.0 10.27 12.24 0.0 0.0 7.14 0.0 0.0 0.0 0.0 0.0 89.0 2.54
61.6 0.0 0.0 11.0 12.1 0.0 0.0 15.3 0.0 0.0 0.0 0.0 0.0 95.3 2.6
50.31 0.0 0.0 18.33 11.86 0.0 0.0 19.5 0.0 0.0 0.0 0.0 0.0 101.9 2.75
